rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,NA,NA,NA,2,2LAST WEEK,11WEEKS ON CHART
2,1,Savage Garden,I Knew I Loved You,1,18,NA,NA,NA,NA
3,1,Christina Aguilera,What A Girl Wants,3,13,NA,NA,NA,NA
4,4,Montell Jordan,Get It On Tonite,4,18,NA,NA,NA,NA
5,1,Santana Featuring Rob Thomas ,Smooth,5,30,NA,NA,NA,NA
6,6,Blink-182,All The Small Things,7,12,NA,NA,NA,NA
7,5,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,11,13,NA,NA,NA,NA
8,8,Santana Featuring The Product G&B,Maria Maria,15,2,NA,NA,NA,NA
9,5,Blaque,Bring It All To Me,8,18,NA,NA,NA,NA
10,10,Backstreet Boys,Show Me The Meaning Of Being Lonely,12,8,NA,NA,NA,NA
11,8,Celine Dion,That's The Way It Is,10,15,NA,NA,NA,NA
12,2,Brian McKnight,Back At One,6,26,NA,NA,NA,NA
13,6,Eiffel 65,Blue (Da Ba Dee),9,11,NA,NA,NA,NA
14,14,'N Sync,Bye Bye Bye ,19,4,NA,NA,NA,NA
15,12,Filter,Take A Picture,13,13,NA,NA,NA,NA
16,13,Destiny's Child,Say My Name,16,9,NA,NA,NA,NA
17,3,Marc Anthony,I Need To Know,14,24,NA,NA,NA,NA
18,14,Lonestar,Amazed,18,29,NA,NA,NA,NA
19,19,Sonique,It Feels So Good,23,5,NA,NA,NA,NA
20,11,Smash Mouth,Then The Morning Comes,17,17,NA,NA,NA,NA
21,21,Faith Hill,Breathe,21,16,NA,NA,NA,NA
22,4,Whitney Houston,My Love Is Your Love,20,25,NA,NA,NA,NA
23,23,Third Eye Blind,Never Let You Go,24,5,NA,NA,NA,NA
24,15,Jagged Edge,He Can't Love U,25,11,NA,NA,NA,NA
25,25, D'Angelo,Untitled (How Does It Feel),26,5,NA,NA,NA,NA
26,26,Sisqo,Thong Song,35,4,NA,NA,NA,NA
27,7,Donell Jones,U Know What's Up,29,22,NA,NA,NA,NA
28,28,Joe,I Wanna Know,32,8,NA,NA,NA,NA
29,29,Sugar Ray,Falls Apart,34,6,NA,NA,NA,NA
30,20,Train,Meet Virginia,28,20,NA,NA,NA,NA
31,27,Dixie Chicks,Cowboy Take Me Away,27,13,NA,NA,NA,NA
32,29,Tim McGraw,My Best Friend,33,13,NA,NA,NA,NA
33,22,Ricky Martin,Shake Your Bon-Bon,22,14,NA,NA,NA,NA
34,34,Eve Featuring Faith Evans,Love Is Blind ,40,7,NA,NA,NA,NA
35,19,Foo Fighters,Learn To Fly,30,19,NA,NA,NA,NA
36,36,Dr. Dre Featuring Eminem,Forgot About Dre,36,5,NA,NA,NA,NA
37,37,Mark Wills,Back At One,37,6,NA,NA,NA,NA
38,38,J-Shin Featuring LaTocha Scott,One Night Stand,45,9,NA,NA,NA,NA
39,39,Lonestar,Smile,39,10,NA,NA,NA,NA
40,40,Vertical Horizon,Everything You Want,46,5,NA,NA,NA,NA
41,41,Aaliyah,I Don't Wanna,51,4,NA,NA,NA,NA
42,3,Jessica Simpson,I Wanna Love You Forever,31,19,NA,NA,NA,NA
43,NA,Madonna,American Pie,NA,NA,NA,NA,NA,NA
44,44,Sammie,I Like It,58,4,NA,NA,NA,NA
45,45,George Strait,The Best Day,54,4,NA,NA,NA,NA
46,42, Amber,Sexual (Li Da Di),42,28,NA,NA,NA,NA
47,47,Snoop Dogg Presents Tha Eastsidaz,G'd Up,47,7,NA,NA,NA,NA
48,28,Counting Crows,Hanginaround,38,16,NA,NA,NA,NA
49,16,Goo Goo Dolls,Black Balloon,44,33,NA,NA,NA,NA
50,31,Reba,What Do You Say,41,17,NA,NA,NA,NA
51,32,Enrique Iglesias,Rhythm Divine,49,12,NA,NA,NA,NA
