rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,TLC,Creep,NA,NA,NA,2,2LAST WEEK ,12WEEKS ON CHART
2,1,Boyz II Men,On Bended Knee,1,11,NA,NA,NA,NA
3,3,Real McCoy,Another Night,3,23,NA,NA,NA,NA
4,4,Bon Jovi,Always,4,18,NA,NA,NA,NA
5,5, Madonna,Take A Bow,5,7,NA,NA,NA,NA
6,1,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",6,20,NA,NA,NA,NA
7,7,Des'ree,You Gotta Be,12,22,NA,NA,NA,NA
8,7,BLACKstreet ,Before I Let You Go,7,15,NA,NA,NA,NA
9,9,4PM,Sukiyaki,10,20,NA,NA,NA,NA
10,8,Melissa Etheridge,I'm The Only One,8,26,NA,NA,NA,NA
11,11, Corona,The Rhythm Of The Night,14,12,NA,NA,NA,NA
12,6,Brandy,I Wanna Be Down,9,18,NA,NA,NA,NA
13,8,Janet Jackson,You Want This/70's Love Groove,13,15,NA,NA,NA,NA
14,14,Hootie & The Blowfish,Hold My Hand,16,17,NA,NA,NA,NA
15,1,Boyz II Men,I'll Make Love To You,11,25,NA,NA,NA,NA
16,16,Tom Petty,You Don't Know How It Feels,21,9,NA,NA,NA,NA
17,8,69 Boyz,Tootsee Roll,15,30,NA,NA,NA,NA
18,18,Vanessa Williams,The Sweetest Days,20,12,NA,NA,NA,NA
19,19,Brownstone,If You Love Me,27,8,NA,NA,NA,NA
20,20,Jade ,Every Day Of The Week,24,10,NA,NA,NA,NA
21,21,R.E.M.,Bang And Blame,30,2,NA,NA,NA,NA
22,17,Immature,Constantly,19,10,NA,NA,NA,NA
23,14,20 Fingers Featuring Gillette,Short Dick Man,22,21,NA,NA,NA,NA
24,16,Pretenders,I'll Stand By You,25,25,NA,NA,NA,NA
25,2,Sheryl Crow,All I Wanna Do,17,26,NA,NA,NA,NA
26,3,Madonna,Secret,18,17,NA,NA,NA,NA
27,27,Soul For Real,Candy Rain,45,4,NA,NA,NA,NA
28,13,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",23,19,NA,NA,NA,NA
29,11,Crystal Waters,100% Pure Love,26,36,NA,NA,NA,NA
30,28,Toni Braxton,I Belong To You/How Many Ways,28,18,NA,NA,NA,NA
31,31,The Notorious B.I.G.,Big Poppa/Warning,41,3,NA,NA,NA,NA
32,32, Sheryl Crow,Strong Enough,52,5,NA,NA,NA,NA
33,33,Jon Secada,Mental Picture,33,10,NA,NA,NA,NA
34,34,N2U,I Miss You,34,9,NA,NA,NA,NA
35,18,Barry White,Practice What You Preach,29,17,NA,NA,NA,NA
