rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,I'll Make Love To You,NA,NA,2,NA,2WEEKS AT NO. 1,4WEEKS ON CHART
2,1,Lisa Loeb & Nine Stories,"Stay (I Missed You) (From ""Reality Bites"")",2,18,NA,NA,NA,NA
3,3,John Mellencamp With Me'Shell Ndegeocello,Wild Night,4,15,NA,NA,NA,NA
4,3,Coolio,Fantastic Voyage,3,14,NA,NA,NA,NA
5,4,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")",6,16,NA,NA,NA,NA
6,1,All-4-One,I Swear,5,20,NA,NA,NA,NA
7,7,Changing Faces,Stroke You Up,10,6,NA,NA,NA,NA
8,8,Babyface,When Can I See You,9,12,NA,NA,NA,NA
9,6,Da Brat,Funkdafied,8,14,NA,NA,NA,NA
10,4,Ace Of Base ,Don't Turn Around,7,18,NA,NA,NA,NA
11,11,Warren G,This D.J.,11,7,NA,NA,NA,NA
12,11,Collective Soul,Shine,12,18,NA,NA,NA,NA
13,10,Jon Secada,If You Go,14,18,NA,NA,NA,NA
14,2,Janet Jackson,"Any Time, Any Place/And On And On",13,15,NA,NA,NA,NA
15,14,Aaron Hall,I Miss You,16,17,NA,NA,NA,NA
16,5,Aaliyah,Back & Forth,15,19,NA,NA,NA,NA
17,7, Toni Braxton,You Mean The World To Me,17,23,NA,NA,NA,NA
18,12,Mariah Carey,Anytime You Need A Friend,18,15,NA,NA,NA,NA
19,19,Sheryl Crow,All I Wanna Do,39,5,NA,NA,NA,NA
20,20,Richard Marx,The Way She Loves Me,20,8,NA,NA,NA,NA
21,21,Crystal Waters,100% Pure Love,25,15,NA,NA,NA,NA
22,17,Aerosmith,Crazy,21,16,NA,NA,NA,NA
23,23,Immature,Never Lie,31,6,NA,NA,NA,NA
24,24,69 Boyz,Tootsee Roll,27,9,NA,NA,NA,NA
25,21,Seal,Prayer For The Dying,22,13,NA,NA,NA,NA
26,20,Tevin Campbell,Always In My Heart,24,11,NA,NA,NA,NA
27,26,Ahmad,Back In The Day,29,15,NA,NA,NA,NA
28,25,Melissa Etheridge,Come To My Window,28,28,NA,NA,NA,NA
29,29,Gerald Levert,I'd Give Anything,33,5,NA,NA,NA,NA
30,29, Steve Perry,You Better Wait,30,8,NA,NA,NA,NA
31,2,Madonna,"I'll Remember (From ""With Honors"")",23,23,NA,NA,NA,NA
32,2,Warren G & Nate Dogg,"Regulate (From ""Above The Rim"")",19,20,NA,NA,NA,NA
33,33, Ice Cube Featuring George Clinton,Bop Gun (One Nation),36,6,NA,NA,NA,NA
34,20,Erasure,Always,26,19,NA,NA,NA,NA
35,35,Amy Grant,Lucky One,40,4,NA,NA,NA,NA
36,36, Craig Mack,Flava In Ya Ear,44,4,NA,NA,NA,NA
37,37,Candlebox,Far Behind,58,2,NA,NA,NA,NA
38,13,R. Kelly,Your Body's Callin',35,17,NA,NA,NA,NA
39,1,Ace Of Base,The Sign,32,36,NA,NA,NA,NA
40,40,Heavy D & The Boyz,Nuttin' But Love,42,10,NA,NA,NA,NA
41,41,C+C Music Factory,Do You Wanna Get Funky,41,6,NA,NA,NA,NA
42,33,Public Enemy,Give It Up ,37,8,NA,NA,NA,NA
43,43,Terror Fabulous Featuring Nadine Sutherland,Action,43,7,NA,NA,NA,NA
44,38,Prince,Letitgo,38,3,NA,NA,NA,NA
45,34,BLACKstreet,Booti Call,45,11,NA,NA,NA,NA
46,46,Wet Wet Wet,Love Is All Around,47,9,NA,NA,NA,NA
47,19,Joshua Kadison,Beautiful In My Eyes,46,21,NA,NA,NA,NA
48,6,Big Mountain,"Baby I Love Your Way (From ""Reality Bites"")",34,28,NA,NA,NA,NA
49,49,The Notorious B.I.G.,Juicy/Unbelievable,62,2,NA,NA,NA,NA
50,50,The 4 Seasons,"December 1963 (Oh, What A Night)",64,4,NA,NA,NA,NA
51,51,The Tokens,The Lion Sleeps Tonight (Wimoweh),56,3,NA,NA,NA,NA
52,NA,Anita Baker,Body & Soul,NA,NA,NA,NA,NA,NA
53,53,Real McCoy,Another Night,77,2,NA,NA,NA,NA
54,54,Elton John,"Circle Of Life (From ""The Lion King"")",85,2,NA,NA,NA,NA
55,55,R. Kelly,Summer Bunnies,69,3,NA,NA,NA,NA
56,56,Nine Inch Nails,Closer,61,13,NA,NA,NA,NA
57,49,Fugees,Nappy Heads,54,10,NA,NA,NA,NA
58,55,Patra Featuring Yo-Yo,Romantic Call,55,4,NA,NA,NA,NA
