rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Usher,Nice & Slow,NA,NA,2,NA,2WEEKS AT NO. 1,5WEEKS ON CHART
2,1,Janet,Together Again,2,10,NA,NA,NA,NA
3,1,Savage Garden,Truly Madly Deeply,4,12,NA,NA,NA,NA
4,2,LeAnn Rimes,How Do I Live,3,36,NA,NA,NA,NA
5,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase), Been Around The World,5,12,NA,NA,NA,NA
6,6,Uncle Sam,I Don't Ever Want To See You Again,6,16,NA,NA,NA,NA
7,7,Boyz II Men,A Song For Mama,7,11,NA,NA,NA,NA
8,8,Destiny's Child,"No, No, No",8,13,NA,NA,NA,NA
9,9,Spice Girls,Too Much,22,2,NA,NA,NA,NA
10,10,Mase Featuring Total,What You Want,16,4,NA,NA,NA,NA
11,9,Third Eye Blind,How's It Going To Be,9,12,NA,NA,NA,NA
12,2,Usher,You Make Me Wanna...,12,27,NA,NA,NA,NA
13,9,Busta Rhymes,Dangerous,10,7,NA,NA,NA,NA
14,11,Paula Cole,I Don't Want To Wait,13,17,NA,NA,NA,NA
15,15,Billie Myers,Kiss The Rain,18,16,NA,NA,NA,NA
16,16, K.P. & Envyi,Swing My Way,23,9,NA,NA,NA,NA
17,15,Wyclef Jean,Gone Till November,15,3,NA,NA,NA,NA
18,18,LL Cool J,Father,19,4,NA,NA,NA,NA
19,6, Chumbawamba,Tubthumping,11,24,NA,NA,NA,NA
20,7,Robyn,Show Me Love,14,15,NA,NA,NA,NA
21,13,Dru Hill,We're Not Making Love No More,21,11,NA,NA,NA,NA
22,1,Elton John ,Candle In The Wind 1997/Something About The Way You Look Tonight,17,20,NA,NA,NA,NA
23,23,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],30,11,NA,NA,NA,NA
24,4,LSG,My Body,20,17,NA,NA,NA,NA
25,25,INOJ/LATHUN,Love You Down,26,3,NA,NA,NA,NA
26,NA,Jimmy Ray, Are You Jimmy Ray?,NA,NA,NA,NA,NA,NA
27,17,Lisa Loeb,I Do,24,17,NA,NA,NA,NA
28,28,Queen Pen Featuring Eric Williams,All My Love,34,3,NA,NA,NA,NA
29,29,Next,Too Close,45,2,NA,NA,NA,NA
30,30,The Lox,If You Think I'm Jiggy,36,3,NA,NA,NA,NA
31,31,Ol Skool [Featuring Keith Sweat & Xscape],Am I Dreaming,32,3,NA,NA,NA,NA
32,5,Mase,Feel So Good,25,17,NA,NA,NA,NA
33,33,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,38,4,NA,NA,NA,NA
34,28,Sarah McLachlan ,Sweet Surrender,28,2,NA,NA,NA,NA
35,27,Nu Flavor,Heaven,27,20,NA,NA,NA,NA
36,4,Third Eye Blind,Semi-Charmed Life,31,34,NA,NA,NA,NA
37,29,Jon B,They Don't Know,29,4,NA,NA,NA,NA
38,2,Backstreet Boys ,Quit Playing Games (With My Heart),33,35,NA,NA,NA,NA
39,39,Shania Twain,You're Still The One,51,2,NA,NA,NA,NA
40,11,Sister Hazel,All For You,35,33,NA,NA,NA,NA
41,NA,Public Announcement,Body Bumpin' Yippie-Yi-Yo,NA,NA,NA,NA,NA,NA
42,42,All Saints,I Know Where It's At,44,4,NA,NA,NA,NA
43,18,Spice Girls,Spice Up Your Life,37,16,NA,NA,NA,NA
44,1,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,41,30,NA,NA,NA,NA
45,9,Hanson,I Will Come To You,39,13,NA,NA,NA,NA
46,21,Pearl Jam,Given To Fly,43,5,NA,NA,NA,NA
47,2,Jewel,Foolish Games/You Were Meant For Me,42,65,NA,NA,NA,NA
48,48,Blessid Union Of Souls,Light In Your Eyes,48,2,NA,NA,NA,NA
49,4,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,40,26,NA,NA,NA,NA
50,42,Los Umbrellos,No Tengo Dinero,49,26,NA,NA,NA,NA
51,37,Alana Davis,32 Flavors,46,12,NA,NA,NA,NA
52,52,Militia,Burn ,54,7,NA,NA,NA,NA
53,26,The Notorious B.I.G.,Going Back To Cali,55,12,NA,NA,NA,NA
54,32,She Moves,Breaking All The Rules,52,16,NA,NA,NA,NA
55,12," Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,53,19,NA,NA,NA,NA
56,NA,Somethin' For The People,All I Do,NA,NA,NA,NA,NA,NA
57,45,Richard Marx & Donna Lewis,At The Beginning,56,16,NA,NA,NA,NA
58,58,Amber,One More Night,62,19,NA,NA,NA,NA
59,59,KAI,Say You'll Stay,59,10,NA,NA,NA,NA
60,27,Bone Thugs-N-Harmony,If I Could Teach The World,61,19,NA,NA,NA,NA
61,28,Metallica,The Memory Remains,63,13,NA,NA,NA,NA
62,56,WC From Westside Connection,Just Clownin',60,11,NA,NA,NA,NA
63,63,Lutricia McNeal,Ain't That Just The Way,71,8,NA,NA,NA,NA
64,40,Shania Twain,Don't Be Stupid (You Know I Love You),64,12,NA,NA,NA,NA
65,65,Anita Cochran (Duet With Steve Wariner),What If I Said,65,8,NA,NA,NA,NA
66,66,Sylk-E. Fyne Featuring Chill ,Romeo And Juliet,87,2,NA,NA,NA,NA
67,57,Big Punisher,I'm Not A Player,67,17,NA,NA,NA,NA
68,68,Barenaked Ladies,Brian Wilson,68,14,NA,NA,NA,NA
69,44,Gary Barlow,So Help Me Girl,66,19,NA,NA,NA,NA
70,NA, Mic Geronimo Featuring DMX & Black Rob,Nothin' Move But The Money,NA,NA,NA,NA,NA,NA
71,23,Aqua,Lollipop (Candyman),69,11,NA,NA,NA,NA
72,35,H-Town,They Like It Slow,72,20,NA,NA,NA,NA
73,60,Davina,So Good,74,17,NA,NA,NA,NA
74,50,Reba McEntire,What If,70,11,NA,NA,NA,NA
75,59, Sting & The Police,Roxanne `97 - Puff Daddy Remix,73,9,NA,NA,NA,NA
76,76,Born Jamericans,Send My Love/Send One Your Love,76,3,NA,NA,NA,NA
77,NA,Smooth,Strawberries,NA,NA,NA,NA,NA,NA
78,78,David Kersh,If I Never Stop Loving You,82,2,NA,NA,NA,NA
79,75,"LL Cool J Featuring Method Man, Redman, DMX, Canibus And Master P","4, 3, 2, 1",81,9,NA,NA,NA,NA
80,58, Kimberly Scott,Tuck Me In,80,11,NA,NA,NA,NA
81,81,Mono,Life In Mono,92,2,NA,NA,NA,NA
82,77,Dixie Chicks,I Can Love You Better,77,4,NA,NA,NA,NA
83,NA,Jody Watley,Off The Hook,NA,NA,NA,NA,NA,NA
84,56,Olive,You're Not Alone,75,18,NA,NA,NA,NA
85,85,Rockell,In A Dream,89,5,NA,NA,NA,NA
86,80,Jay-Z Featuring BLACKstreet,The City Is Mine,88,4,NA,NA,NA,NA
87,66,David Bowie,I'm Afraid Of Americans,83,14,NA,NA,NA,NA
88,75,Lysette,"Young, Sad And Blue",85,7,NA,NA,NA,NA
89,84,Fruit De La Passion,Tic Tic Tac,84,3,NA,NA,NA,NA
90,90,Wade Hayes,The Day That She Left Tulsa (In A Chevy),91,2,NA,NA,NA,NA
