rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Janet Jackson,That's The Way Love Goes,NA,NA,NA,2,2LAST WEEK ,3WEEKS ON CHART
2,1,Silk,Freak Me,1,13,NA,NA,NA,NA
3,3,Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",4,17,NA,NA,NA,NA
4,1,Snow,Informer,3,19,NA,NA,NA,NA
5,4,Whitney Houston,I Have Nothing,5,12,NA,NA,NA,NA
6,2,Dr. Dre,"Nuthin' But A ""G"" Thang",6,16,NA,NA,NA,NA
7,7,H-Town,Knockin' Da Boots,12,6,NA,NA,NA,NA
8,7,SWV,I'm So Into You,8,15,NA,NA,NA,NA
9,9,P.M. Dawn,Looking Through Patient Eyes,9,9,NA,NA,NA,NA
10,4,Jade,Don't Walk Away,7,22,NA,NA,NA,NA
11,10,Paperboy,Ditty,10,22,NA,NA,NA,NA
12,12,SWV,Weak,22,4,NA,NA,NA,NA
13,7,Spin Doctors,Two Princes,11,16,NA,NA,NA,NA
14,14,Michael Jackson,Who Is It,15,6,NA,NA,NA,NA
15,15,Boy George,"The Crying Game (From ""The Crying Game"")",16,10,NA,NA,NA,NA
16,10,Shai,Comforter,13,17,NA,NA,NA,NA
17,8,Naughty By Nature,Hip Hop Hooray,14,16,NA,NA,NA,NA
18,15,Ice Cube,It Was A Good Day,18,11,NA,NA,NA,NA
19,19,Joey Lawrence,Nothin' My Love Can't Fix,19,11,NA,NA,NA,NA
20,18, Jon Secada,Angel,21,16,NA,NA,NA,NA
21,6,Ugly Kid Joe,Cat's In The Cradle,17,14,NA,NA,NA,NA
22,22,Aerosmith,Livin' On The Edge,24,6,NA,NA,NA,NA
23,23,Robin S.,Show Me Love,31,7,NA,NA,NA,NA
24,24,Duran Duran,Come Undone,32,5,NA,NA,NA,NA
25,25,Stereo MC's,Connected,25,8,NA,NA,NA,NA
26,26,Green Jelly,Three Little Pigs,27,8,NA,NA,NA,NA
27,17,Sting,If I Ever Lose My Faith In You,20,13,NA,NA,NA,NA
28,21,Run-D.M.C.,Down With The King,23,9,NA,NA,NA,NA
29,29,Rod Stewart,Have I Told You Lately,48,4,NA,NA,NA,NA
30,30,Duice,Dazzey Duks,40,19,NA,NA,NA,NA
31,18,Boy Krazy,That's What Love Can Do,28,17,NA,NA,NA,NA
32,32,Inner Circle,"Bad Boys (Theme From ""Cops"")",52,3,NA,NA,NA,NA
33,4,Whitney Houston,"I'm Every Woman (From ""The Bodyguard"")",26,19,NA,NA,NA,NA
34,3,Duran Duran ,Ordinary World,30,19,NA,NA,NA,NA
35,35,R. Kelly & Public Announcement,Dedicated,37,12,NA,NA,NA,NA
36,6,Arrested Development,Mr. Wendal,29,22,NA,NA,NA,NA
37,37,Expose,I'll Never Get Over You (Getting Over Me),47,8,NA,NA,NA,NA
38,38,En Vogue,Love Don't Love You,44,8,NA,NA,NA,NA
39,10,Bon Jovi,Bed Of Roses,33,17,NA,NA,NA,NA
40,30,Elton John,Simple Life,35,12,NA,NA,NA,NA
41,14,Jeremy Jordan,"The Right Kind Of Love (From ""Beverly Hills, 90210"")",34,23,NA,NA,NA,NA
42,31,Men At Large,So Alone,42,13,NA,NA,NA,NA
43,43,Restless Heart Featuring Warren Hill,Tell Me What You Dream,46,8,NA,NA,NA,NA
44,44,Prince And The New Power Generation,The Morning Papers,45,7,NA,NA,NA,NA
45,45,Captain Hollywood Project,More And More,58,3,NA,NA,NA,NA
46,43,Neneh Cherry,Buddy X,43,8,NA,NA,NA,NA
47,1, Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme),41,22,NA,NA,NA,NA
48,18,Kenny G,Forever In Love,39,22,NA,NA,NA,NA
49,NA,George Michael & Queen,Somebody To Love,NA,NA,NA,NA,NA,NA
50,14,Positive K,I Got A Man,36,22,NA,NA,NA,NA
51,36, Sunscreem,Love U More,38,12,NA,NA,NA,NA
52,47,Bizarre Inc,I'm Gonna Get You,51,17,NA,NA,NA,NA
53,53,Tasmin Archer,Sleeping Satellite,56,5,NA,NA,NA,NA
54,54,Big Mountain,Touch My Light,57,6,NA,NA,NA,NA
55,28,Mary J. Blige,Sweet Thing,54,14,NA,NA,NA,NA
56,45,RuPaul,Supermodel (You Better Work),53,14,NA,NA,NA,NA
57,57,Bobby Brown,That's The Way Love Is,66,4,NA,NA,NA,NA
58,58,Jeremy Jordan,Wannagirl,75,3,NA,NA,NA,NA
59,59,Bon Jovi,In These Arms,72,2,NA,NA,NA,NA
60,60,Regina Belle,If I Could,68,7,NA,NA,NA,NA
