rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Wilson Phillips,Release Me,NA,NA,NA,2,2LAST WEEK ,12WEEKS ON CHART
2,1,Jon Bon Jovi,"Blaze Of Glory (From ""Young Guns II"")",1,9,NA,NA,NA,NA
3,3,Bell Biv DeVoe,Do Me!,3,12,NA,NA,NA,NA
4,4,M.C. Hammer,Have You Seen Her,6,12,NA,NA,NA,NA
5,3, Poison,Unskinny Bop,4,11,NA,NA,NA,NA
6,6,Nelson,(Can't Live Without Your) Love And Affection,8,11,NA,NA,NA,NA
7,7,Prince,Thieves In The Temple,11,7,NA,NA,NA,NA
8,1,Sweet Sensation,If Wishes Came True,5,14,NA,NA,NA,NA
9,7,New Kids On The Block,Tonight ,7,7,NA,NA,NA,NA
10,10,Maxi Priest,Close To You,13,12,NA,NA,NA,NA
11,11,Phil Collins,Something Happened On The Way To Heaven,17,7,NA,NA,NA,NA
12,1,Mariah Carey,Vision Of Love,12,16,NA,NA,NA,NA
13,13,Cheap Trick,Can't Stop Falling Into Love,18,9,NA,NA,NA,NA
14,2,Janet Jackson,Come Back To Me,10,12,NA,NA,NA,NA
15,15,Paul Young,Oh Girl,19,10,NA,NA,NA,NA
16,9,Faith No More,Epic,9,13,NA,NA,NA,NA
17,14,Kyper,Tic-Tac-Toe,15,12,NA,NA,NA,NA
18,18,George Michael,Praying For Time,23,3,NA,NA,NA,NA
19,19,Johnny Gill,"My, My, My",20,7,NA,NA,NA,NA
20,20,Taylor Dayne,Heart Of Stone,21,7,NA,NA,NA,NA
21,21,After 7,Can't Stop,24,8,NA,NA,NA,NA
22,15,Stevie B,Love And Emotion,16,12,NA,NA,NA,NA
23,9,The Time,Jerk Out,14,12,NA,NA,NA,NA
24,24,Dino,Romeo,26,6,NA,NA,NA,NA
25,25,Black Box, Everybody Everybody,29,7,NA,NA,NA,NA
26,26,Depeche Mode,Policy Of Truth,30,6,NA,NA,NA,NA
27,27,James Ingram,I Don't Have The Heart,36,7,NA,NA,NA,NA
28,28,The Adventures Of Stevie V,Dirty Cash (Money Talks),33,9,NA,NA,NA,NA
29,29,Lisa Stansfield,This Is The Right Time,35,5,NA,NA,NA,NA
30,30,The Righteous Brothers,Unchained Melody,37,4,NA,NA,NA,NA
31,31,Indecent Obsession,Tell Me Something,34,8,NA,NA,NA,NA
32,32,Pebbles,Giving You The Benefit,40,5,NA,NA,NA,NA
33,2,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",25,20,NA,NA,NA,NA
34,8,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",27,18,NA,NA,NA,NA
35,14,Keith Sweat,Make You Sweat,22,16,NA,NA,NA,NA
36,36,The Boys,Crazy,38,4,NA,NA,NA,NA
37,NA,Janet Jackson,Black Cat,NA,NA,NA,NA,NA,NA
38,2,Snap!,The Power,28,19,NA,NA,NA,NA
39,39,Breathe,Say A Prayer,44,4,NA,NA,NA,NA
40,20,Luke Featuring The 2 Live Crew,Banned In The U.S.A.,31,9,NA,NA,NA,NA
41,41,"Glenn Medeiros Featuring Ray Parker, Jr.",All I'm Missing Is You,43,5,NA,NA,NA,NA
42,42,Slaughter,Fly To the Angels,50,5,NA,NA,NA,NA
43,43,Jude Cole,Time For Letting Go,51,7,NA,NA,NA,NA
44,44, Winger,Can't Get Enuff,52,8,NA,NA,NA,NA
45,2,En Vogue,Hold On,41,20,NA,NA,NA,NA
46,46,INXS,Suicide Blonde,62,2,NA,NA,NA,NA
47,47,Tony Toni Tone,Feels Good,48,3,NA,NA,NA,NA
48,11, Seduction,Could This Be Love,32,15,NA,NA,NA,NA
49,42,Kid Frost,La Raza,42,11,NA,NA,NA,NA
50,50,Michael Bolton,Georgia On My Mind,55,4,NA,NA,NA,NA
51,51,Doc Box & B. Fresh,Slow Love,53,9,NA,NA,NA,NA
52,14,Mellow Man Ace,Mentirosa,46,19,NA,NA,NA,NA
53,3,Johnny Gill,Rub You The Right Way,39,19,NA,NA,NA,NA
54,35,The West Coast Rap All-Stars,We're All In the Same Gang,47,13,NA,NA,NA,NA
