rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Whitney Houston,I Will Always Love You,NA,NA,9,NA,9 WEEKS AT NO. 1,11WEEKS ON CHART
2,2,Shai,If I Ever Fall In Love,2,15,NA,NA,NA,NA
3,3,Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")",3,9,NA,NA,NA,NA
4,2,Wreckx-N-Effect,Rump Shaker,4,17,NA,NA,NA,NA
5,5,Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",5,14,NA,NA,NA,NA
6,5, Snap!,Rhythm Is A Dancer,6,24,NA,NA,NA,NA
7,7,Bobby Brown,Good Enough,8,15,NA,NA,NA,NA
8,8,Madonna,Deeper And Deeper,10,8,NA,NA,NA,NA
9,9,Peabo Bryson & Regina Belle ,A Whole New World (Aladdin's Theme),13,6,NA,NA,NA,NA
10,3,P.M. Dawn,"I'd Die Without You (From ""Boomerang"")",7,20,NA,NA,NA,NA
11,11,Restless Heart,When She Cries,14,11,NA,NA,NA,NA
12,7,Mary J. Blige,Real Love,11,22,NA,NA,NA,NA
13,13,Prince And The New Power Generation,7,15,9,NA,NA,NA,NA
14,7,TLC,What About Your Friends,9,21,NA,NA,NA,NA
15,15,Go West,Faithful,16,12,NA,NA,NA,NA
16,11,Michael Bolton,To Love Somebody,12,15,NA,NA,NA,NA
17,17,Arrested Development,Mr. Wendal,20,6,NA,NA,NA,NA
18,18,En Vogue,"Give It Up, Turn It Loose",21,8,NA,NA,NA,NA
19,13,Jon Secada,Do You Believe In Us,17,18,NA,NA,NA,NA
20,18,Portrait,Here We Go Again!,18,11,NA,NA,NA,NA
21,21, Genesis,Never A Time,24,12,NA,NA,NA,NA
22,22,Toad The Wet Sprocket,Walk On The Ocean,28,11,NA,NA,NA,NA
23,23,Duran Duran,Ordinary World,51,3,NA,NA,NA,NA
24,14,Annie Lennox,Walking On Broken Glass,26,21,NA,NA,NA,NA
