rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Paula Abdul,The Promise Of A New Day,NA,NA,NA,2,2LAST WEEK ,9WEEKS ON CHART
2,2,Color Me Badd,I Adore Mi Amor,6,8,NA,NA,NA,NA
3,1,Bryan Adams,(Everything I Do) I Do It For You,1,12,NA,NA,NA,NA
4,3,Boyz II Men,Motownphilly,3,14,NA,NA,NA,NA
5,4,C+C Music Factory,Things That Make You Go Hmmmm. . .,4,9,NA,NA,NA,NA
6,6,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,Good Vibrations,11,9,NA,NA,NA,NA
7,7,Michael Bolton,"Time, Love And Tenderness",9,10,NA,NA,NA,NA
8,7,Seal,Crazy,7,13,NA,NA,NA,NA
9,9,Cathy Dennis,Too Many Walls,12,11,NA,NA,NA,NA
10,5,The KLF,3 A.M. Eternal,5,13,NA,NA,NA,NA
11,11,Rod Stewart,The Motown Song,16,11,NA,NA,NA,NA
12,12,Firehouse,Love Of A Lifetime,18,12,NA,NA,NA,NA
13,8,Hi-Five,I Can't Wait Another Minute,10,13,NA,NA,NA,NA
14,14,Heavy D & The Boyz,Now That We Found Love,17,12,NA,NA,NA,NA
15,4,Scorpions,Wind Of Change,8,16,NA,NA,NA,NA
16,16,R.E.M.,Shiny Happy People,22,8,NA,NA,NA,NA
17,17,Mariah Carey,Emotions,26,3,NA,NA,NA,NA
18,2,Amy Grant,Every Heartbeat,13,14,NA,NA,NA,NA
19,19,Bonnie Raitt,Something To Talk About,24,9,NA,NA,NA,NA
20,14,Natalie Cole ,Unforgettable,14,10,NA,NA,NA,NA
21,21,Huey Lewis & The News,It Hit Me Like A Hammer,23,9,NA,NA,NA,NA
22,22,Natural Selection,Do Anything,28,6,NA,NA,NA,NA
23,23,Karyn White ,Romantic,27,5,NA,NA,NA,NA
24,2,Roxette,Fading Like A Flower (Every Time You Leave),15,14,NA,NA,NA,NA
25,25,Extreme,Hole Hearted,29,7,NA,NA,NA,NA
26,26,Aaron Neville,Everybody Plays The Fool,30,9,NA,NA,NA,NA
27,4,D.J. Jazzy Jeff & The Fresh Prince,Summertime,21,14,NA,NA,NA,NA
28,2,Lenny Kravitz,It Ain't Over 'til It's Over,19,15,NA,NA,NA,NA
29,29,Metallica,Enter Sandman,35,4,NA,NA,NA,NA
30,20,Whitney Houston,My Name Is Not Susan,20,8,NA,NA,NA,NA
31,8,The Escape Club,I'll Be There,32,17,NA,NA,NA,NA
32,32,Martika,Love. . .Thy Will Be Done,34,6,NA,NA,NA,NA
33,33,38 Special,The Sound Of Your Voice,36,10,NA,NA,NA,NA
34,34,Tami Show,The Truth,39,7,NA,NA,NA,NA
35,6,Corina,Temptation,25,18,NA,NA,NA,NA
36,29,3rd Bass,Pop Goes The Weasel,33,10,NA,NA,NA,NA
37,37,Chesney Hawkes,The One And Only,40,7,NA,NA,NA,NA
38,38,Bob Seger & The Silver Bullet Band,The Real Love,44,4,NA,NA,NA,NA
39,39,Jesus Jones,Real Real Real,45,4,NA,NA,NA,NA
40,40,Luther Vandross,Don't Want To Be A Fool,42,7,NA,NA,NA,NA
41,41,Vanessa Williams,Running Back To You,43,6,NA,NA,NA,NA
42,25,Robbie Nevil,Just Like You,31,11,NA,NA,NA,NA
43,43,Siouxsie & The Banshees,Kiss Them For Me,51,5,NA,NA,NA,NA
44,29,Guns N' Roses,You Could Be Mine,37,10,NA,NA,NA,NA
45,45,Bad Company,Walk Through Fire,50,4,NA,NA,NA,NA
46,46,Tony Terry,With You,46,12,NA,NA,NA,NA
47,47,Prince And The N.P.G.,Gett Off,55,5,NA,NA,NA,NA
48,40,Jomanda,Got A Love For You,41,11,NA,NA,NA,NA
49,49, PC Quest,After The Summer's Gone,58,5,NA,NA,NA,NA
50,NA,Bryan Adams,Can't Stop This Thing We Started,NA,NA,NA,NA,NA,NA
51,51,Henry Lee Summer,Till Somebody Loves You,52,6,NA,NA,NA,NA
52,52,RTZ ,Face The Music,57,5,NA,NA,NA,NA
53,53,Billy Falcon,Power Windows,60,5,NA,NA,NA,NA
54,54,Jasmine Guy,Just Want To Hold You,56,7,NA,NA,NA,NA
55,55,Rhythm Syndicate,Hey Donna,73,2,NA,NA,NA,NA
56,56,DJ Quik,Tonite,65,4,NA,NA,NA,NA
57,57,Bad English,Straight To Your Heart,66,3,NA,NA,NA,NA
58,2,Rhythm Syndicate,P.A.S.S.I.O.N.,38,16,NA,NA,NA,NA
59,54,Latin Alliance Featuring War,Low Rider (On The Boulevard),54,6,NA,NA,NA,NA
60,60,Salt-N-Pepa,Let's Talk About Sex,71,4,NA,NA,NA,NA
61,61,Naughty By Nature,O.P.P.,85,2,NA,NA,NA,NA
62,2,Jesus Jones,"Right Here, Right Now",48,23,NA,NA,NA,NA
63,63,Marc Cohn, Silver Thunderbird,64,6,NA,NA,NA,NA
64,49,The La's,There She Goes,49,9,NA,NA,NA,NA
65,65,K.M.C. KRU,The Devil Came Up To Michigan,74,3,NA,NA,NA,NA
66,66,Hi-C,I'm Not Your Puppet,70,5,NA,NA,NA,NA
67,67,Or-N-More (Featuring Father M.C.),Everyotherday,78,3,NA,NA,NA,NA
68,28,Tom Petty And The Heartbreakers,Learning To Fly,47,12,NA,NA,NA,NA
69,26,The Black Crowes,Hard To Handle,53,13,NA,NA,NA,NA
70,NA,M.C. Breed & D.F.C.,Ain't No Future In Yo' Fronting,NA,NA,NA,NA,NA,NA
71,54,Coro,My Fallen Angel,61,10,NA,NA,NA,NA
72,59,Lighter Shade Of Brown Featuring Teardrop & Shiro,Latin Active,67,9,NA,NA,NA,NA
73,37,Lisa Lisa And Cult Jam,Let The Beat Hit 'Em,68,13,NA,NA,NA,NA
74,74,Stevie Nicks,Sometimes (It's A Bitch),86,2,NA,NA,NA,NA
75,75,B.G. The Prince Of Rap,This Beat Is Hot,75,5,NA,NA,NA,NA
