rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,TLC,Waterfalls,NA,NA,NA,7,7LAST WEEK ,5WEEKS ON CHART
2,2,Monica,Don't Take It Personal (Just One Of Dem Days),2,11,NA,NA,NA,NA
3,3,The Notorious B.I.G.,One More Chance/Stay With Me,3,3,NA,NA,NA,NA
4,1,Bryan Adams,Have You Ever Really Loved A Woman?,1,13,NA,NA,NA,NA
5,2,Nicki French,Total Eclipse Of The Heart,4,15,NA,NA,NA,NA
6,2,Boyz II Men,Water Runs Dry,6,11,NA,NA,NA,NA
7,5,Michael Jackson & Janet Jackson,Scream/Childhood,5,4,NA,NA,NA,NA
8,8,All-4-One,I Can Love You Like That,12,4,NA,NA,NA,NA
9,9,Hootie & The Blowfish,Let Her Cry,11,18,NA,NA,NA,NA
10,3,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,8,10,NA,NA,NA,NA
11,2,Adina Howard,Freak Like Me,9,22,NA,NA,NA,NA
12,1,Montell Jordan,This Is How We Do It,10,20,NA,NA,NA,NA
13,13,Blues Traveler,Run-Around,15,16,NA,NA,NA,NA
14,14,Jon B. Featuring Babyface,Someone To Love,14,11,NA,NA,NA,NA
15,8,Blessid Union Of Souls,I Believe,13,21,NA,NA,NA,NA
16,16,Shaggy,Boombastic/In The Summertime,20,8,NA,NA,NA,NA
17,16, Diana King,"Shy Guy (From ""Bad Boys"")",16,15,NA,NA,NA,NA
18,18,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",21,3,NA,NA,NA,NA
19,19,Soul For Real,Every Little Thing I Do,19,10,NA,NA,NA,NA
20,4,Dionne Farris ,I Know,17,24,NA,NA,NA,NA
21,21,Bon Jovi,This Ain't A Love Song,22,5,NA,NA,NA,NA
22,22,Soul Asylum,Misery,24,2,NA,NA,NA,NA
23,23,Naughty By Nature,Feel Me Flow,26,5,NA,NA,NA,NA
24,17,Jodeci,Freek'n You,18,4,NA,NA,NA,NA
25,25,Vanessa Williams ,"Colors Of The Wind (From ""Pocahontas"")",42,3,NA,NA,NA,NA
26,26,Collective Soul,December,32,9,NA,NA,NA,NA
27,27,Real McCoy,Come And Get Your Love,30,5,NA,NA,NA,NA
28,28,Paula Abdul,My Love Is For Real,33,4,NA,NA,NA,NA
29,13,Total Featuring The Notorious B.I.G.,"Can't You See (From ""New Jersey Drive"")",25,14,NA,NA,NA,NA
30,30,Better Than Ezra,Good,34,2,NA,NA,NA,NA
31,14,Martin Page,In The House Of Stone And Light,31,30,NA,NA,NA,NA
32,32,Seal,Kiss From A Rose,54,3,NA,NA,NA,NA
33,10,Hootie & The Blowfish,Hold My Hand,36,40,NA,NA,NA,NA
34,10,Dr. Dre,"Keep Their Heads Ringin' (From ""Friday"")",23,17,NA,NA,NA,NA
35,16,Jamie Walters,Hold On,29,24,NA,NA,NA,NA
36,36,Luniz,I Got 5 On It,50,5,NA,NA,NA,NA
37,23,Annie Lennox,"No More ""I Love You's""",37,18,NA,NA,NA,NA
38,35,Brandy,Best Friend,35,6,NA,NA,NA,NA
39,2,TLC,Red Light Special,27,19,NA,NA,NA,NA
40,40,Shania Twain,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,47,7,NA,NA,NA,NA
41,3,Real McCoy, Run Away,28,18,NA,NA,NA,NA
42,42,Faith Evans,You Used To Love Me,46,2,NA,NA,NA,NA
43,43, MoKenStef,He's Mine,55,4,NA,NA,NA,NA
44,1,Madonna,Take A Bow,44,30,NA,NA,NA,NA
45,26,Da Brat,Give It 2 You,38,13,NA,NA,NA,NA
46,34,Kut Klose,I Like,41,13,NA,NA,NA,NA
47,9, 2Pac,Dear Mama/Old School,39,18,NA,NA,NA,NA
48,13,Elton John,Believe,40,18,NA,NA,NA,NA
49,45,Brian McKnight,"Crazy Love (From ""Jason's Lyric"")",45,13,NA,NA,NA,NA
50,29,Stevie B,Dream About You/Funky Melody,43,22,NA,NA,NA,NA
51,51,Madonna,Human Nature,51,3,NA,NA,NA,NA
52,52,Rod Stewart,Leave Virginia Alone,52,6,NA,NA,NA,NA
53,53,Xscape,Feels So Good,63,3,NA,NA,NA,NA
54,54,Yaki-Da,I Saw You Dancing,60,6,NA,NA,NA,NA
55,55,E-40 (Featuring Suga T),Sprinkle Me,57,3,NA,NA,NA,NA
56,19,Raphael Saadiq,"Ask Of You (From ""Higher Learning"")",53,16,NA,NA,NA,NA
57,57,Corona,Baby Baby,58,9,NA,NA,NA,NA
58,53,Alison Krauss + Union Station,When You Say Nothing At All,56,9,NA,NA,NA,NA
59,59,Chris Isaak,Somebody's Crying,65,5,NA,NA,NA,NA
60,30,Van Halen,Can't Stop Lovin' You,61,16,NA,NA,NA,NA
61,39,Adam Ant,Wonderful,64,15,NA,NA,NA,NA
62,62,Ol' Dirty Bastard,Shimmy Shimmy Ya,62,8,NA,NA,NA,NA
63,63,Skee-Lo,I Wish,68,11,NA,NA,NA,NA
64,64,Tony Thompson,I Wanna Love Like That,67,7,NA,NA,NA,NA
65,65,U.N.V.,So In Love With You,69,6,NA,NA,NA,NA
66,66,D'Angelo,Brown Sugar,77,2,NA,NA,NA,NA
67,67,Jill Sobule,I Kissed A Girl,70,7,NA,NA,NA,NA
68,58,Matthew Sweet,Sick Of Myself,71,7,NA,NA,NA,NA
69,69,Mobb Deep,Survival Of The Fittest,73,4,NA,NA,NA,NA
70,25,Rednex,Cotton Eye Joe,59,18,NA,NA,NA,NA
71,NA,After 7,'Til You Do Me Right,NA,NA,NA,NA,NA,NA
72,72,Mary J. Blige,I Love You/You Bring Me Joy,83,4,NA,NA,NA,NA
73,46,Fun Factory,Close To You,74,17,NA,NA,NA,NA
74,74,Nuttin' Nyce,Froggy Style,79,7,NA,NA,NA,NA
75,75,Smooth,Mind Blowin',76,3,NA,NA,NA,NA
76,72,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",Freak Me Baby,72,10,NA,NA,NA,NA
77,77,Amy Grant,Big Yellow Taxi,81,4,NA,NA,NA,NA
78,47, R.E.M.,Strange Currencies,78,11,NA,NA,NA,NA
79,26,Firehouse,I Live My Life For You,80,20,NA,NA,NA,NA
80,51,H-Town,Emotions,86,12,NA,NA,NA,NA
81,73,Masta Ace Incorporated,The I.N.C. Ride,88,11,NA,NA,NA,NA
82,49,Brownstone,Grapevyne,75,11,NA,NA,NA,NA
83,53,Elastica,Connection,82,16,NA,NA,NA,NA
84,84,Mack 10,Foe Life,85,3,NA,NA,NA,NA
85,85,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind),96,2,NA,NA,NA,NA
86,45,Various Artists,"Freedom (From ""Panther"")",90,12,NA,NA,NA,NA
87,87,Sophie B. Hawkins,As I Lay Me Down,100,6,NA,NA,NA,NA
88,44,IV Xample,I'd Rather Be Alone,84,18,NA,NA,NA,NA
89,NA,Jordan Hill,"Remember Me This Way (From ""Casper"")",NA,NA,NA,NA,NA,NA
90,NA,Del Amitri,Roll To Me,NA,NA,NA,NA,NA,NA
91,21,Boyz II Men,Thank You,89,20,NA,NA,NA,NA
92,NA, Sheryl Crow,Can't Cry Anymore,NA,NA,NA,NA,NA,NA
93,91, Subway,Fire,91,3,NA,NA,NA,NA
94,NA,Max-A-Million,Take Your Time (Do It Right),NA,NA,NA,NA,NA,NA
95,22,Mary J. Blige,I'm Goin' Down,92,14,NA,NA,NA,NA
96,89,SF Spanish Fly,Crimson And Clover,95,5,NA,NA,NA,NA
97,NA,Intonation Featuring Joee,Died In Your Arms,NA,NA,NA,NA,NA,NA
98,39,Rappin' 4-Tay Featuring The Spinners,I'll Be Around,87,16,NA,NA,NA,NA
99,91,Grand Puba,I Like It (I Wanna Be Where You Are) ,98,6,NA,NA,NA,NA
100,94,2Pac,So Many Tears,94,2,NA,NA,NA,NA
