rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,R. Kelly,Bump N' Grind,NA,NA,4,NA,4 WEEKS AT NO. 1,13WEEKS ON CHART
2,1,Ace Of Base,The Sign,2,18,NA,NA,NA,NA
3,3,Prince,The Most Beautiful Girl In The World,6,9,NA,NA,NA,NA
4,3,Mariah Carey,Without You/Never Forget You,3,14,NA,NA,NA,NA
5,4,Crash Test Dummies,Mmm Mmm Mmm Mmm,4,14,NA,NA,NA,NA
6,1,Celine Dion,The Power Of Love,7,23,NA,NA,NA,NA
7,5,All-4-One,So Much In Love,5,18,NA,NA,NA,NA
8,7, Richard Marx,Now And Forever,10,15,NA,NA,NA,NA
9,9,Enigma,Return To Innocence,13,9,NA,NA,NA,NA
10,10,Beck,Loser,11,14,NA,NA,NA,NA
11,11,Big Mountain,"Baby I Love Your Way (From ""Reality Bites"")",12,10,NA,NA,NA,NA
12,12,Madonna,"I'll Remember (From ""With Honors"")",15,5,NA,NA,NA,NA
13,13,Tevin Campbell,I'm Ready ,14,8,NA,NA,NA,NA
14,9,Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")",9,11,NA,NA,NA,NA
15,3,Salt-N-Pepa Featuring En Vogue,Whatta Man,8,15,NA,NA,NA,NA
16,8,Snoop Doggy Dogg,Gin And Juice,16,14,NA,NA,NA,NA
17,17,Toni Braxton,You Mean The World To Me,23,5,NA,NA,NA,NA
18,9,US3,Cantaloop (Flip Fantasia),17,23,NA,NA,NA,NA
19,10,Janet Jackson,Because Of Love,19,14,NA,NA,NA,NA
20,15,Tim McGraw,Indian Outlaw,18,9,NA,NA,NA,NA
21,3,Toni Braxton,Breathe Again,20,29,NA,NA,NA,NA
22,21,Babyface,And Our Feelings,21,9,NA,NA,NA,NA
23,23,Bonnie Raitt ,Love Sneakin' Up On You,24,8,NA,NA,NA,NA
24,24,Masta Ace Incorporated,Born To Roll,25,8,NA,NA,NA,NA
25,25,SWV,"Anything (From ""Above The Rim"")",39,4,NA,NA,NA,NA
26,26,Heavy D & The Boyz,Got Me Waiting,34,6,NA,NA,NA,NA
27,14,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,22,19,NA,NA,NA,NA
28,17,Zhane,Groove Thang,26,16,NA,NA,NA,NA
29,25,Jodeci,Feenin',27,8,NA,NA,NA,NA
30,2,Ace Of Base,All That She Wants,31,33,NA,NA,NA,NA
31,28,12 Gauge,Dunkie Butt (Please Please Please),29,17,NA,NA,NA,NA
32,32, Michael Bolton,Completely,32,7,NA,NA,NA,NA
33,11,"10,000 Maniacs",Because The Night,28,26,NA,NA,NA,NA
34,34,General Public,"I'll Take You There (From ""Threesome"")",44,4,NA,NA,NA,NA
35,7,Bryan Adams,Please Forgive Me,37,28,NA,NA,NA,NA
36,30,Ice Cube,You Know How We Do It,30,12,NA,NA,NA,NA
37,24,Phil Collins,Everyday,35,14,NA,NA,NA,NA
38,13,Meat Loaf,Rock And Roll Dreams Come Through,33,14,NA,NA,NA,NA
39,39,All-4-One,I Swear,72,2,NA,NA,NA,NA
40,38,OutKast,Player's Ball,38,10,NA,NA,NA,NA
41,41,Domino,Sweet Potatoe Pie,68,4,NA,NA,NA,NA
42,42,M.C. Hammer,Pumps And A Bump,49,6,NA,NA,NA,NA
43,25,Gin Blossoms,Found Out About You,40,24,NA,NA,NA,NA
44,44,Juliet Roberts ,I Want You,45,7,NA,NA,NA,NA
45,1,Mariah Carey,Hero,36,28,NA,NA,NA,NA
46,46,Warren G & Nate Dogg,"Regulate (From ""Above The Rim"")",57,2,NA,NA,NA,NA
47,47,Morrissey,"The More You Ignore Me, The Closer I Get",52,7,NA,NA,NA,NA
48,48,Melissa Etheridge,Come To My Window,48,10,NA,NA,NA,NA
49,19,Eternal,Stay,42,16,NA,NA,NA,NA
50,50,The Cranberries,Dreams,51,5,NA,NA,NA,NA
51,51,The Brand New Heavies,Dream On Dreamer,53,7,NA,NA,NA,NA
52,52,Keith Sweat,How Do You Like It?,56,6,NA,NA,NA,NA
53,53,Joshua Kadison,Beautiful In My Eyes,61,3,NA,NA,NA,NA
54,42,The Conscious Daughters,Somethin' To Ride To (Fonky Expedition),47,7,NA,NA,NA,NA
55,43,Lighter Shade Of Brown,"Hey D.J. (From ""Mi Vida Loca"")",46,11,NA,NA,NA,NA
56,NA,Aaliyah,Back & Forth,NA,NA,NA,NA,NA,NA
57,57,Rosco Martinez,Neon Moonlight,62,5,NA,NA,NA,NA
58,58,Sudden Change ,Comin' On Strong,64,8,NA,NA,NA,NA
59,32,CeCe Peniston,I'm In The Mood,58,18,NA,NA,NA,NA
60,60,Wu-Tang Clan,C.R.E.A.M. (Cash Rules Everything Around Me),60,8,NA,NA,NA,NA
61,43,Danzig,Mother,55,12,NA,NA,NA,NA
