rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Lonestar,Amazed,NA,NA,2,NA,2 WEEKS AT NO. 1,32WEEKS ON CHART
2,2,Santana Featuring The Product G&B,Maria Maria,5,5,NA,NA,NA,NA
3,3,Faith Hill,Breathe,3,19,NA,NA,NA,NA
4,1,Savage Garden,I Knew I Loved You,2,21,NA,NA,NA,NA
5,4,Montell Jordan,Get It On Tonite,10,21,NA,NA,NA,NA
6,6,'N Sync,Bye Bye Bye,7,7,NA,NA,NA,NA
7,7,Backstreet Boys,Show Me The Meaning Of Being Lonely,9,11,NA,NA,NA,NA
8,6,Celine Dion,That's The Way It Is,6,18,NA,NA,NA,NA
9,6,Blink-182,All The Small Things,8,15,NA,NA,NA,NA
10,1,Santana Featuring Rob Thomas,Smooth,13,33,NA,NA,NA,NA
11,1,Christina Aguilera,What A Girl Wants,12,16,NA,NA,NA,NA
12,5," Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,11,16,NA,NA,NA,NA
13,1,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,4,14,NA,NA,NA,NA
14,13,Destiny's Child,Say My Name,17,12,NA,NA,NA,NA
15,15,P!nk,There You Go,25,2,NA,NA,NA,NA
16,16,Sonique,It Feels So Good,16,8,NA,NA,NA,NA
17,14,Britney Spears,From The Bottom Of My Broken Heart,14,7,NA,NA,NA,NA
18,5,Blaque,Bring It All To Me,15,21,NA,NA,NA,NA
19,2,Brian McKnight ,Back At One,18,29,NA,NA,NA,NA
20,20,Sisqo,Thong Song,23,7,NA,NA,NA,NA
21,21,Third Eye Blind,Never Let You Go,22,8,NA,NA,NA,NA
22,12,Filter,Take A Picture,19,16,NA,NA,NA,NA
23,3,Marc Anthony,I Need To Know,20,27,NA,NA,NA,NA
24,6,Eiffel 65,Blue (Da Ba Dee),21,14,NA,NA,NA,NA
25,11, Smash Mouth,Then The Morning Comes,24,20,NA,NA,NA,NA
26,26,Vertical Horizon,Everything You Want,31,8,NA,NA,NA,NA
27,27,Joe,I Wanna Know,27,11,NA,NA,NA,NA
28,25,D'Angelo,Untitled (How Does It Feel),28,8,NA,NA,NA,NA
29,29,Madonna,American Pie,29,4,NA,NA,NA,NA
30,30,Sammie,I Like It,33,7,NA,NA,NA,NA
31,30,Dr. Dre Featuring Eminem,Forgot About Dre,30,8,NA,NA,NA,NA
32,29,Sugar Ray,Falls Apart ,32,9,NA,NA,NA,NA
33,15,Jagged Edge,He Can't Love U,26,14,NA,NA,NA,NA
34,34,Hoku,Another Dumb Blonde,49,4,NA,NA,NA,NA
35,35,Aaliyah,I Don't Wanna,35,7,NA,NA,NA,NA
36,36,Macy Gray, I Try,47,4,NA,NA,NA,NA
37,20,Train,Meet Virginia,37,23,NA,NA,NA,NA
38,29,Tim McGraw,My Best Friend,36,16,NA,NA,NA,NA
39,39,Kid Rock,Only God Knows Why,46,4,NA,NA,NA,NA
40,40,Whitney Houston,I Learned From The Best,83,4,NA,NA,NA,NA
41,41,Toby Keith,How Do You Like Me Now?!,43,7,NA,NA,NA,NA
42,36,Mark Wills,Back At One,39,9,NA,NA,NA,NA
43,39,Lonestar,Smile,41,13,NA,NA,NA,NA
44,44,George Strait,The Best Day,44,7,NA,NA,NA,NA
45,34, J-Shin Featuring LaTocha Scott,One Night Stand,38,12,NA,NA,NA,NA
46,34,Eve Featuring Faith Evans,Love Is Blind,42,10,NA,NA,NA,NA
47,27,Dixie Chicks,Cowboy Take Me Away,40,16,NA,NA,NA,NA
48,48,Tracy Lawrence,Lessons Learned,48,7,NA,NA,NA,NA
49,4,Whitney Houston,My Love Is Your Love ,34,28,NA,NA,NA,NA
50,50,Marc Anthony,You Sang To Me,54,3,NA,NA,NA,NA
51,51,Red Hot Chili Peppers,Otherside,52,5,NA,NA,NA,NA
52,52,Martina McBride,Love's The Only House,53,6,NA,NA,NA,NA
53,53,Jo Dee Messina,Because You Love Me,55,7,NA,NA,NA,NA
54,54,Jennifer Lopez Featuring Big Pun & Fat Joe,Feelin' So Good,66,4,NA,NA,NA,NA
55,55,JAY-Z,Anything,58,3,NA,NA,NA,NA
