rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
51,51,Michel'le,Nicety,53,5,NA,NA,NA,NA,michelle-53x53.jpg
52,40,Timmy T.,Time After Time,40,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
53,8,KISS,Forever,29,15,NA,NA,NA,NA,kiss-53x53.jpg
54,54, Louie Louie,Sittin' In The Lap Of Luxury,65,3,NA,NA,NA,NA,louie-louie-a0d-53x53.jpg
55,54,Soul II Soul,Get A Life,54,5,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
56,7,Michel'le,No More Lies,58,26,NA,NA,NA,NA,michelle-53x53.jpg
57,3,Phil Collins,I Wish It Would Rain Down,42,15,NA,NA,NA,NA,phil-collins-53x53.jpg
58,58,Nikki,Notice Me,60,3,NA,NA,NA,NA,nikki-49e-53x53.jpg
59,59,Brent Bourgeois,Dare To Fall In Love,62,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
60,48,Gloria Estefan,Oye Mi Canto (Hear My Voice),48,6,NA,NA,NA,NA,gloria-estefan-53x53.jpg
61,61,Damn Yankees,Coming Of Age,64,4,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
62,55,Peter Murphy,Cuts You Up,55,8,NA,NA,NA,NA,peter-murphy-v99-53x53.jpg
63,31,Quincy Jones,The Secret Garden,57,10,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
64,64,Slaughter,Up All Night,80,3,NA,NA,NA,NA,slaughter-53x53.jpg
65,65,D-Mob With Cathy Dennis,That's The Way Of The World ,69,3,NA,NA,NA,NA,d-mob-k40-53x53.jpg
66,59,Laura Branigan,Moonlight On Water,59,7,NA,NA,NA,NA,laura-branigan-0li-53x53.jpg
67,67,L.A. Guns,The Ballad Of Jayne,70,6,NA,NA,NA,NA,la-guns-3yt-53x53.jpg
68,68,Tyler Collins,Girls Nite Out,81,3,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
69,69,Alannah Myles,Love Is,88,2,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
70,70,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",83,2,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
71,71,Billy Joel,"The Downeaster ""Alexa""",82,2,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
72,72, Michael Penn,This & That,85,3,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
73,73,The Cure,Pictures Of You,75,4,NA,NA,NA,NA,the-cure-53x53.jpg
74,74,Elton John,Club At The End Of The Street,76,3,NA,NA,NA,NA,elton-john-qls-53x53.jpg
75,37,Corey Hart,A Little Love,46,9,NA,NA,NA,NA,corey-hart-6qm-53x53.jpg
76,11,Linda Ronstadt (Featuring Aaron Neville),All My Life,63,14,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
77,66,Bad English,Heaven Is A 4 Letter Word,68,5,NA,NA,NA,NA,bad-english-knp-53x53.jpg
78,78,Young And Restless,"""B"" Girls",84,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
79,69,Hi Tek 3 Featuring Ya Kid K,Spin That Wheel,72,5,NA,NA,NA,NA,hi-tek-kuq-53x53.jpg
80,46,Robert Plant,Hurting Kind (I've Got My Eyes On You),67,8,NA,NA,NA,NA,robert-plant-mbo-53x53.jpg
81,NA,Snap!,The Power,NA,NA,NA,NA,NA,NA,snap-71d-53x53.jpg
82,77,The 4 Of Us,Drag My Bad Name Down,77,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
83,83,Gorky Park,Try To Find Me,87,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
84,NA,George LaMond,Bad Of The Heart,NA,NA,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
85,55,Tesla,The Way It Is,78,10,NA,NA,NA,NA,tesla-rcz-53x53.jpg
86,NA,Andrew Ridgeley,Shake,NA,NA,NA,NA,NA,NA,andrew-ridgeley-ehw-53x53.jpg
87,NA,Tommy Page,When I Dream Of You,NA,NA,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
88,NA,Mellow Man Ace,Mentirosa,NA,NA,NA,NA,NA,NA,mellow-man-ace-p6r-53x53.jpg
89,46,Kaoma,Lambada,91,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
90,76,Beats International,Dub Be Good To Me,79,5,NA,NA,NA,NA,beats-international-jrf-53x53.jpg
91,67,Grayson Hugh & Betty Wright," How 'Bout Us (From ""True Love"")",74,7,NA,NA,NA,NA,grayson-hugh-1wu-53x53.jpg
92,1,Paula Abdul (Duet With The Wild Pair),Opposites Attract,73,22,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
93,89,Alice Cooper,Only My Heart Talkin',89,3,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
94,94,Joey Kid,Counting The Days,95,2,NA,NA,NA,NA,joey-kid-6lp-53x53.jpg
95,NA,The Black Crowes, Jealous Again,NA,NA,NA,NA,NA,NA,the-black-crowes-53x53.jpg
96,NA,Linda Ronstadt (Featuring Aaron Neville),When Something Is Wrong With My Baby,NA,NA,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
97,94,The Smithereens,Blues Before And After,94,2,NA,NA,NA,NA,the-smithereens-eoz-53x53.jpg
98,73,Pajama Party,Hide And Seek,92,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
99,1,Janet Jackson,Escapade,71,17,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
100,20,Cher,Heart Of Stone,66,14,NA,NA,NA,NA,cher-9v4-53x53.jpg
