rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,NA,NA,3,NA,3WEEKS AT NO. 1,3WEEKS ON CHART
2,2,Usher,You Make Me Wanna...,3,10,NA,NA,NA,NA
3,3,LeAnn Rimes,How Do I Live,4,19,NA,NA,NA,NA
4,1,Boyz II Men,4 Seasons Of Loneliness,2,5,NA,NA,NA,NA
5,5,Allure Featuring 112,All Cried Out,7,9,NA,NA,NA,NA
6,1,Mariah Carey,Honey,5,7,NA,NA,NA,NA
7,2,Backstreet Boys,Quit Playing Games (With My Heart),6,18,NA,NA,NA,NA
8,2,Jewel,Foolish Games/You Were Meant For Me,9,48,NA,NA,NA,NA
9,9,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,12,9,NA,NA,NA,NA
10,4,Third Eye Blind,Semi-Charmed Life,8,17,NA,NA,NA,NA
11,11,Chumbawamba,Tubthumping,19,7,NA,NA,NA,NA
12,1,The Notorious B.I.G. Featuring Puff Daddy & Mase, Mo Money Mo Problems,10,13,NA,NA,NA,NA
13,4,Spice Girls,2 Become 1,11,11,NA,NA,NA,NA
14,14,Aaliyah,The One I Gave My Heart To,18,4,NA,NA,NA,NA
15,13, Sarah McLachlan,Building A Mystery,13,8,NA,NA,NA,NA
16,1,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,14,20,NA,NA,NA,NA
17,12,98 Degrees,Invisible Man,15,16,NA,NA,NA,NA
18,11,Sister Hazel,All For You,16,16,NA,NA,NA,NA
19,17,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),17,8,NA,NA,NA,NA
20,20,Total,What About Us,20,9,NA,NA,NA,NA
21,21,Next,Butta Love,21,8,NA,NA,NA,NA
22,22,Fiona Apple,Criminal ,28,4,NA,NA,NA,NA
23,23,Milestone,I Care 'Bout You,23,9,NA,NA,NA,NA
24,24,Mary J. Blige,Everything,24,5,NA,NA,NA,NA
25,25, Shania Twain,Love Gets Me Every Time,31,3,NA,NA,NA,NA
26,7,Shawn Colvin,Sunny Came Home,26,16,NA,NA,NA,NA
27,25,Master P Featuring Pimp C And The Shocker,I Miss My Homies,27,8,NA,NA,NA,NA
28,12,Magoo And Timbaland,Up Jumps Da Boogie,22,15,NA,NA,NA,NA
29,6,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,25,16,NA,NA,NA,NA
30,7,Robyn,Do You Know (What It Takes),29,22,NA,NA,NA,NA
31,31,Bone Thugs-N-Harmony,If I Could Teach The World,42,2,NA,NA,NA,NA
32,7,Dru Hill ,Never Make A Promise,30,12,NA,NA,NA,NA
33,33,En Vogue,"Too Gone, Too Long",41,3,NA,NA,NA,NA
34,16,Duncan Sheik,Barely Breathing,32,48,NA,NA,NA,NA
35,5,The Verve Pipe,The Freshmen,33,36,NA,NA,NA,NA
36,36,Imani Coppola,Legend Of A Cowgirl,45,7,NA,NA,NA,NA
37,37,Mack 10,Backyard Boogie,37,9,NA,NA,NA,NA
38,2,Meredith Brooks,Bitch,36,27,NA,NA,NA,NA
39,39,Peach Union,On My Own,39,6,NA,NA,NA,NA
40,40,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,55,2,NA,NA,NA,NA
41,35,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,35,6,NA,NA,NA,NA
42,2,Mark Morrison,Return Of The Mack,38,35,NA,NA,NA,NA
43,21,Mr. President,Coco Jamboo,34,13,NA,NA,NA,NA
44,34,LeAnn Rimes,You Light Up My Life,40,7,NA,NA,NA,NA
45,31,Various Artists,ESPN Presents The Jock Jam,44,25,NA,NA,NA,NA
46,46,4.0, Have A Little Mercy,46,10,NA,NA,NA,NA
47,47,H-Town,They Like It Slow,60,3,NA,NA,NA,NA
48,48,Nu Flavor,Heaven,54,3,NA,NA,NA,NA
49,49,Los Umbrellos,No Tengo Dinero,50,9,NA,NA,NA,NA
50,8,Changing Faces,G.H.E.T.T.O.U.T.,48,25,NA,NA,NA,NA
51,38,Diana King,I Say A Little Prayer,53,15,NA,NA,NA,NA
52,31,Rome,Do You Like This,47,13,NA,NA,NA,NA
53,9,R. Kelly,Gotham City,51,15,NA,NA,NA,NA
54,54,K-Ci & JoJo,Last Night's Letter,59,4,NA,NA,NA,NA
55,7,Aqua,Barbie Girl,43,8,NA,NA,NA,NA
56,52,Lost Boyz,Me And My Crazy World,52,6,NA,NA,NA,NA
57,57,Duran Duran,Electric Barbarella,61,3,NA,NA,NA,NA
58,12,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",57,17,NA,NA,NA,NA
59,19,SWV (Featuring Puff Daddy),Someone,56,14,NA,NA,NA,NA
60,51,Sam Salter,"After 12, Before 6",58,10,NA,NA,NA,NA
61,61,Martina McBride With Jim Brickman,Valentine,67,4,NA,NA,NA,NA
62,62,Le Click Featuring Kayo,Don't Go,62,5,NA,NA,NA,NA
63,63,Gary Barlow,So Help Me Girl,76,2,NA,NA,NA,NA
64,61,Daft Punk,Around The World,66,9,NA,NA,NA,NA
65,65,Jagged Edge Featuring Da Brat & JD,The Way That You Talk,65,6,NA,NA,NA,NA
66,28,Mary J. Blige,I Can Love You,63,14,NA,NA,NA,NA
67,67,3rd Party,Love Is Alive,71,5,NA,NA,NA,NA
68,53,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",64,11,NA,NA,NA,NA
69,37,Savage Garden,To The Moon And Back,73,14,NA,NA,NA,NA
70,68,Jon B,Don't Say,68,9,NA,NA,NA,NA
71,71,The Kinleys,Please,81,4,NA,NA,NA,NA
72,35,702,"All I Want (From ""GOOD Burger"")",72,11,NA,NA,NA,NA
73,72,Shaggy (Featuring Marsha),Piece Of My Heart,77,9,NA,NA,NA,NA
74,25,"10,000 Maniacs",More Than This,78,16,NA,NA,NA,NA
75,75,Ultra Nate,Free,80,10,NA,NA,NA,NA
