rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Madonna,Music,NA,NA,2,NA,2 WEEKS AT NO. 1,7WEEKS ON CHART
2,1,Janet,Doesn't Really Matter,2,15,NA,NA,NA,NA
3,3,Destiny's Child,"Jumpin', Jumpin'",3,20,NA,NA,NA,NA
4,1,matchbox twenty,Bent,4,22,NA,NA,NA,NA
5,1,Sisqo,Incomplete,5,14,NA,NA,NA,NA
6,6,3 Doors Down,Kryptonite,6,25,NA,NA,NA,NA
7,7,Nelly,(Hot S**t) Country Grammar,7,22,NA,NA,NA,NA
8,4,Joe,I Wanna Know,9,39,NA,NA,NA,NA
9,9,Christina Aguilera,Come On Over Baby (All I Want Is You),11,8,NA,NA,NA,NA
10,5,Ruff Endz,No More,8,13,NA,NA,NA,NA
11,11,Creed,With Arms Wide Open,19,20,NA,NA,NA,NA
12,7,Next,Wifey ,10,18,NA,NA,NA,NA
13,2,Toni Braxton,He Wasn't Man Enough,14,28,NA,NA,NA,NA
14,6,Nine Days,Absolutely (Story Of A Girl),12,21,NA,NA,NA,NA
15,15,P!nk,Most Girls,21,7,NA,NA,NA,NA
16,11,LeAnn Rimes,I Need You,13,18,NA,NA,NA,NA
17,13,BBMak,Back Here,18,22,NA,NA,NA,NA
18,1,'N Sync,It's Gonna Be Me,15,21,NA,NA,NA,NA
19,19,98 Degrees,Give Me Just One Night (Una Noche),26,6,NA,NA,NA,NA
20,20,Lil Bow Wow Featuring Xscape,Bounce With Me,20,6,NA,NA,NA,NA
21,7,Creed,Higher,17,47,NA,NA,NA,NA
22,22,Mystikal,Shake Ya Ass,25,7,NA,NA,NA,NA
23,1,Aaliyah,Try Again,16,28,NA,NA,NA,NA
24,11,Jagged Edge,Let's Get Married,23,21,NA,NA,NA,NA
25,22,Everclear,Wonderful,28,12,NA,NA,NA,NA
26,17,Sting Featuring Cheb Mami,Desert Rose,24,20,NA,NA,NA,NA
27,22,SoulDecision Featuring Thrust,Faded,22,12,NA,NA,NA,NA
28,25,Jo Dee Messina,That's The Way,30,14,NA,NA,NA,NA
29,1,Vertical Horizon,Everything You Want,27,36,NA,NA,NA,NA
30,23,Britney Spears,Lucky,29,7,NA,NA,NA,NA
31,31,Mya,Case Of The Ex (Whatcha Gonna Do),42,6,NA,NA,NA,NA
32,32,Profyle,Liar,52,2,NA,NA,NA,NA
33,33,Kandi,Don't Think I'm Not,36,8,NA,NA,NA,NA
34,32,Toni Braxton,Just Be A Man About It,34,9,NA,NA,NA,NA
35,35,Aaron Carter, Aaron's Party (Come Get It),35,5,NA,NA,NA,NA
36,36,Bon Jovi,It's My Life,45,7,NA,NA,NA,NA
37,37,Vertical Horizon,You're A God,41,5,NA,NA,NA,NA
38,2,Faith Hill,Breathe,31,47,NA,NA,NA,NA
39,26,Son By Four,Purest Of Pain (A Puro Dolor),32,25,NA,NA,NA,NA
40,2,Marc Anthony,You Sang To Me,33,31,NA,NA,NA,NA
41,7, P!nk,There You Go,39,30,NA,NA,NA,NA
42,41,Erykah Badu,Bag Lady,48,6,NA,NA,NA,NA
43,30,Lonestar,What About Now,37,16,NA,NA,NA,NA
44,43,SHeDAISY,I Will...But,43,11,NA,NA,NA,NA
45,21,Lil' Zane Featuring 112,Callin' Me,46,9,NA,NA,NA,NA
46,35,Faith Hill,The Way You Love Me,NA,21,NA,NA,NA,NA
47,37,Alan Jackson,It Must Be Love,40,14,NA,NA,NA,NA
48,48,Debelah Morgan,Dance With Me,50,9,NA,NA,NA,NA
49,49,DMX Featuring Sisqo,What You Want,55,13,NA,NA,NA,NA
50,23,Dr. Dre Featuring Snoop Dogg,The Next Episode,47,18,NA,NA,NA,NA
51,44,Common,The Light,49,8,NA,NA,NA,NA
52,52,Aaron Tippin,Kiss This,53,5,NA,NA,NA,NA
53,53,George Strait,Go On,56,5,NA,NA,NA,NA
