rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,I'll Make Love To You,NA,NA,10,NA,10WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Sheryl Crow,All I Wanna Do,2,13,NA,NA,NA,NA
3,2,Luther Vandross & Mariah Carey,Endless Love,3,8,NA,NA,NA,NA
4,4,Madonna,Secret,4,4,NA,NA,NA,NA
5,5, Real McCoy,Another Night,7,10,NA,NA,NA,NA
6,4,Babyface,When Can I See You,5,20,NA,NA,NA,NA
7,5,Immature,Never Lie,8,14,NA,NA,NA,NA
8,6,Aaliyah,At Your Best (You Are Love),6,9,NA,NA,NA,NA
9,9,Bon Jovi,Always,13,5,NA,NA,NA,NA
10,10,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",17,7,NA,NA,NA,NA
11,11,Brandy,I Wanna Be Down,11,5,NA,NA,NA,NA
12,11,Crystal Waters,100% Pure Love,12,23,NA,NA,NA,NA
13,3,Changing Faces,Stroke You Up,9,14,NA,NA,NA,NA
14,3,John Mellencamp With Me'Shell Ndegeocello,Wild Night,10,23,NA,NA,NA,NA
15,14,The 4 Seasons,"December 1963 (Oh, What A Night)",16,12,NA,NA,NA,NA
16,16,Melissa Etheridge,I'm The Only One,18,13,NA,NA,NA,NA
17,13,69 Boyz,Tootsee Roll,15,17,NA,NA,NA,NA
18,18,Gloria Estefan ,"Turn The Beat Around (From ""The Specialist"")",21,6,NA,NA,NA,NA
19,16,Craig Mack,Flava In Ya Ear,19,12,NA,NA,NA,NA
20,20,Janet Jackson,You Want This/70's Love Groove,60,2,NA,NA,NA,NA
21,18,Elton John,"Circle Of Life (From ""The Lion King"")",20,10,NA,NA,NA,NA
22,22,Pretenders,I'll Stand By You,29,12,NA,NA,NA,NA
23,1,Lisa Loeb & Nine Stories,"Stay (I Missed You) (From ""Reality Bites"")",14,26,NA,NA,NA,NA
24,23,Bone Thugs-N-Harmony, Thuggish Ruggish Bone,23,7,NA,NA,NA,NA
25,25,R.E.M.,"What's The Frequency, Kenneth?",27,6,NA,NA,NA,NA
26,18,Candlebox,Far Behind,24,10,NA,NA,NA,NA
27,4,Ace Of Base,Don't Turn Around,22,26,NA,NA,NA,NA
28,18,Amy Grant,Lucky One,26,12,NA,NA,NA,NA
29,29,The Notorious B.I.G.,Juicy/Unbelievable,30,10,NA,NA,NA,NA
30,3,Coolio,Fantastic Voyage,32,22,NA,NA,NA,NA
31,23,Ice Cube Featuring George Clinton,Bop Gun (One Nation),31,14,NA,NA,NA,NA
32,11,Collective Soul,Shine,28,26,NA,NA,NA,NA
33,9,Warren G,This D.J.,25,15,NA,NA,NA,NA
34,4,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")",34,24,NA,NA,NA,NA
35,10,Jon Secada,If You Go,33,26,NA,NA,NA,NA
36,36,Lucas,Lucas With The Lid Off,38,5,NA,NA,NA,NA
37,25,Melissa Etheridge,Come To My Window,36,36,NA,NA,NA,NA
38,38,Ace Of Base,Living In Danger,53,2,NA,NA,NA,NA
39,39,Salt-N-Pepa,None Of Your Business,39,15,NA,NA,NA,NA
40,36,Anita Baker,Body & Soul,37,9,NA,NA,NA,NA
41,1, All-4-One,I Swear,35,28,NA,NA,NA,NA
42,42,Rappin' 4-Tay,Playaz Club,48,6,NA,NA,NA,NA
43,43,B.M.U. (Black Men United),"U Will Know (From ""Jason's Lyric"")",43,4,NA,NA,NA,NA
44,44,Barry White,Practice What You Preach,52,4,NA,NA,NA,NA
45,41,Nine Inch Nails,Closer,42,21,NA,NA,NA,NA
46,46,Toni Braxton,I Belong To You/How Many Ways,46,5,NA,NA,NA,NA
47,7,Toni Braxton,You Mean The World To Me,40,31,NA,NA,NA,NA
48,48,Deadeye Dick,"New Age Girl (From ""Dumb And Dumber"")",49,10,NA,NA,NA,NA
49,49,Da Brat,Fa All Y'all,63,3,NA,NA,NA,NA
50,50,Toad The Wet Sprocket,Something's Always Wrong,54,5,NA,NA,NA,NA
51,40,C+C Music Factory,Do You Wanna Get Funky,44,14,NA,NA,NA,NA
52,52,4PM,Sukiyaki,59,7,NA,NA,NA,NA
53,53,Des'ree,You Gotta Be,58,9,NA,NA,NA,NA
54,41,Wet Wet Wet,Love Is All Around,51,17,NA,NA,NA,NA
55,53,Mazzy Star,Fade Into You,55,9,NA,NA,NA,NA
56,43,Terror Fabulous Featuring Nadine Sutherland,Action,57,15,NA,NA,NA,NA
57,57,Weezer,Undone - The Sweater Song,62,5,NA,NA,NA,NA
58,31,Prince,Letitgo,41,11,NA,NA,NA,NA
59,54,Huey Lewis & The News,But It's Alright,56,10,NA,NA,NA,NA
60,28,Gerald Levert,I'd Give Anything,47,13,NA,NA,NA,NA
61,NA,Eagles,Get Over It,NA,NA,NA,NA,NA,NA
62,62,Usher,Can U Get Wit It,66,9,NA,NA,NA,NA
63,63,Ill Al Skratch Featuring Brian McKnight,I'll Take Her,67,6,NA,NA,NA,NA
64,64,20 Fingers Featuring Gillette,Short Dick Man,64,8,NA,NA,NA,NA
65,40,Heavy D & The Boyz,Nuttin' But Love,61,18,NA,NA,NA,NA
66,66,Keith Murray,The Most Beautifullest Thing In This World,93,2,NA,NA,NA,NA
67,67,Fu-Schnickens ,Breakdown,79,2,NA,NA,NA,NA
68,68,BLACKstreet,Before I Let You Go,94,2,NA,NA,NA,NA
69,68,Da Youngsta's,Hip Hop Ride,68,6,NA,NA,NA,NA
70,70,Keith Sweat (Featuring Kut Klose) ,Get Up On It,78,3,NA,NA,NA,NA
71,71,Hootie & The Blowfish,Hold My Hand,77,4,NA,NA,NA,NA
72,72,Jade,5-4-3-2 (Yo! Time Is Up),73,6,NA,NA,NA,NA
73,56,Sophie B. Hawkins,Right Beside You,65,11,NA,NA,NA,NA
74,55,Patra Featuring Yo-Yo,Romantic Call,72,12,NA,NA,NA,NA
75,75,The Rolling Stones,Out Of Tears,75,3,NA,NA,NA,NA
76,65, Jon Secada,Whipped,69,7,NA,NA,NA,NA
77,20,Richard Marx,The Way She Loves Me,71,16,NA,NA,NA,NA
78,78,"Harry Connick, Jr.",(I Could Only) Whisper Your Name,84,2,NA,NA,NA,NA
79,20,Tevin Campbell ,Always In My Heart,70,19,NA,NA,NA,NA
80,80,Digable Planets,9th Wonder (Slicker This Year),83,3,NA,NA,NA,NA
81,NA,Sting,When We Dance,NA,NA,NA,NA,NA,NA
82,82,Sarah McLachlan,Good Enough,85,4,NA,NA,NA,NA
83,51,The Tokens,The Lion Sleeps Tonight (Wimoweh),81,11,NA,NA,NA,NA
84,34,BLACKstreet,Booti Call,82,19,NA,NA,NA,NA
85,85,Tracy Byrd,Watermelon Crawl,87,2,NA,NA,NA,NA
86,58, DJ Miko,What's Up,74,20,NA,NA,NA,NA
87,69,Mad Lion,Take It Easy,76,14,NA,NA,NA,NA
88,88,For Real,You Don't Know Nothin',91,3,NA,NA,NA,NA
89,NA,John Mellencamp,Dance Naked,NA,NA,NA,NA,NA,NA
90,84,Joe Diffie,Third Rock From The Sun,86,8,NA,NA,NA,NA
91,78,Karyn White,Hungah,80,6,NA,NA,NA,NA
92,NA,Lords Of The Underground,Tic Toc,NA,NA,NA,NA,NA,NA
93,NA,Mary Chapin Carpenter,Shut Up And Kiss Me,NA,NA,NA,NA,NA,NA
94,NA,Brand Nubian,Word Is Bond,NA,NA,NA,NA,NA,NA
95,90,Tanya Blount,Through The Rain,95,4,NA,NA,NA,NA
96,94,Liz Phair,Supernova,97,3,NA,NA,NA,NA
97,29,Steve Perry,You Better Wait,89,16,NA,NA,NA,NA
98,83,Love Spit Love,Am I Wrong,92,8,NA,NA,NA,NA
99,76,Whitehead Bros.,Your Love Is A...,88,10,NA,NA,NA,NA
100,98,Youssou N'Dour & Neneh Cherry,7 Seconds,100,4,NA,NA,NA,NA
