rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Santana Featuring Rob Thomas,Smooth,NA,NA,10,NA,10 WEEKS AT NO. 1,22WEEKS ON CHART
2,2,Brian McKnight,Back At One,2,18,NA,NA,NA,NA
3,3,Jessica Simpson,I Wanna Love You Forever,3,11,NA,NA,NA,NA
4,4,Savage Garden,I Knew I Loved You,4,10,NA,NA,NA,NA
5,5, Whitney Houston,My Love Is Your Love,5,17,NA,NA,NA,NA
6,3,Marc Anthony,I Need To Know,6,16,NA,NA,NA,NA
7,7,"Missy ""Misdemeanor"" Elliott Featuring NAS, EVE & Q-Tip",Hot Boyz,9,5,NA,NA,NA,NA
8,7,Donell Jones,U Know What's Up,7,14,NA,NA,NA,NA
9,9,Blaque,Bring It All To Me,11,10,NA,NA,NA,NA
10,10,Kevon Edmonds,24/7,10,8,NA,NA,NA,NA
11,10,LFO,Girl On TV,14,6,NA,NA,NA,NA
12,8,Jennifer Lopez,Waiting For Tonight,8,11,NA,NA,NA,NA
13,13, Christina Aguilera,What A Girl Wants,18,5,NA,NA,NA,NA
14,14,Smash Mouth,Then The Morning Comes,16,9,NA,NA,NA,NA
15,9,Len,Steal My Sunshine,12,20,NA,NA,NA,NA
16,16,Eiffel 65,Blue (Da Ba Dee) ,29,3,NA,NA,NA,NA
17,17,Jagged Edge,He Can't Love U,32,3,NA,NA,NA,NA
18,3,Lou Bega,Mambo No. 5 (A Little Bit Of...),13,18,NA,NA,NA,NA
19,4,702,Where My Girls At?,17,35,NA,NA,NA,NA
20,1,TLC,Unpretty,15,27,NA,NA,NA,NA
21,21,Train,Meet Virginia,22,12,NA,NA,NA,NA
22,22,Foo Fighters,Learn To Fly,25,11,NA,NA,NA,NA
23,21,Sole Featuring JT Money & Kandi,"4, 5, 6",21,9,NA,NA,NA,NA
24,24,Montell Jordan ,Get It On Tonite,38,10,NA,NA,NA,NA
25,19,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,24,25,NA,NA,NA,NA
26,26,LeAnn Rimes,Big Deal,26,11,NA,NA,NA,NA
27,13,Ideal,Get Gone,20,19,NA,NA,NA,NA
28,28,Faith Hill ,Breathe,28,8,NA,NA,NA,NA
29,29,Guy,Dancin',46,2,NA,NA,NA,NA
30,30,Celine Dion,That's The Way It Is,34,7,NA,NA,NA,NA
31,30,Brad Paisley,He Didn't Have To Be,30,10,NA,NA,NA,NA
32,2,Puff Daddy Featuring R. Kelly,Satisfy You,19,14,NA,NA,NA,NA
33,33,Ol' Dirty Bastard Featuring Kelis ,Got Your Money,37,10,NA,NA,NA,NA
34,7,Sugar Ray,Someday,23,26,NA,NA,NA,NA
35,35,Counting Crows,Hanginaround,35,8,NA,NA,NA,NA
36,31,IMx,Stay The Night,40,12,NA,NA,NA,NA
37,16,Goo Goo Dolls,Black Balloon,33,25,NA,NA,NA,NA
38,38,Filter,Take A Picture,52,5,NA,NA,NA,NA
39,39,Ricky Martin,Shake Your Bon-Bon,39,6,NA,NA,NA,NA
40,30, Mint Condition,If You Love Me,42,8,NA,NA,NA,NA
41,31,Clint Black,When I Said I Do,31,11,NA,NA,NA,NA
42,42,Ice Cube Featuring Mack 10 & Ms. Toi,You Can Do It,50,4,NA,NA,NA,NA
43,27,Marc Nelson,15 Minutes,27,13,NA,NA,NA,NA
44,44,M2M,Don't Say You Love Me,54,6,NA,NA,NA,NA
45,24,Lonestar,Amazed,NA,21,NA,NA,NA,NA
46,46,Reba,What Do You Say,51,9,NA,NA,NA,NA
47,47,Christina Aguilera,The Christmas Song (Chestnuts Roasting On An Open Fire),97,2,NA,NA,NA,NA
48,48,Sisqo Featuring Make It Hot,Got To Get It,48,6,NA,NA,NA,NA
49,14, Tal Bachman,She's So High,44,28,NA,NA,NA,NA
50,50,Mariah Carey Featuring Joe & 98 Degrees,Thank God I Found You,68,3,NA,NA,NA,NA
51,1,Mariah Carey Featuring Jay-Z,Heartbreaker,41,17,NA,NA,NA,NA
52,52,Dixie Chicks,Cowboy Take Me Away,61,5,NA,NA,NA,NA
53,10,Britney Spears,(You Drive Me) Crazy,36,15,NA,NA,NA,NA
54,54,Tim McGraw,My Best Friend,64,5,NA,NA,NA,NA
55,55,Alan Jackson,Pop A Top,57,7,NA,NA,NA,NA
56,56,Robbie Williams,Angels,62,6,NA,NA,NA,NA
57,55,Yankee Grey ,All Things Considered,55,15,NA,NA,NA,NA
58,25,Will Smith Featuring K-Ci,Will 2K,43,9,NA,NA,NA,NA
59,59,Blink-182,All The Small Things,69,4,NA,NA,NA,NA
60,24,Martina McBride,I Love You,49,18,NA,NA,NA,NA
61,52,Creed,Higher ,60,16,NA,NA,NA,NA
