rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Ricky Martin,Livin' La Vida Loca,NA,NA,5,NA,5WEEKS AT NO. 1,8WEEKS ON CHART
2,2,Jennifer Lopez,If You Had My Love,8,4,NA,NA,NA,NA
3,1,TLC,No Scrubs,2,16,NA,NA,NA,NA
4,4,Maxwell,Fortunate,4,9,NA,NA,NA,NA
5,2,Sixpence None The Richer,Kiss Me,3,18,NA,NA,NA,NA
6,5,702,Where My Girls At?,5,6,NA,NA,NA,NA
7,5,JT Money Featuring Sole,Who Dat,7,7,NA,NA,NA,NA
8,8,Shania Twain,That Don't Impress Me Much,13,18,NA,NA,NA,NA
9,3,Sugar Ray,Every Morning,6,22,NA,NA,NA,NA
10,10,Blaque,808,10,8,NA,NA,NA,NA
11,11,Chante Moore,Chante's Got A Man,12,4,NA,NA,NA,NA
12,10,Jordan Knight,Give It To You,15,10,NA,NA,NA,NA
13,13, Backstreet Boys,I Want It That Way,17,7,NA,NA,NA,NA
14,1,Cher,Believe,9,25,NA,NA,NA,NA
15,2,Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel,11,24,NA,NA,NA,NA
16,16,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,23,3,NA,NA,NA,NA
17,15,112 Featuring Lil'z,Anywhere,20,12,NA,NA,NA,NA
18,10,Tim McGraw,Please Remember Me,18,10,NA,NA,NA,NA
19,13,Everlast,What It's Like,16,25,NA,NA,NA,NA
20,8, Goo Goo Dolls,Slide,19,27,NA,NA,NA,NA
21,12,Tyrese,Sweet Lady,22,20,NA,NA,NA,NA
22,22,Brandy,Almost Doesn't Count,25,7,NA,NA,NA,NA
23,20,98 Degrees,The Hardest Thing,21,11,NA,NA,NA,NA
24,3,Busta Rhymes Featuring Janet,What's It Gonna Be?!,14,13,NA,NA,NA,NA
25,12,Lenny Kravitz,Fly Away,24,27,NA,NA,NA,NA
26,13,Silk,If You (Lovin' Me),27,13,NA,NA,NA,NA
27,27,Smash Mouth,All Star,48,3,NA,NA,NA,NA
28,1,Monica,Angel Of Mine,26,27,NA,NA,NA,NA
29,29,George Strait,Write This Down,30,7,NA,NA,NA,NA
30,30,Steve Wariner,Two Teardrops,33,10,NA,NA,NA,NA
31,28,Andy Griggs,You Won't Ever Be Lonely,28,11,NA,NA,NA,NA
32,32,Whitney Houston,It's Not Right But It's Okay,50,5,NA,NA,NA,NA
33,24,matchbox 20,Back 2 Good,29,24,NA,NA,NA,NA
34,34,Shania Twain,Man! I Feel Like A Woman!,36,8,NA,NA,NA,NA
35,5,Backstreet Boys,All I Have To Give,34,19,NA,NA,NA,NA
36,4,Sarah McLachlan,Angel,32,27,NA,NA,NA,NA
37,37,Collin Raye,Anyone Else,38,13,NA,NA,NA,NA
38,1, Britney Spears,...Baby One More Time,31,29,NA,NA,NA,NA
39,39,Dave Hollister,My Favorite Girl,40,9,NA,NA,NA,NA
40,40,Ja Rule,Holla Holla,45,10,NA,NA,NA,NA
41,10,Jesse Powell,You,42,16,NA,NA,NA,NA
42,36,Fatboy Slim,Praise You,39,13,NA,NA,NA,NA
43,19,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,35,36,NA,NA,NA,NA
44,44,Martina McBride ,Whatever You Say,52,6,NA,NA,NA,NA
45,45,Lila McCann,With You,51,10,NA,NA,NA,NA
46,21,Lauryn Hill,Ex-Factor,37,22,NA,NA,NA,NA
47,5,Eagle-Eye Cherry,Save Tonight,41,27,NA,NA,NA,NA
48,48,Britney Spears,Sometimes,57,3,NA,NA,NA,NA
49,49,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On You,70,2,NA,NA,NA,NA
50,34,Mark Wills,Wish You Were Here ,44,14,NA,NA,NA,NA
51,26,Vengaboys,We Like To Party!,43,17,NA,NA,NA,NA
52,27,Kenny Chesney,How Forever Feels,46,18,NA,NA,NA,NA
53,53, Sarah McLachlan,I Will Remember You (Live),66,23,NA,NA,NA,NA
54,54,R. Kelly,Did You Ever Think,71,2,NA,NA,NA,NA
55,42,Total,Sitting Home,49,9,NA,NA,NA,NA
56,49,Sheryl Crow,Anything But Down ,53,9,NA,NA,NA,NA
57,57,Cher,Strong Enough,75,3,NA,NA,NA,NA
58,58,K-Ci & JoJo,Tell Me It's Real,86,2,NA,NA,NA,NA
59,59, Dixie Chicks,Tonight The Heartache's On Me,59,4,NA,NA,NA,NA
