rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,"End Of The Road (From ""Boomerang"")",NA,NA,4,NA,4WEEKS AT NO. 1,8WEEKS ON CHART
2,2,TLC,Baby-Baby-Baby,2,14,NA,NA,NA,NA
3,3,Guns N' Roses,November Rain,3,11,NA,NA,NA,NA
4,4,Bobby Brown,Humpin' Around,6,5,NA,NA,NA,NA
5,1,Madonna,This Used To Be My Playground,4,10,NA,NA,NA,NA
6,6,Technotronic Featuring Ya Kid K,Move This,11,13,NA,NA,NA,NA
7,7,Shakespear's Sister,Stay,9,10,NA,NA,NA,NA
8,1,Sir Mix-A-Lot,Baby Got Back,5,22,NA,NA,NA,NA
9,7,En Vogue,Giving Him Something He Can Feel,7,14,NA,NA,NA,NA
10,5,Jon Secada,Just Another Day,8,21,NA,NA,NA,NA
11,11,House Of Pain,Jump Around,15,11,NA,NA,NA,NA
12,6,Tom Cochrane,Life Is A Highway,10,17,NA,NA,NA,NA
13,12,Elton John ,The One,14,11,NA,NA,NA,NA
14,14,Patty Smyth With Don Henley,Sometimes Love Just Ain't Enough,18,4,NA,NA,NA,NA
15,11,Jodeci,Come & Talk To Me,13,23,NA,NA,NA,NA
16,4, Billy Ray Cyrus,Achy Breaky Heart,12,18,NA,NA,NA,NA
17,17,Toad The Wet Sprocket,All I Want,17,11,NA,NA,NA,NA
18,18,Hi-Five,She's Playing Hard To Get,19,6,NA,NA,NA,NA
19,19,K.W.S.,Please Don't Go,23,12,NA,NA,NA,NA
20,20,Bryan Adams,Do I Have To Say The Words?,26,6,NA,NA,NA,NA
21,15,CeCe Peniston,Keep On Walkin',16,16,NA,NA,NA,NA
22,10,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,The Best Things In Life Are Free,21,15,NA,NA,NA,NA
23,13,Kris Kross,Warm It Up,20,14,NA,NA,NA,NA
24,24,Genesis,Jesus He Knows Me,29,6,NA,NA,NA,NA
25,25,Arrested Development,People Everyday,36,4,NA,NA,NA,NA
26,26,Jade,"I Wanna Love You (From ""Class Act"")",34,9,NA,NA,NA,NA
27,20, Richard Marx,Take This Heart,22,13,NA,NA,NA,NA
28,28,N2Deep,Back To The Hotel,35,9,NA,NA,NA,NA
29,26,Michael Jackson,Jam,28,9,NA,NA,NA,NA
30,18,The Cure ,Friday I'm In Love,24,13,NA,NA,NA,NA
31,2,Red Hot Chili Peppers,Under The Bridge,30,23,NA,NA,NA,NA
32,9,The Cover Girls,Wishing On A Star,27,15,NA,NA,NA,NA
33,33,Babyface (Featuring Toni Braxton),"Give U My Heart (From ""Boomerang"")",33,7,NA,NA,NA,NA
34,10,George Michael,Too Funky,25,13,NA,NA,NA,NA
35,35,Def Leppard,Have You Ever Needed Someone So Bad,55,3,NA,NA,NA,NA
36,36,U2,Even Better Than The Real Thing,37,9,NA,NA,NA,NA
37,37,Firehouse ,When I Look Into Your Eyes,43,4,NA,NA,NA,NA
38,38,Peter Cetera,Restless Heart,38,9,NA,NA,NA,NA
39,4,Celine Dion,If You Asked Me To,31,20,NA,NA,NA,NA
40,29,Mary J. Blige ,"You Remind Me (From ""Strictly Business"")",32,12,NA,NA,NA,NA
41,2,En Vogue,My Lovin' (You're Never Gonna Get It),39,25,NA,NA,NA,NA
42,42,EPMD,Crossover,44,7,NA,NA,NA,NA
43,43,Wilson Phillips,Give It Up,47,5,NA,NA,NA,NA
44,37,Rozalla,Everybody's Free (To Feel Good),41,11,NA,NA,NA,NA
45,45,Celine Dion,Nothing Broken But My Heart,50,6,NA,NA,NA,NA
46,46,INXS,Not Enough Time,57,3,NA,NA,NA,NA
47,25,Das EFX,They Want EFX,42,18,NA,NA,NA,NA
48,5,Sophie B. Hawkins,Damn I Wish I Was Your Lover,45,21,NA,NA,NA,NA
49,6,Arrested Development,Tennessee,46,22,NA,NA,NA,NA
50,50,Brooks & Dunn,Boot Scootin' Boogie,54,7,NA,NA,NA,NA
51,51,Charles & Eddie,Would I Lie To You?,72,3,NA,NA,NA,NA
52,1,Mariah Carey,I'll Be There,40,15,NA,NA,NA,NA
53,53,The Movement,Jump!,53,5,NA,NA,NA,NA
54,54,The Soup Dragons,Divine Thing,60,5,NA,NA,NA,NA
55,55,Del Amitri,Always The Last To Know,70,4,NA,NA,NA,NA
56,12,Genesis,Hold On My Heart,51,19,NA,NA,NA,NA
57,48,A.L.T. And The Lost Civilization,Tequila,48,9,NA,NA,NA,NA
58,58,R. Kelly & Public Announcement, Slow Dance (Hey Mr. DJ),63,3,NA,NA,NA,NA
59,49,2 Unlimited,Twilight Zone,52,13,NA,NA,NA,NA
60,60,After 7,Kickin' It,65,4,NA,NA,NA,NA
61,40,Shabba Ranks,"Mr. Loverman (From ""Deep Cover"")",49,13,NA,NA,NA,NA
