rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,NA,NA,5,NA,5WEEKS AT NO. 1,5WEEKS ON CHART
2,2,Meredith Brooks,Bitch,3,12,NA,NA,NA,NA
3,1,Hanson,MMMBop,2,11,NA,NA,NA,NA
4,2, Mark Morrison,Return Of The Mack,4,20,NA,NA,NA,NA
5,4,Bone Thugs-N-Harmony,"Look Into My Eyes (From ""Batman & Robin"")",5,4,NA,NA,NA,NA
6,6,Rome,I Belong To You (Every Time I See Your Face),7,18,NA,NA,NA,NA
7,3,Spice Girls,Say You'll Be There,6,8,NA,NA,NA,NA
8,NA,Shawn Colvin ,Sunny Came Home,NA,NA,NA,NA,NA,NA
9,9,Robyn,Do You Know (What It Takes),12,7,NA,NA,NA,NA
10,10,Backstreet Boys,Quit Playing Games (With My Heart),13,3,NA,NA,NA,NA
11,8,Changing Faces,G.H.E.T.T.O.U.T.,9,10,NA,NA,NA,NA
12,8,Tim McGraw With Faith Hill,It's Your Love,8,9,NA,NA,NA,NA
13,13,Third Eye Blind,Semi-Charmed Life,17,2,NA,NA,NA,NA
14,5,The Verve Pipe,The Freshmen,10,21,NA,NA,NA,NA
15,2, Jewel,Foolish Games/You Were Meant For Me,11,33,NA,NA,NA,NA
16,16,Scarface Featuring 2Pac & Johnny P,Smile,16,4,NA,NA,NA,NA
17,8,Az Yet Featuring Peter Cetera,Hard To Say I'm Sorry,14,21,NA,NA,NA,NA
18,4,Monica,"For You I Will (From ""Space Jam"")",15,18,NA,NA,NA,NA
19,4, Savage Garden,I Want You,18,20,NA,NA,NA,NA
20,13,112,Cupid,19,20,NA,NA,NA,NA
21,16,Duncan Sheik,Barely Breathing,25,33,NA,NA,NA,NA
22,8,Paula Cole,Where Have All The Cowboys Gone?,21,14,NA,NA,NA,NA
23,15,Freak Nasty,Da' Dip,24,28,NA,NA,NA,NA
24,24,Michael Bolton,"Go The Distance (From ""Hercules"")",27,6,NA,NA,NA,NA
25,1, Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,20,25,NA,NA,NA,NA
26,NA,Sister Hazel,All For You,NA,NA,NA,NA,NA,NA
27,27,LeAnn Rimes,How Do I Live,28,4,NA,NA,NA,NA
28,1,The Notorious B.I.G.,Hypnotize,23,12,NA,NA,NA,NA
29,22,Raybon Bros.,Butterfly Kisses,22,5,NA,NA,NA,NA
30,26,K-Ci & JoJo,You Bring Me Up,26,5,NA,NA,NA,NA
31,31,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",50,2,NA,NA,NA,NA
32,28,Bee Gees,Alone,30,6,NA,NA,NA,NA
33,NA,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,NA,NA,NA,NA,NA,NA
34,23,White Town,Your Woman,33,16,NA,NA,NA,NA
35,2,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",36,31,NA,NA,NA,NA
36,19,Toni Braxton,I Love Me Some Him/I Don't Want To,31,16,NA,NA,NA,NA
37,37,Warren G Featuring Ronald Isley,Smokin' Me Out,37,4,NA,NA,NA,NA
38,21,Joe,"Don't Wanna Be A Player (From ""Booty Call"")",29,11,NA,NA,NA,NA
39,39,Blessid Union Of Souls,I Wanna Be There,40,10,NA,NA,NA,NA
40,40,Trisha Yearwood ,"How Do I Live (From ""Con Air"")",43,4,NA,NA,NA,NA
41,32,Various Artists,ESPN Presents The Jock Jam,32,10,NA,NA,NA,NA
42,22,Tony Toni Tone,Thinking Of You,34,10,NA,NA,NA,NA
43,35,Le Click,Call Me,35,19,NA,NA,NA,NA
44,43,3rd Party,Can U Feel It,45,11,NA,NA,NA,NA
45,45,Wyclef Jean Featuring Refugee Allstars,We Trying To Stay Alive,46,5,NA,NA,NA,NA
46,46, Gina G,Gimme Some Love,47,5,NA,NA,NA,NA
47,1,Toni Braxton,Un-Break My Heart,38,38,NA,NA,NA,NA
48,6,Babyface,Every Time I Close My Eyes,39,24,NA,NA,NA,NA
49,39,Brownstone,5 Miles To Empty,41,9,NA,NA,NA,NA
50,38,Depeche Mode,It's No Good,49,9,NA,NA,NA,NA
51,11,Sheryl Crow,Everyday Is A Winding Road,52,16,NA,NA,NA,NA
52,27,Real McCoy,One More Time,53,16,NA,NA,NA,NA
53,53,Christion,Full Of Smoke,54,12,NA,NA,NA,NA
54,54,DJ Company,Rhythm Of Love,59,5,NA,NA,NA,NA
55,55,Sneaker Pimps,6 Underground,56,11,NA,NA,NA,NA
56,10,B-Rock & The Bizz,My Baby Daddy,48,13,NA,NA,NA,NA
57,NA,"10,000 Maniacs",More Than This,NA,NA,NA,NA,NA,NA
58,51,DJ Taz Featuring Raheem The Dream,That's Right,51,15,NA,NA,NA,NA
59,59,No Mercy,When I Die,70,6,NA,NA,NA,NA
60,44,Billy Lawrence Featuring MC Lyte,Come On,55,14,NA,NA,NA,NA
61,61,New Edition,One More Day,62,6,NA,NA,NA,NA
62,62,Nu Flavor Featuring Roger,Sweet Sexy Thing,63,13,NA,NA,NA,NA
63,55,Jocelyn Enriquez,A Little Bit Of Ecstasy,60,15,NA,NA,NA,NA
64,42,Richard Marx,Until I Find You Again,57,13,NA,NA,NA,NA
65,4,Celine Dion,All By Myself,64,16,NA,NA,NA,NA
66,66,Veronica (Featuring Craig Mack),"No One But You (From ""Baps"")",74,7,NA,NA,NA,NA
67,67,Deborah Cox,Things Just Ain't The Same,79,2,NA,NA,NA,NA
68,68,CRU Featuring Slick Rick,Just Another Case,73,2,NA,NA,NA,NA
69,65,Tori Amos,Silent All These Years,71,17,NA,NA,NA,NA
70,33,Kenny Lattimore,For You,58,16,NA,NA,NA,NA
71,68,Keith Sweat (Featuring Ronald Isley),Come With Me,72,5,NA,NA,NA,NA
72,72,Collective Soul,Listen,75,3,NA,NA,NA,NA
73,26,U2,Staring At The Sun,61,12,NA,NA,NA,NA
74,74,Laurnea,Can't Let Go,78,3,NA,NA,NA,NA
75,60,"Master P Featuring Steady Mobb'n, Mia X, Mo B. Dick & O'Dell","If I Could Change (From ""I'm Bout It"")",68,9,NA,NA,NA,NA
76,64,Paul McCartney,"The World Tonight (From ""Fathers' Day"")",77,8,NA,NA,NA,NA
77,NA,98 Degrees,Invisible Man ,NA,NA,NA,NA,NA,NA
78,20,Warren G, I Shot The Sheriff,69,17,NA,NA,NA,NA
79,79,Suga Free,If U Stay Ready,80,8,NA,NA,NA,NA
80,80,Whitney Houston,"My Heart Is Calling (From ""The Preacher's Wife"")",81,2,NA,NA,NA,NA
81,66,Tha Alkaholiks Featuring Ol' Dirty Bastard,Hip Hop Drunkies,66,3,NA,NA,NA,NA
82,82,Damage,Love II Love,83,2,NA,NA,NA,NA
83,25,Ray J," Let It Go (From ""Set It Off"")",67,19,NA,NA,NA,NA
84,46,Nine Inch Nails,"The Perfect Drug (From ""Lost Highway"")",76,7,NA,NA,NA,NA
85,85,The O'Jays,What's Stopping You,86,2,NA,NA,NA,NA
86,86,Corina, Summertime Summertime,94,2,NA,NA,NA,NA
87,NA,Ray J,Everything You Want,NA,NA,NA,NA,NA,NA
88,88,Shades,Serenade,95,2,NA,NA,NA,NA
89,40,Westside Connection,Gangstas Make The World Go Round,87,19,NA,NA,NA,NA
90,62,Faithless,Insomnia,88,16,NA,NA,NA,NA
91,91,Gyrl,"Get Your Groove On (From ""Baps"")",92,4,NA,NA,NA,NA
92,41, Jon Secada,"Too Late, Too Soon",89,18,NA,NA,NA,NA
93,42,Michael Jackson,Blood On The Dance Floor,91,10,NA,NA,NA,NA
94,18,Hev-D,Big Daddy,93,19,NA,NA,NA,NA
95,52,OutKast,Jazzy Belle,90,14,NA,NA,NA,NA
96,78,Beck ,The New Pollution,98,7,NA,NA,NA,NA
97,32,Mint Condition,You Don't Have To Hurt No More,96,16,NA,NA,NA,NA
98,55,Erasure,In My Arms,97,8,NA,NA,NA,NA
99,51,Joose,If Tomorrow Never Comes,99,17,NA,NA,NA,NA
100,66,Kenny G,Havana,84,19,NA,NA,NA,NA
