rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Sweet Sensation,If Wishes Came True,NA,NA,NA,3,3LAST WEEK,12WEEKS ON CHART,NA
2,2,Jon Bon Jovi,"Blaze Of Glory (From ""Young Guns II"")",5,7,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
3,3,Poison,Unskinny Bop,4,9,NA,NA,NA,NA,poison-53x53.jpg
4,4,Wilson Phillips,Release Me,6,10,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
5,5,Bell Biv DeVoe,Do Me!,7,10,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
6,2,Janet Jackson,Come Back To Me,2,10,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
7,7,M.C. Hammer,Have You Seen Her,8,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
8,1,Mariah Carey,Vision Of Love,1,14,NA,NA,NA,NA,mariah-carey-tgq-53x53.jpg
9,9,The Time,Jerk Out,9,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
10,10,New Kids On The Block,Tonight,13,5,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
11,10,Faith No More,Epic,10,11,NA,NA,NA,NA,faith-no-more-53x53.jpg
12,12,Nelson,(Can't Live Without Your) Love And Affection,15,9,NA,NA,NA,NA,nelson-53x53.jpg
13,13,Prince, Thieves In The Temple,18,5,NA,NA,NA,NA,prince-vp8-53x53.jpg
14,14,Kyper,Tic-Tac-Toe,19,10,NA,NA,NA,NA,kyper-4ia-53x53.jpg
15,15,Stevie B,Love And Emotion,21,10,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
16,2,Snap!,The Power,12,17,NA,NA,NA,NA,snap-71d-53x53.jpg
17,17,Maxi Priest,Close To You,25,10,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
18,14,Keith Sweat,Make You Sweat,16,14,NA,NA,NA,NA,keith-sweat-53x53.jpg
19,2,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",14,18,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
20,11,Seduction,Could This Be Love,11,13,NA,NA,NA,NA,seduction-tw8-53x53.jpg
21,21,Phil Collins,Something Happened On The Way To Heaven,28,5,NA,NA,NA,NA,phil-collins-53x53.jpg
22,22,Cheap Trick,Can't Stop Falling Into Love,26,7,NA,NA,NA,NA,cheap-trick-53x53.jpg
23,8,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",17,16,NA,NA,NA,NA,go-west-kjg-53x53.jpg
24,20,Luke Featuring The 2 Live Crew,Banned In The U.S.A.,20,7,NA,NA,NA,NA,luke-p9m-53x53.jpg
25,25,Paul Young,Oh Girl,34,8,NA,NA,NA,NA,paul-young-mlj-53x53.jpg
26,26,Johnny Gill,"My, My, My",32,5,NA,NA,NA,NA,johnny-gill-53x53.jpg
27,27, Taylor Dayne,Heart Of Stone,35,5,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
28,27,Brother Beyond,The Girl I Used To Know,27,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
29,3,Johnny Gill,Rub You The Right Way,24,17,NA,NA,NA,NA,johnny-gill-53x53.jpg
30,30,After 7,Can't Stop,38,6,NA,NA,NA,NA,after-7-zay-53x53.jpg
31,18,Bruce Hornsby & The Range,Across The River,22,11,NA,NA,NA,NA,bruce-hornsby-vac-53x53.jpg
32,32,Depeche Mode,Policy Of Truth,41,4,NA,NA,NA,NA,depeche-mode-53x53.jpg
33,33,Dino,Romeo,42,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
34,34,Black Box,Everybody Everybody,46,5,NA,NA,NA,NA,black-box-a2z-53x53.jpg
35,22,Aerosmith,The Other Side,23,11,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
36,36,The Adventures Of Stevie V,Dirty Cash (Money Talks),40,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
37,37,Indecent Obsession,Tell Me Something,43,6,NA,NA,NA,NA,indecent-obsession-ifo-53x53.jpg
38,2,En Vogue,Hold On,33,18,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
39,14,Mellow Man Ace,Mentirosa,36,17,NA,NA,NA,NA,mellow-man-ace-p6r-53x53.jpg
40,21,Bad English,Possession,30,13,NA,NA,NA,NA,bad-english-knp-53x53.jpg
