rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Destiny's Child,Independent Women Part I,NA,NA,2,NA,2 WEEKS AT NO. 1,10WEEKS ON CHART
2,1,Creed,With Arms Wide Open,2,29,NA,NA,NA,NA
3,3,3 Doors Down,Kryptonite,3,34,NA,NA,NA,NA
4,4,P!nk,Most Girls,5,16,NA,NA,NA,NA
5,5,Samantha Mumba,Gotta Tell You,6,12,NA,NA,NA,NA
6,6,'N Sync,This I Promise You,7,9,NA,NA,NA,NA
7,7,Mya,Case Of The Ex (Whatcha Gonna Do),9,15,NA,NA,NA,NA
8,1,Madonna,Music,4,16,NA,NA,NA,NA
9,9,Faith Hill,The Way You Love Me,10,30,NA,NA,NA,NA
10,10,Backstreet Boys,Shape Of My Heart,12,7,NA,NA,NA,NA
11,11,Ja Rule Featuring Christina Milian,Between Me And You,11,11,NA,NA,NA,NA
12,1,Christina Aguilera,Come On Over Baby (All I Want Is You),8,17,NA,NA,NA,NA
13,13,Ricky Martin,She Bangs,13,8,NA,NA,NA,NA
14,14,Debelah Morgan,Dance With Me,14,18,NA,NA,NA,NA
15,15,Barenaked Ladies,Pinch Me,16,12,NA,NA,NA,NA
16,16,"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,30,4,NA,NA,NA,NA
17,17,Nelly,E.I.,22,8,NA,NA,NA,NA
18,18,Dream,He Loves U Not,27,9,NA,NA,NA,NA
19,13,Mystikal,Shake Ya Ass,17,16,NA,NA,NA,NA
20,18,R. Kelly,I Wish,18,9,NA,NA,NA,NA
21,21,matchbox twenty,If You're Gone,29,6,NA,NA,NA,NA
22,5,Ruff Endz,No More,19,22,NA,NA,NA,NA
23,23,JAY-Z,I Just Wanna Love U (Give It 2 Me),26,5,NA,NA,NA,NA
24,3,Destiny's Child,"Jumpin', Jumpin'",15,29,NA,NA,NA,NA
25,1,Sisqo,Incomplete,20,23,NA,NA,NA,NA
26,6,Erykah Badu,Bag Lady,21,15,NA,NA,NA,NA
27,27,OutKast,Ms. Jackson,35,3,NA,NA,NA,NA
28,28,Travis Tritt,Best Of Intentions,28,15,NA,NA,NA,NA
29,1,matchbox twenty,Bent ,24,31,NA,NA,NA,NA
30,30,Ludacris Featuring Shawnna,What's Your Fantasy,32,9,NA,NA,NA,NA
31,24,Kandi,Don't Think I'm Not,31,17,NA,NA,NA,NA
32,23, Vertical Horizon,You're A God,25,14,NA,NA,NA,NA
33,7,Nelly,(Hot S**t) Country Grammar,23,31,NA,NA,NA,NA
34,22,SoulDecision Featuring Thrust,Faded,34,21,NA,NA,NA,NA
35,14,Profyle,Liar,33,11,NA,NA,NA,NA
36,36,Phil Vassar,Just Another Day In Paradise,38,9,NA,NA,NA,NA
37,37,Evan And Jaron,Crazy For This Girl,44,4,NA,NA,NA,NA
38,38,Wyclef Jean Featuring Mary J. Blige,911,43,8,NA,NA,NA,NA
39,39,Brad Paisley,We Danced,42,7,NA,NA,NA,NA
40,40,Tim McGraw,My Next Thirty Years,46,6,NA,NA,NA,NA
