rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),NA,NA,NA,2,2LAST WEEK ,8WEEKS ON CHART
2,2,Ace Of Base,All That She Wants,3,8,NA,NA,NA,NA
3,2,Xscape,Just Kickin' It,4,8,NA,NA,NA,NA
4,4,Janet Jackson,Again,9,3,NA,NA,NA,NA
5,1,Mariah Carey,Dreamlover,1,14,NA,NA,NA,NA
6,6,Zhane,Hey Mr. D.J.,6,11,NA,NA,NA,NA
7,7,DRS,Gangsta Lean,30,4,NA,NA,NA,NA
8,3,Billy Joel,The River Of Dreams,5,15,NA,NA,NA,NA
9,2,Tag Team,Whoomp! (There It Is),7,24,NA,NA,NA,NA
10,10,Tony Toni Tone,Anniversary,10,7,NA,NA,NA,NA
11,11,Haddaway,What Is Love,11,11,NA,NA,NA,NA
12,12,Salt-N-Pepa,Shoop,18,5,NA,NA,NA,NA
13,2,SWV,Right Here (Human Nature)/Downtown,8,17,NA,NA,NA,NA
14,7,Toni Braxton,Another Sad Love Song,13,19,NA,NA,NA,NA
15,15,Toni Braxton ,Breathe Again,19,4,NA,NA,NA,NA
16,12,Def Leppard,"Two Steps Behind (From ""Last Action Hero"")",14,9,NA,NA,NA,NA
17,4,Janet Jackson,If,12,16,NA,NA,NA,NA
18,18,Tevin Campbell,Can We Talk,24,4,NA,NA,NA,NA
19,12,Aerosmith,Cryin',15,15,NA,NA,NA,NA
20,16,Inner Circle,Sweat (A La La La La Long),16,14,NA,NA,NA,NA
21,21,Mariah Carey,Hero,45,3,NA,NA,NA,NA
22,11,2Pac,I Get Around,17,19,NA,NA,NA,NA
23,20,Blind Melon,No Rain,20,12,NA,NA,NA,NA
24,19,Rod Stewart ,Reason To Believe,21,13,NA,NA,NA,NA
25,10,Shai,Baby I'm Yours,22,23,NA,NA,NA,NA
26,25,Gin Blossoms,Hey Jealousy,29,16,NA,NA,NA,NA
27,13,Jazzy Jeff & The Fresh Prince,Boom! Shake The Room,25,14,NA,NA,NA,NA
28,28,K7,Come Baby Come,34,10,NA,NA,NA,NA
29,29,R.E.M.,Everybody Hurts,31,9,NA,NA,NA,NA
