rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Los Del Rio,Macarena (Bayside Boys Mix),NA,NA,10,NA,10WEEKS AT NO. 1,42WEEKS ON CHART
2,2,Donna Lewis,I Love You Always Forever,2,16,NA,NA,NA,NA
3,3,Celine Dion,It's All Coming Back To Me Now,3,8,NA,NA,NA,NA
4,2,Keith Sweat,Twisted,4,16,NA,NA,NA,NA
5,3,Quad City DJ's, C'mon N' Ride It (The Train),5,30,NA,NA,NA,NA
6,5,Eric Clapton,Change The World,6,12,NA,NA,NA,NA
7,7,No Mercy,Where Do You Go,9,14,NA,NA,NA,NA
8,3,LL Cool J,Loungin,7,14,NA,NA,NA,NA
9,1,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,11,17,NA,NA,NA,NA
10,1,Toni Braxton,You're Makin' Me High/Let It Flow,8,18,NA,NA,NA,NA
11,6,Alanis Morissette,You Learn/You Oughta Know,10,11,NA,NA,NA,NA
12,12,Aaliyah ,If Your Girl Only Knew,17,6,NA,NA,NA,NA
13,3,Tracy Chapman,Give Me One Reason,12,27,NA,NA,NA,NA
14,14,Az Yet,"Last Night (From ""The Nutty Professor"")",18,7,NA,NA,NA,NA
15,5,R. Kelly,I Can't Sleep Baby (If I),14,13,NA,NA,NA,NA
16,13,112 Featuring The Notorious B.I.G.,Only You,13,19,NA,NA,NA,NA
17,11,Jewel,Who Will Save Your Soul,15,19,NA,NA,NA,NA
18,15,Dishwalla,Counting Blue Cars,16,27,NA,NA,NA,NA
19,19, John Mellencamp,Key West Intermezzo (I Saw You First),20,6,NA,NA,NA,NA
20,20,Merril Bainbridge,Mouth,26,5,NA,NA,NA,NA
21,21,Westside Connection,Bow Down,47,2,NA,NA,NA,NA
22,22,SWV,Use Your Heart,22,8,NA,NA,NA,NA
23,23,Do Or Die (Featuring Twista),Po Pimp,24,10,NA,NA,NA,NA
24,24, Sheryl Crow,If It Makes You Happy,28,3,NA,NA,NA,NA
25,25,"Brandy, Tamia, Gladys Knight & Chaka Khan","Missing You (From ""Set It Off"")",25,7,NA,NA,NA,NA
26,3,New Edition,Hit Me Off,19,6,NA,NA,NA,NA
27,12,OutKast ,Elevators (Me & You),21,11,NA,NA,NA,NA
28,28,Bryan Adams,Let's Make A Night To Remember,29,6,NA,NA,NA,NA
29,13,La Bouche,Sweet Dreams,27,28,NA,NA,NA,NA
30,30,Amber,This Is Your Night,30,17,NA,NA,NA,NA
31,12,Jann Arden,"Insensitive (From ""Bed Of Roses"")",31,35,NA,NA,NA,NA
32,32,Warren G Featuring Adina Howard,"What's Love Got To Do With It (From ""Supercop"")",37,3,NA,NA,NA,NA
33,23,Los Del Rio,Macarena,23,14,NA,NA,NA,NA
