rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Toni Braxton,Un-Break My Heart,NA,NA,4,NA,4WEEKS AT NO. 1,10WEEKS ON CHART
2,2,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",2,3,NA,NA,NA,NA
3,3,En Vogue,Don't Let Go (Love),4,8,NA,NA,NA,NA
4,1,BLACKstreet (Featuring Dr. Dre),No Diggity,3,12,NA,NA,NA,NA
5,3,Keith Sweat Featuring Athena Cage,Nobody,5,13,NA,NA,NA,NA
6,4,Merril Bainbridge,Mouth,6,17,NA,NA,NA,NA
7,NA,Whitney Houston,"I Believe In You And Me (From ""The Preacher's Wife"")",NA,NA,NA,NA,NA,NA
8,2,Celine Dion,It's All Coming Back To Me Now,7,20,NA,NA,NA,NA
9,9,New Edition,I'm Still In Love With You,10,8,NA,NA,NA,NA
10,8,Barbra Streisand & Bryan Adams,"I Finally Found Someone (From ""The Mirror Has Two Faces"")",8,6,NA,NA,NA,NA
11,6,Ginuwine,Pony,9,17,NA,NA,NA,NA
12,1, Los Del Rio,Macarena (Bayside Boys Mix),11,54,NA,NA,NA,NA
13,5,No Mercy,Where Do You Go,12,26,NA,NA,NA,NA
14,11,Sheryl Crow,If It Makes You Happy,13,15,NA,NA,NA,NA
15,12,Journey,When You Love A Woman,14,10,NA,NA,NA,NA
16,9,Az Yet,"Last Night (From ""The Nutty Professor"")",16,19,NA,NA,NA,NA
17,17,Seal,"Fly Like An Eagle (From ""Space Jam"")",17,2,NA,NA,NA,NA
18,2,Donna Lewis,I Love You Always Forever,15,28,NA,NA,NA,NA
19,17,Mint Condition,What Kind Of Man Would I Be,19,17,NA,NA,NA,NA
20,20,Lil' Kim Featuring Puff Daddy,No Time,22,8,NA,NA,NA,NA
21,6,"Babyface Featuring LL Cool J, Howard Hewett, Jody Watley & Jeffrey Daniels",This Is For The Lover In You,18,10,NA,NA,NA,NA
22,18,Montell Jordan,Falling,20,13,NA,NA,NA,NA
23,2, Keith Sweat,Twisted,21,28,NA,NA,NA,NA
24,18,Dru Hill,"Tell Me (From ""Eddie"")",23,18,NA,NA,NA,NA
25,5,Eric Clapton,Change The World,24,24,NA,NA,NA,NA
26,25,Amber,This Is Your Night,25,29,NA,NA,NA,NA
27,27,Nas,Street Dreams,27,8,NA,NA,NA,NA
28,18,Madonna,"You Must Love Me (From ""Evita"")",30,7,NA,NA,NA,NA
29,29,dc Talk,Between You And Me,29,7,NA,NA,NA,NA
30,1,Toni Braxton,You're Makin' Me High/Let It Flow,26,30,NA,NA,NA,NA
31,31,MC Lyte,Cold Rock A Party,40,5,NA,NA,NA,NA
32,15,Dishwalla,Counting Blue Cars,28,39,NA,NA,NA,NA
33,33,Jewel,Foolish Games/You Were Meant For Me,36,5,NA,NA,NA,NA
34,34,Gina G,Ooh Aah... Just A Little Bit,38,5,NA,NA,NA,NA
35,14,John Mellencamp,Key West Intermezzo (I Saw You First),31,18,NA,NA,NA,NA
36,32,702,Steelo,32,16,NA,NA,NA,NA
37,6,Alanis Morissette,You Learn/You Oughta Know,33,23,NA,NA,NA,NA
38,31,Ghost Town DJ's,My Boo,34,26,NA,NA,NA,NA
39,39,112,Come See Me,39,8,NA,NA,NA,NA
40,40,OutKast,ATLiens,43,5,NA,NA,NA,NA
41,33,Nate Dogg Featuring Snoop Doggy Dogg,Never Leave Me Alone,37,8,NA,NA,NA,NA
42,24,Bryan Adams,Let's Make A Night To Remember,35,18,NA,NA,NA,NA
43,3,LL Cool J,Loungin ,42,26,NA,NA,NA,NA
44,44,The Cranberries,When You're Gone/Free To Decide,45,6,NA,NA,NA,NA
45,21,Westside Connection,Bow Down,47,14,NA,NA,NA,NA
46,3,Quad City DJ's,C'mon N' Ride It (The Train) ,41,42,NA,NA,NA,NA
47,47,Mack 10 & Tha Dogg Pound,"Nothin' But The Cavi Hit (From ""Rhyme & Reason"")",54,3,NA,NA,NA,NA
48,3,Tracy Chapman,Give Me One Reason,48,39,NA,NA,NA,NA
49,49,The Smashing Pumpkins,Thirty-Three,50,5,NA,NA,NA,NA
50,49,Jocelyn Enriquez,Do You Miss Me,49,23,NA,NA,NA,NA
51,51,Donell Jones,Knocks Me Off My Feet,51,9,NA,NA,NA,NA
52,52,Donna Lewis ,Without Love,56,3,NA,NA,NA,NA
53,11,Aaliyah,If Your Girl Only Knew,52,18,NA,NA,NA,NA
54,25,"Brandy, Tamia, Gladys Knight & Chaka Khan","Missing You (From ""Set It Off"")",53,19,NA,NA,NA,NA
55,55,Rod Stewart,If We Fall In Love Tonight,55,7,NA,NA,NA,NA
56,56,Quad City DJ's,"Space Jam (From ""Space Jam"")",67,2,NA,NA,NA,NA
57,57,Gloria Estefan,I'm Not Giving You Up,59,4,NA,NA,NA,NA
58,53,K-Ci & JoJo,"How Could You (From ""Bulletproof"") ",57,7,NA,NA,NA,NA
59,59,The Blackout Allstars,I Like It,68,4,NA,NA,NA,NA
60,60,Alan Jackson,Little Bitty,64,7,NA,NA,NA,NA
61,50,Total, When Boy Meets Girl,58,10,NA,NA,NA,NA
62,62,Duncan Sheik,Barely Breathing,66,5,NA,NA,NA,NA
63,63,Johnny Gill Featuring Roger Troutman,It's Your Body,71,3,NA,NA,NA,NA
64,64,Better Than Ezra,Desperately Wanting,70,2,NA,NA,NA,NA
65,65,Rockell,I Fell In Love,65,8,NA,NA,NA,NA
66,66,Los Del Rio,Macarena Christmas,83,2,NA,NA,NA,NA
67,30,Da Brat,Sittin' On Top Of The World,60,12,NA,NA,NA,NA
68,42,The Braids,"Bohemian Rhapsody (From ""High School High"")",61,11,NA,NA,NA,NA
69,63, Kenny G,The Moment,63,7,NA,NA,NA,NA
70,46,R.E.M.,Bittersweet Me,62,7,NA,NA,NA,NA
71,66,The Original,I Luv U Baby,73,11,NA,NA,NA,NA
72,72,Crush,Jellyhead,72,20,NA,NA,NA,NA
73,73,Metallica,Hero Of The Day,76,8,NA,NA,NA,NA
74,74,Richie Rich,Let's Ride,74,5,NA,NA,NA,NA
75,47,The Isley Brothers Featuring Angela Winbush,Floatin' On Your Love,69,14,NA,NA,NA,NA
76,75,Le Click,Tonight Is The Night,79,17,NA,NA,NA,NA
77,40,Melissa Etheridge,Nowhere To Go,75,12,NA,NA,NA,NA
78,78,Goodfellaz,Sugar Honey Ice Tea,86,3,NA,NA,NA,NA
79,79,Luscious Jackson,Naked Eye,96,2,NA,NA,NA,NA
80,NA,Shania Twain,God Bless The Child,NA,NA,NA,NA,NA,NA
81,63,Wild Orchid,At Night I Pray,84,14,NA,NA,NA,NA
82,82,Susanna Hoffs,All I Want,82,5,NA,NA,NA,NA
83,83,Luther Vandross,I Can Make It Better,90,2,NA,NA,NA,NA
84,45,Phil Collins,Dance Into The Light,77,10,NA,NA,NA,NA
85,41,The Wonders,"That Thing You Do! (From ""That Thing You Do!"")",78,12,NA,NA,NA,NA
86,86, Trace Adkins,Every Light In The House,88,6,NA,NA,NA,NA
87,3,New Edition,Hit Me Off,87,18,NA,NA,NA,NA
88,54,Robert Miles Featuring Maria Nayler,One And One,85,13,NA,NA,NA,NA
89,NA,John Michael Montgomery,Friends,NA,NA,NA,NA,NA,NA
90,70,Elton John,You Can Make History (Young Again),81,10,NA,NA,NA,NA
91,32,Warren G Featuring Adina Howard,"What's Love Got To Do With It (From ""Supercop"")",94,15,NA,NA,NA,NA
92,92,The Tony Rich Project,Leavin',92,4,NA,NA,NA,NA
93,53,Johnny Gill,Let's Get The Mood Right,91,15,NA,NA,NA,NA
94,43,Amanda Marshall,Birmingham,89,14,NA,NA,NA,NA
95,NA,Redman Featuring K-Solo,That's How It Is (It's Like That),NA,NA,NA,NA,NA,NA
96,66,dog's eye view,Everything Falls Apart/Small Wonders,99,14,NA,NA,NA,NA
97,22,SWV,Use Your Heart,98,20,NA,NA,NA,NA
98,NA,LL Cool J,"Ain't Nobody (From ""Beavis And Butt-Head Do America"")",NA,NA,NA,NA,NA,NA
99,69,Angelina,I Don't Need Your Love,95,11,NA,NA,NA,NA
100,51,Lost Boyz,Music Makes Me High,97,13,NA,NA,NA,NA
