rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Paula Abdul (Duet With The Wild Pair),Opposites Attract,NA,NA,3,NA,3 WEEKS AT NO. 1,11WEEKS ON CHART
2,2,Janet Jackson,Escapade,3,6,NA,NA,NA,NA
3,3,Roxette,Dangerous,4,11,NA,NA,NA,NA
4,4,Milli Vanilli,All Or Nothing,7,8,NA,NA,NA,NA
5,5,Chicago,What Kind Of Man Would I Be?,6,13,NA,NA,NA,NA
6,6,The B-52s,Roam,11,10,NA,NA,NA,NA
7,2,Seduction,Two To Make It Right,2,16,NA,NA,NA,NA
8,8,Gloria Estefan,Here We Are,12,11,NA,NA,NA,NA
9,9,The Cover Girls,We Can't Go Wrong,10,12,NA,NA,NA,NA
10,10,Bad English,Price Of Love,13,10,NA,NA,NA,NA
11,11,Michel'le,No More Lies,15,15,NA,NA,NA,NA
12,12,Alannah Myles,Black Velvet ,20,8,NA,NA,NA,NA
13,13,Billy Joel,I Go To Extremes,17,7,NA,NA,NA,NA
14,4,Aerosmith,Janie's Got A Gun,5,14,NA,NA,NA,NA
15,15,Richard Marx,Too Late To Say Goodbye,19,6,NA,NA,NA,NA
16,16,D-Mob Introducing Cathy Dennis, C'mon And Get My Love,18,11,NA,NA,NA,NA
17,17,Biz Markie,Just A Friend,21,6,NA,NA,NA,NA
18,18,Taylor Dayne,Love Will Lead You Back,23,5,NA,NA,NA,NA
19,3,Rod Stewart,Downtown Train,8,14,NA,NA,NA,NA
20,9,Expose, Tell Me Why,9,12,NA,NA,NA,NA
21,21,Michael Penn,No Myth,24,8,NA,NA,NA,NA
22,22,Warrant,Sometimes She Cries,25,8,NA,NA,NA,NA
23,23,Phil Collins,I Wish It Would Rain Down,31,4,NA,NA,NA,NA
24,1,Michael Bolton,How Am I Supposed To Live Without You,14,18,NA,NA,NA,NA
25,25,Elton John,Sacrifice,28,7,NA,NA,NA,NA
26,26,Technotronic,Get Up! (Before The Night Is Over),30,5,NA,NA,NA,NA
27,27,Luther Vandross,Here And Now,29,10,NA,NA,NA,NA
28,28,Madonna,Keep It Together,34,4,NA,NA,NA,NA
29,29,Depeche Mode,Personal Jesus,33,12,NA,NA,NA,NA
30,6,Skid Row ,I Remember You,16,15,NA,NA,NA,NA
31,31,Lisa Stansfield,All Around The World,42,4,NA,NA,NA,NA
32,32,Belinda Carlisle,Summer Rain,40,6,NA,NA,NA,NA
33,33,Whitesnake,The Deeper The Love,39,6,NA,NA,NA,NA
34,34,Linda Ronstadt (Featuring Aaron Neville),All My Life,43,3,NA,NA,NA,NA
35,2,Technotronic Featuring Felly,Pump Up The Jam,26,20,NA,NA,NA,NA
36,36,KISS,Forever,44,4,NA,NA,NA,NA
37,37,Kevin Paige,Anything I Want,41,6,NA,NA,NA,NA
38,38,Tommy Page,I'll Be Your Everything,51,2,NA,NA,NA,NA
39,39,A'me Lorain,"Whole Wide World (From ""True Love"")",50,6,NA,NA,NA,NA
40,10,Tesla,Love Song,35,22,NA,NA,NA,NA
41,41,Joan Jett,Dirty Deeds,48,5,NA,NA,NA,NA
42,4,Jody Watley,Everything,27,20,NA,NA,NA,NA
43,43,Jane Child,Don't Wanna Fall In Love,53,3,NA,NA,NA,NA
44,11,Eddie Money,Peace In Our Time,22,13,NA,NA,NA,NA
45,45,The Smithereens,A Girl Like You,46,12,NA,NA,NA,NA
46,44,Jaya,If You Leave Me Now,49,20,NA,NA,NA,NA
47,7,Tom Petty,Free Fallin',32,17,NA,NA,NA,NA
48,48,Stevie B,Love Me For Life,55,4,NA,NA,NA,NA
49,6,Lou Gramm,Just Between You And Me,36,18,NA,NA,NA,NA
50,2,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,45,22,NA,NA,NA,NA
51,4,Soul II Soul,Back To Life,47,23,NA,NA,NA,NA
52,52,Skyy,Real Love,54,6,NA,NA,NA,NA
53,24,Michael Damian,Was It Nothing At All,38,18,NA,NA,NA,NA
54,14,Babyface,Tender Lover,37,15,NA,NA,NA,NA
55,55,The Brat Pack,You're The Only Woman,66,4,NA,NA,NA,NA
56,56,Calloway,I Wanna Be Rich,73,3,NA,NA,NA,NA
57,56,Alice Cooper,House Of Fire,56,6,NA,NA,NA,NA
58,58,The Rolling Stones,Almost Hear You Sigh,67,3,NA,NA,NA,NA
59,7,Young M.C.,Bust A Move,57,31,NA,NA,NA,NA
60,60,The U-Krew,If U Were Mine,65,5,NA,NA,NA,NA
61,61,Cher,Heart Of Stone,75,3,NA,NA,NA,NA
62,62,Enuff Z'Nuff,Fly High Michelle,72,5,NA,NA,NA,NA
63,63,Don Henley,The Heart Of The Matter,80,2,NA,NA,NA,NA
64,26,The 2 Live Crew,Me So Horny,64,25,NA,NA,NA,NA
65,1,Phil Collins,Another Day In Paradise,52,17,NA,NA,NA,NA
66,NA,Motley Crue,Without You,NA,NA,NA,NA,NA,NA
67,67,Midnight Oil,Blue Sky Mine,77,2,NA,NA,NA,NA
68,68,Lou Gramm,True Blue Love,96,2,NA,NA,NA,NA
69,NA,Seduction,Heartbeat,NA,NA,NA,NA,NA,NA
70,11,Jive Bunny & The Mastermixers,Swing The Mood,63,18,NA,NA,NA,NA
71,1,Milli Vanilli,Blame It On The Rain,61,21,NA,NA,NA,NA
72,72,"Joyce ""Fenderella"" Irby",I'll Be There,78,2,NA,NA,NA,NA
73,27,Motley Crue,Kickstart My Heart,58,14,NA,NA,NA,NA
74,69,Jive Bunny & The Mastermixers,That's What I Like ,69,4,NA,NA,NA,NA
75,11,Joe Cocker,When The Night Comes,59,18,NA,NA,NA,NA
76,76,Leila K With Rob 'N' Raz,Got To Get,89,2,NA,NA,NA,NA
77,74,Sybil,Walk On By,74,5,NA,NA,NA,NA
