rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,P.M. Dawn,Set Adrift On Memory Bliss,NA,NA,NA,3,3LAST WEEK ,7WEEKS ON CHART
2,1,Michael Bolton,When A Man Loves A Woman,1,8,NA,NA,NA,NA
3,3,Michael Jackson,Black Or White,35,2,NA,NA,NA,NA
4,4,Boyz II Men, It's So Hard To Say Goodbye To Yesterday,4,11,NA,NA,NA,NA
5,1,Prince And The N.P.G.,Cream,2,10,NA,NA,NA,NA
6,6,Paula Abdul,Blowing Kisses In The Wind,8,7,NA,NA,NA,NA
7,7,Color Me Badd,All 4 Love,21,4,NA,NA,NA,NA
8,6,Naughty By Nature,O.P.P.,11,13,NA,NA,NA,NA
9,2,Natural Selection,Do Anything,24,17,NA,NA,NA,NA
10,2,Bryan Adams ,Can't Stop This Thing We Started,5,12,NA,NA,NA,NA
11,7,Amy Grant,That's What Love Is For,7,10,NA,NA,NA,NA
12,10,Guns N' Roses,Don't Cry,10,11,NA,NA,NA,NA
13,13,Salt-N-Pepa,Let's Talk About Sex,13,15,NA,NA,NA,NA
14,1,Karyn White,Romantic,15,16,NA,NA,NA,NA
15,1,Mariah Carey,Emotions,33,14,NA,NA,NA,NA
16,6,Roberta Flack With Maxi Priest,Set The Night To Music,6,11,NA,NA,NA,NA
17,17,Mariah Carey,Can't Let Go,30,3,NA,NA,NA,NA
18,16,Richard Marx,Keep Coming Back,16,5,NA,NA,NA,NA
19,19,M.C. Hammer,2 Legit 2 Quit,36,4,NA,NA,NA,NA
20,12,Nia Peeples,Street Of Dreams,12,8,NA,NA,NA,NA
21,21,Marky Mark & The Funky Bunch,Wildside,26,4,NA,NA,NA,NA
22,22,Genesis,No Son Of Mine,22,5,NA,NA,NA,NA
23,4,Extreme,Hole Hearted,31,18,NA,NA,NA,NA
24,24,CeCe Peniston,Finally,25,10,NA,NA,NA,NA
25,14, Tony Terry,With You,19,23,NA,NA,NA,NA
26,9,Curtis Stigers,I Wonder Why,9,13,NA,NA,NA,NA
27,1,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,Good Vibrations,67,20,NA,NA,NA,NA
28,10,Chesney Hawkes,The One And Only,17,18,NA,NA,NA,NA
29,28,Gloria Estefan,Live For Loving You,28,8,NA,NA,NA,NA
30,29,Jodeci,Forever My Lady,29,6,NA,NA,NA,NA
31,16,Metallica,Enter Sandman,38,15,NA,NA,NA,NA
32,5,Bonnie Raitt,Something To Talk About,49,20,NA,NA,NA,NA
33,33,Geto Boys,Mind Playing Tricks On Me,37,9,NA,NA,NA,NA
34,34,Rod Stewart, Broken Arrow,34,7,NA,NA,NA,NA
35,35,Angelica,Angel Baby,43,7,NA,NA,NA,NA
36,1,Color Me Badd,I Adore Mi Amor,90,19,NA,NA,NA,NA
37,18,Vanessa Williams,Running Back To You,56,17,NA,NA,NA,NA
38,20,D.J. Jazzy Jeff & The Fresh Prince,Ring My Bell,20,8,NA,NA,NA,NA
39,9,Luther Vandross,Don't Want To Be A Fool,47,18,NA,NA,NA,NA
40,14,John Mellencamp ,Get A Leg Up,14,9,NA,NA,NA,NA
41,27,Van Halen,Top Of The World,27,8,NA,NA,NA,NA
42,41,Shabba Ranks (Featuring Maxi Priest),Housecall,41,6,NA,NA,NA,NA
43,23,Simply Red,Something Got Me Started,23,10,NA,NA,NA,NA
44,32,Lisa Stansfield,Change,32,5,NA,NA,NA,NA
45,40,Roxette,Spending My Time,40,6,NA,NA,NA,NA
46,46,Tevin Campbell,Tell Me What You Want Me To Do,60,4,NA,NA,NA,NA
47,44,Tracie Spencer,Tender Kisses,44,7,NA,NA,NA,NA
48,41, The Farm,Groovy Train,42,10,NA,NA,NA,NA
49,48,Cher,Save Up All Your Tears,48,7,NA,NA,NA,NA
50,50,Public Enemy,Can't Truss It,53,7,NA,NA,NA,NA
51,51,Shanice,I Love Your Smile,93,2,NA,NA,NA,NA
52,49,Lisette Melendez,A Day In My Life (Without You),62,10,NA,NA,NA,NA
53,4,Jesus Jones,Real Real Real,50,15,NA,NA,NA,NA
54,34,Jasmine Guy,Just Want To Hold You,66,18,NA,NA,NA,NA
55,55,Stacy Earl,Love Me All Up,69,3,NA,NA,NA,NA
56,56,C+C Music Factory Presents Zelma Davis,Just A Touch Of Love,59,4,NA,NA,NA,NA
57,57,Heavy D & The Boyz,Is It Good To You,78,2,NA,NA,NA,NA
58,8,Aaron Neville,Everybody Plays The Fool,64,20,NA,NA,NA,NA
59,59,Kym Sims,Too Blind To See It,81,3,NA,NA,NA,NA
60,52,Motley Crue,Home Sweet Home,52,4,NA,NA,NA,NA
61,61,Digital Underground,Kiss You Back,70,3,NA,NA,NA,NA
62,54,The Storm,I've Got A Lot To Learn About Love,54,6,NA,NA,NA,NA
63,61,U2,The Fly,61,4,NA,NA,NA,NA
64,45, Lita Ford,Shot Of Poison,45,5,NA,NA,NA,NA
65,32,Big Audio,Rush,39,11,NA,NA,NA,NA
66,18,EMF,Lies,18,10,NA,NA,NA,NA
67,67,Icy Blu,I Wanna Be Your Girl,71,5,NA,NA,NA,NA
