rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Brandy & Monica,The Boy Is Mine,NA,NA,11,NA,11 WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Usher,My Way,3,9,NA,NA,NA,NA
3,2,Shania Twain,You're Still The One,2,27,NA,NA,NA,NA
4,4,Sarah McLachlan,Adia,4,12,NA,NA,NA,NA
5,5,"Nicole Featuring Missy ""Misdemeanor"" Elliott & Mocha",Make It Hot,5,8,NA,NA,NA,NA
6,6,All Saints,Never Ever,8,4,NA,NA,NA,NA
7,7,Jennifer Paige,Crush,9,7,NA,NA,NA,NA
8,1,Next, Too Close,6,27,NA,NA,NA,NA
9,4,Puff Daddy Featuring Jimmy Page,Come With Me,7,8,NA,NA,NA,NA
10,10,Five,When The Lights Go Out,10,11,NA,NA,NA,NA
11,11,Ace Of Base,Cruel Summer,11,5,NA,NA,NA,NA
12,12,Mase Featuring Puff Daddy,Lookin' At Me,14,4,NA,NA,NA,NA
13,13,Tatyana Ali,Daydreamin',20,2,NA,NA,NA,NA
14,NA,Monica,The First Night,NA,NA,NA,NA,NA,NA
15,12,Kelly Price,Friend Of Mine,13,5,NA,NA,NA,NA
16,10,Voices Of Theory,Say It,12,20,NA,NA,NA,NA
17,15,Pras Michel Feat. Ol' Dirty Bastard & Introducing Mya,Ghetto Supastar (That Is What You Are),15,8,NA,NA,NA,NA
18,1,K-Ci & JoJo,All My Life,17,21,NA,NA,NA,NA
19,1,Savage Garden,Truly Madly Deeply,19,37,NA,NA,NA,NA
20,18,Nate Dogg Featuring Warren G,Nobody Does It Better,18,6,NA,NA,NA,NA
21,5,Madonna,Ray Of Light,16,6,NA,NA,NA,NA
22,22,Faith Hill,This Kiss,25,22,NA,NA,NA,NA
23,NA,Jagged Edge,Gotta Be,NA,NA,NA,NA,NA,NA
24,24,Big Punisher Featuring Joe,Still Not A Player,28,10,NA,NA,NA,NA
25,25,Savage Garden,To The Moon And Back,27,26,NA,NA,NA,NA
26,1,Mariah Carey,My All,22,15,NA,NA,NA,NA
27,27,Next,I Still Love You,46,2,NA,NA,NA,NA
28,8,Marcy Playground,Sex And Candy,23,19,NA,NA,NA,NA
29,4,Backstreet Boys,Everybody [Backstreet's Back],21,18,NA,NA,NA,NA
30,26,Cleopatra,Cleopatra's Theme,26,7,NA,NA,NA,NA
31,18, LeAnn Rimes,Looking Through Your Eyes,29,18,NA,NA,NA,NA
32,16,Spice Girls,Stop,24,9,NA,NA,NA,NA
33,7,Jon B,They Don't Know,30,29,NA,NA,NA,NA
34,34,Beastie Boys,Intergalactic,36,3,NA,NA,NA,NA
35,31,69 Boyz, Woof Woof,31,5,NA,NA,NA,NA
