rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,NA,NA,5,NA,5WEEKS AT NO. 1,5WEEKS ON CHART
2,2,Usher,You Make Me Wanna...,2,12,NA,NA,NA,NA
3,3,LeAnn Rimes,How Do I Live,3,21,NA,NA,NA,NA
4,1,Boyz II Men,4 Seasons Of Loneliness,4,7,NA,NA,NA,NA
5,5,Allure Featuring 112,All Cried Out,5,11,NA,NA,NA,NA
6,6,Somethin' For The People Featuring Trina & Tamara,My Love Is The Shhh!,6,11,NA,NA,NA,NA
7,2,Jewel,Foolish Games/You Were Meant For Me,7,50,NA,NA,NA,NA
8,8,Chumbawamba ,Tubthumping,10,9,NA,NA,NA,NA
9,2,Backstreet Boys,Quit Playing Games (With My Heart),8,20,NA,NA,NA,NA
10,10,Aaliyah,The One I Gave My Heart To,12,6,NA,NA,NA,NA
11,4,Third Eye Blind,Semi-Charmed Life,11,19,NA,NA,NA,NA
12,12,LSG,My Body,26,2,NA,NA,NA,NA
13,1,Mariah Carey,Honey,9,9,NA,NA,NA,NA
14,14,Mase,Feel So Good,29,2,NA,NA,NA,NA
15,15,Paula Cole ,I Don't Want To Wait,19,2,NA,NA,NA,NA
16,16,Total,What About Us,16,11,NA,NA,NA,NA
17,17,"Missy ""Misdemeanor"" Elliott Featuring Da Brat",Sock It 2 Me,27,4,NA,NA,NA,NA
18,13,Sarah McLachlan,Building A Mystery,13,10,NA,NA,NA,NA
19,11,Sister Hazel,All For You,18,18,NA,NA,NA,NA
20,1,The Notorious B.I.G. Featuring Puff Daddy & Mase,Mo Money Mo Problems,14,15,NA,NA,NA,NA
21,21,Next,Butta Love,21,10,NA,NA,NA,NA
22,22,Fiona Apple,Criminal,22,6,NA,NA,NA,NA
23,4,Spice Girls,2 Become 1,15,13,NA,NA,NA,NA
24,12,98 Degrees,Invisible Man,25,18,NA,NA,NA,NA
25,1,Puff Daddy & Faith Evans Featuring 112,I'll Be Missing You,17,22,NA,NA,NA,NA
26,17,Brian McKnight Featuring Mase,You Should Be Mine (Don't Waste Your Time),20,10,NA,NA,NA,NA
27,24,Mary J. Blige,Everything,24,7,NA,NA,NA,NA
28,25,Master P Featuring Pimp C And The Shocker,I Miss My Homies,30,10,NA,NA,NA,NA
29,23,Milestone,I Care 'Bout You,23,11,NA,NA,NA,NA
30,25,Shania Twain,Love Gets Me Every Time,28,5,NA,NA,NA,NA
31,31,Bone Thugs-N-Harmony,If I Could Teach The World,31,4,NA,NA,NA,NA
32,NA,Spice Girls, Spice Up Your Life,NA,NA,NA,NA,NA,NA
33,7,Shawn Colvin,Sunny Came Home,32,18,NA,NA,NA,NA
34,7,Robyn,Do You Know (What It Takes),35,24,NA,NA,NA,NA
35,16,Duncan Sheik,Barely Breathing,38,50,NA,NA,NA,NA
36,36,Imani Coppola,Legend Of A Cowgirl,36,9,NA,NA,NA,NA
37,37,H-Town,They Like It Slow,40,5,NA,NA,NA,NA
38,33,En Vogue,"Too Gone, Too Long",33,5,NA,NA,NA,NA
39,12,Magoo And Timbaland,Up Jumps Da Boogie,34,17,NA,NA,NA,NA
40,37,Mack 10 ,Backyard Boogie,41,11,NA,NA,NA,NA
41,6,"Lil' Kim Feat. Da Brat, Left Eye, Missy Elliott & Angie Mar",Not Tonight,37,18,NA,NA,NA,NA
42,42,Nu Flavor,Heaven,45,5,NA,NA,NA,NA
43,5,The Verve Pipe,The Freshmen,39,38,NA,NA,NA,NA
44,2,Mark Morrison,Return Of The Mack,43,37,NA,NA,NA,NA
45,2,Meredith Brooks,Bitch,44,29,NA,NA,NA,NA
46,46,K-Ci & JoJo,Last Night's Letter,51,6,NA,NA,NA,NA
47,47,Lisa Loeb,I Do,66,2,NA,NA,NA,NA
48,21,Mr. President,Coco Jamboo,46,15,NA,NA,NA,NA
49,49,Los Umbrellos ,No Tengo Dinero,49,11,NA,NA,NA,NA
50,7,Dru Hill,Never Make A Promise,42,14,NA,NA,NA,NA
51,39,Peach Union,On My Own,47,8,NA,NA,NA,NA
52,34, LeAnn Rimes,You Light Up My Life,50,9,NA,NA,NA,NA
53,53,Martina McBride With Jim Brickman,Valentine,53,6,NA,NA,NA,NA
54,35,Refugee Camp All Stars Featuring Pras (With Ky-mani),Avenues,48,8,NA,NA,NA,NA
55,55,Gary Barlow,So Help Me Girl,61,4,NA,NA,NA,NA
56,56,LL Cool J,Phenomenon,56,2,NA,NA,NA,NA
57,46,4.0,Have A Little Mercy,54,12,NA,NA,NA,NA
58,38,Diana King,I Say A Little Prayer,55,17,NA,NA,NA,NA
59,52,Duran Duran,Electric Barbarella,52,5,NA,NA,NA,NA
60,NA,She Moves,Breaking All The Rules,NA,NA,NA,NA,NA,NA
61,61,3rd Party,Love Is Alive,63,7,NA,NA,NA,NA
62,31,Rome,Do You Like This,57,15,NA,NA,NA,NA
63,9,R. Kelly,Gotham City,58,17,NA,NA,NA,NA
64,61,Daft Punk,Around The World,64,11,NA,NA,NA,NA
65,62,Le Click Featuring Kayo,Don't Go,62,7,NA,NA,NA,NA
66,66,Davina,So Good,69,2,NA,NA,NA,NA
67,7,Aqua,Barbie Girl,59,10,NA,NA,NA,NA
68,68,Big Punisher,I'm Not A Player,75,2,NA,NA,NA,NA
69,51,Sam Salter,"After 12, Before 6",67,12,NA,NA,NA,NA
70,70,Trace Adkins,The Rest Of Mine,70,4,NA,NA,NA,NA
71,71,The Kinleys,Please,71,6,NA,NA,NA,NA
72,12,Coolio Featuring 40 Thevz,"C U When U Get There (From ""Nothing To Lose"")",65,19,NA,NA,NA,NA
73,NA,Richard Marx & Donna Lewis,At The Beginning,NA,NA,NA,NA,NA,NA
74,19,SWV (Featuring Puff Daddy),Someone,68,16,NA,NA,NA,NA
75,52,Lost Boyz,Me And My Crazy World ,60,8,NA,NA,NA,NA
76,NA,Uncle Sam,I Don't Ever Want To See You Again,NA,NA,NA,NA,NA,NA
77,77,Olive,You're Not Alone,81,3,NA,NA,NA,NA
78,68,Jon B,Don't Say,79,11,NA,NA,NA,NA
79,75,Ultra Nate,Free,76,12,NA,NA,NA,NA
80,77,Peter Cetera Featuring Az Yet,You're The Inspiration,77,4,NA,NA,NA,NA
81,37,Savage Garden,To The Moon And Back,82,16,NA,NA,NA,NA
82,65,Jagged Edge Featuring Da Brat & JD ,The Way That You Talk,74,8,NA,NA,NA,NA
83,53,Foxy Brown Featuring Dru Hill,"Big Bad Mamma (From ""Def Jam's How To Be A Player"")",80,13,NA,NA,NA,NA
84,28,Mary J. Blige,I Can Love You,73,16,NA,NA,NA,NA
85,73,Beck,Jack-Ass,84,9,NA,NA,NA,NA
86,72, Forest For The Trees,Dream,72,2,NA,NA,NA,NA
87,87,Sneaker Pimps,Spin Spin Sugar,90,5,NA,NA,NA,NA
88,NA,Changing Faces (Featuring Jay-Z),All Of My Days,NA,NA,NA,NA,NA,NA
89,78,Jamiroquai,Alright,78,5,NA,NA,NA,NA
90,75,SWV ,"Can We (From ""Booty Call"")",88,15,NA,NA,NA,NA
91,69,Nastyboy Klick Featuring Roger Troutman,Down For Yours,83,14,NA,NA,NA,NA
92,NA,The O'Jays,Baby You Know,NA,NA,NA,NA,NA,NA
93,89,Amber,One More Night,94,4,NA,NA,NA,NA
94,84,Natalie Cole,"A Smile Like Yours (From ""A Smile Like Yours"")",93,5,NA,NA,NA,NA
95,NA,Billie Myers,Kiss The Rain,NA,NA,NA,NA,NA,NA
96,NA,EPMD,The Joint,NA,NA,NA,NA,NA,NA
97,85,Lorrie Morgan,Go Away,85,6,NA,NA,NA,NA
98,34,Rampage Featuring Billy Lawrence,Take It To The Streets,97,17,NA,NA,NA,NA
99,25,"10,000 Maniacs",More Than This,91,18,NA,NA,NA,NA
100,59,Dana,As We Lay,92,11,NA,NA,NA,NA
