rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,SWV,Weak,NA,NA,2,NA,2WEEKS AT NO. 1,13WEEKS ON CHART
2,2,UB40,"Can't Help Falling In Love (From ""Sliver"")",4,10,NA,NA,NA,NA
3,3,Tag Team,Whoomp! (There It Is),3,8,NA,NA,NA,NA
4,1,Janet Jackson,That's The Way Love Goes,2,12,NA,NA,NA,NA
5,3,H-Town,Knockin' Da Boots,5,15,NA,NA,NA,NA
6,5,Rod Stewart,Have I Told You Lately,7,13,NA,NA,NA,NA
7,5,Robin S.,Show Me Love,6,16,NA,NA,NA,NA
8,8,Expose,I'll Never Get Over You (Getting Over Me),9,17,NA,NA,NA,NA
9,9,The Proclaimers,I'm Gonna Be (500 Miles),18,6,NA,NA,NA,NA
10,8,Dr. Dre,Dre Day,8,10,NA,NA,NA,NA
11,11,Jodeci,Lately,11,6,NA,NA,NA,NA
12,12,Onyx,Slam,15,8,NA,NA,NA,NA
13,7,Duran Duran,Come Undone,10,14,NA,NA,NA,NA
14,12,Duice,Dazzey Duks,12,28,NA,NA,NA,NA
15,14,95 South,"Whoot, There It Is",14,12,NA,NA,NA,NA
16,16,4 Non Blondes,What's Up,16,13,NA,NA,NA,NA
17,17,Tina Turner,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",25,8,NA,NA,NA,NA
18,18,Tony Toni Tone,If I Had No Loot,21,6,NA,NA,NA,NA
19,17,Captain Hollywood Project,More And More,17,12,NA,NA,NA,NA
20,20,Taylor Dayne ,Can't Get Enough Of Your Love,22,7,NA,NA,NA,NA
21,6,P.M. Dawn,Looking Through Patient Eyes,20,18,NA,NA,NA,NA
22,8,Inner Circle,"Bad Boys (Theme From ""Cops"")",13,12,NA,NA,NA,NA
23,19, Snow,"Girl, I've Been Hurt",23,10,NA,NA,NA,NA
24,24,Soul Asylum,Runaway Train,34,6,NA,NA,NA,NA
25,25,Kenny G With Peabo Bryson,By The Time This Night Is Over,36,9,NA,NA,NA,NA
26,26,Silk,Girl U For Me/Lose Control,29,5,NA,NA,NA,NA
27,1,Silk,Freak Me,19,22,NA,NA,NA,NA
28,28,Sting,Fields Of Gold,46,7,NA,NA,NA,NA
29,29,Shai,Baby I'm Yours,32,7,NA,NA,NA,NA
30,30,Brian McKnight,One Last Cry,31,6,NA,NA,NA,NA
31,31, Whitney Houston,Run To You,49,4,NA,NA,NA,NA
32,28,New Order,Regret,28,12,NA,NA,NA,NA
33,33,Jade,One Woman,39,7,NA,NA,NA,NA
34,6, SWV,I'm So Into You,24,24,NA,NA,NA,NA
35,3,Vanessa Williams/Brian McKnight,"Love Is (From ""Beverly Hills, 90210"")",45,26,NA,NA,NA,NA
36,4,Jade,Don't Walk Away,26,31,NA,NA,NA,NA
37,37,Jon Secada ,I'm Free,51,4,NA,NA,NA,NA
38,2,Dr. Dre,"Nuthin' But A ""G"" Thang",27,25,NA,NA,NA,NA
39,7,Spin Doctors,Two Princes,37,25,NA,NA,NA,NA
40,40,U.N.V.,Something's Goin' On,40,7,NA,NA,NA,NA
41,41,Cypress Hill,Insane In The Brain,47,2,NA,NA,NA,NA
42,27,Bon Jovi,In These Arms,30,11,NA,NA,NA,NA
43,43,TLC," Get It Up (From ""Poetic Justice"")",57,3,NA,NA,NA,NA
44,44,David Crosby & Phil Collins,Hero,60,11,NA,NA,NA,NA
45,28,Jeremy Jordan,Wannagirl,35,12,NA,NA,NA,NA
46,46,Levert ,ABC-123,50,7,NA,NA,NA,NA
47,17,Green Jelly,Three Little Pigs,33,17,NA,NA,NA,NA
48,15,Ice Cube,It Was A Good Day,44,20,NA,NA,NA,NA
49,43,Clint Black With Wynonna,A Bad Goodbye,43,6,NA,NA,NA,NA
50,42,LL Cool J,Back Seat (Of My Jeep),48,5,NA,NA,NA,NA
51,51,II D Extreme,Cry No More,56,10,NA,NA,NA,NA
52,20,Stereo MC's ,Connected,42,17,NA,NA,NA,NA
53,18,Aerosmith,Livin' On The Edge,41,15,NA,NA,NA,NA
54,54,Toni Braxton,Another Sad Love Song,63,3,NA,NA,NA,NA
55,NA,SWV,Right Here (Human Nature)/Downtown,NA,NA,NA,NA,NA,NA
56,56, Aaron Neville,Don't Take Away My Heaven,88,9,NA,NA,NA,NA
57,57,Radiohead,Creep,67,4,NA,NA,NA,NA
58,44,Mary J. Blige,Love No Limit,52,10,NA,NA,NA,NA
59,52,The Pharcyde, Passin' Me By,54,12,NA,NA,NA,NA
60,60,Dino,Ooh Child,73,2,NA,NA,NA,NA
61,58,Jordy,Dur Dur D'etre BeBe! (It's Tough To Be A Baby),58,5,NA,NA,NA,NA
62,62,Fu-Schnickens W/ Shaquille O'Neal,What's Up Doc? (Can We Rock),66,3,NA,NA,NA,NA
63,NA,Michael Jackson,Will You Be There,NA,NA,NA,NA,NA,NA
64,51,Big Mountain,Touch My Light,59,15,NA,NA,NA,NA
65,65,AC/DC ,"Big Gun (From ""Last Action Hero"")",71,3,NA,NA,NA,NA
66,66,2Pac,I Get Around,68,3,NA,NA,NA,NA
67,67,Porno For Pyros,Pets,89,2,NA,NA,NA,NA
68,32,Tasmin Archer,Sleeping Satellite,62,14,NA,NA,NA,NA
69,56,Johnny Gill,The Floor,64,9,NA,NA,NA,NA
70,69,Depeche Mode,Walking In My Shoes,72,7,NA,NA,NA,NA
71,NA,Peter Cetera,Even A Fool Can See,NA,NA,NA,NA,NA,NA
72,14,Michael Jackson,Who Is It,70,15,NA,NA,NA,NA
73,40,Geto Boys,Six Feet Deep,65,11,NA,NA,NA,NA
74,74,Naughty By Nature,It's On,78,4,NA,NA,NA,NA
75,75,The Steve Miller Band,Wide River,93,2,NA,NA,NA,NA
76,76,Alan Jackson,Chattahoochee,84,2,NA,NA,NA,NA
77,77,Stereo MC's,Step It Up,92,2,NA,NA,NA,NA
78,NA,Tears For Fears,Break It Down Again,NA,NA,NA,NA,NA,NA
79,79,Lenny Kravitz,Believe,96,3,NA,NA,NA,NA
80,NA,Celine Dion And Clive Griffin,"When I Fall In Love (From ""Sleepless In Seattle"")",NA,NA,NA,NA,NA,NA
81,59,Boy Krazy,Good Times With Bad Boys,61,8,NA,NA,NA,NA
82,19,Joey Lawrence,Nothin' My Love Can't Fix,69,20,NA,NA,NA,NA
83,83,Jomanda,I Like It,83,2,NA,NA,NA,NA
