rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Santana Featuring Rob Thomas,Smooth,NA,NA,5,NA,5 WEEKS AT NO. 1,17WEEKS ON CHART
2,2,Brian McKnight,Back At One,6,13,NA,NA,NA,NA
3,3,Lou Bega,Mambo No. 5 (A Little Bit Of...),3,13,NA,NA,NA,NA
4,4,Marc Anthony,I Need To Know,7,11,NA,NA,NA,NA
5,1,Mariah Carey Featuring Jay-Z,Heartbreaker,4,12,NA,NA,NA,NA
6,2,Puff Daddy Featuring R. Kelly,Satisfy You,2,9,NA,NA,NA,NA
7,1,TLC,Unpretty,5,22,NA,NA,NA,NA
8,7,Whitney Houston, My Love Is Your Love,8,12,NA,NA,NA,NA
9,9,Jessica Simpson,I Wanna Love You Forever,15,6,NA,NA,NA,NA
10,9,Len,Steal My Sunshine,9,15,NA,NA,NA,NA
11,11,Jennifer Lopez,Waiting For Tonight,18,6,NA,NA,NA,NA
12,12,Donell Jones ,U Know What's Up,13,9,NA,NA,NA,NA
13,13,Ideal,Get Gone,16,14,NA,NA,NA,NA
14,10,Britney Spears,(You Drive Me) Crazy,10,10,NA,NA,NA,NA
15,7,Sugar Ray,Someday,12,21,NA,NA,NA,NA
16,4,702,Where My Girls At?,14,30,NA,NA,NA,NA
17,9,Red Hot Chili Peppers,Scar Tissue,17,25,NA,NA,NA,NA
18,1,Christina Aguilera,Genie In A Bottle,19,21,NA,NA,NA,NA
19,19,Juvenile Featuring Mannie Fresh & Lil' Wayne,Back That Thang Up,20,20,NA,NA,NA,NA
20,20,Savage Garden,I Knew I Loved You,31,5,NA,NA,NA,NA
21,13,98 Degrees,I Do (Cherish You),21,16,NA,NA,NA,NA
22,8,Deborah Cox With R.L.,We Can't Be Friends,11,11,NA,NA,NA,NA
23,23,Warren G Featuring Mack 10,I Want It All,27,10,NA,NA,NA,NA
24,24,Blaque,Bring It All To Me,42,5,NA,NA,NA,NA
25,25,Backstreet Boys,Larger Than Life,25,10,NA,NA,NA,NA
26,24,Martina McBride,I Love You,24,13,NA,NA,NA,NA
27,4,Smash Mouth,All Star,22,27,NA,NA,NA,NA
28,12,R. Kelly,If I Could Turn Back The Hands Of Time,34,13,NA,NA,NA,NA
29,26,Eve,Gotta Man,26,10,NA,NA,NA,NA
30,30,Mint Condition ,If You Love Me,43,3,NA,NA,NA,NA
31,23,Shania Twain,Man! I Feel Like A Woman!,23,28,NA,NA,NA,NA
32,32,Will Smith Featuring K-Ci,Will 2K,41,4,NA,NA,NA,NA
33,16,Goo Goo Dolls,Black Balloon,32,20,NA,NA,NA,NA
34,14,Tal Bachman,She's So High,35,23,NA,NA,NA,NA
35,21,Eric Benet Featuring Tamia,Spend My Life With You,44,21,NA,NA,NA,NA
36,36, IMx,Stay The Night,38,7,NA,NA,NA,NA
37,36,"B.G. Featuring Baby, Turk, Mannie Fresh, Juvenile & Lil' Wayne",Bling Bling,36,10,NA,NA,NA,NA
38,33,Destiny's Child,Bug A Boo,33,9,NA,NA,NA,NA
39,6,Backstreet Boys,I Want It That Way,40,31,NA,NA,NA,NA
40,40,Train,Meet Virginia,45,7,NA,NA,NA,NA
