rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Bryan Adams,(Everything I Do) I Do It For You,NA,NA,5,NA,5WEEKS AT NO. 1,9WEEKS ON CHART
2,2,Lenny Kravitz,It Ain't Over 'til It's Over,3,12,NA,NA,NA,NA
3,2,Amy Grant,Every Heartbeat,2,11,NA,NA,NA,NA
4,4, Roxette,Fading Like A Flower (Every Time You Leave),5,11,NA,NA,NA,NA
5,4,D.J. Jazzy Jeff & The Fresh Prince,Summertime,4,11,NA,NA,NA,NA
6,6,Corina,Temptation,6,15,NA,NA,NA,NA
7,7,Scorpions,Wind Of Change,9,13,NA,NA,NA,NA
8,8,Paula Abdul,The Promise Of A New Day,12,6,NA,NA,NA,NA
9,9,The KLF,3 A.M. Eternal,10,10,NA,NA,NA,NA
10,10,Hi-Five,I Can't Wait Another Minute,11,10,NA,NA,NA,NA
11,11,Boyz II Men,Motownphilly,13,11,NA,NA,NA,NA
12,12,C+C Music Factory,Things That Make You Go Hmmmm. . .,15,6,NA,NA,NA,NA
13,13,Seal,Crazy,14,10,NA,NA,NA,NA
14,14,Natalie Cole,Unforgettable,16,7,NA,NA,NA,NA
15,8,The Escape Club ,I'll Be There,8,14,NA,NA,NA,NA
16,16,Michael Bolton,"Time, Love And Tenderness",20,7,NA,NA,NA,NA
17,17,Cathy Dennis,Too Many Walls,19,8,NA,NA,NA,NA
18,18,Color Me Badd, I Adore Mi Amor,23,5,NA,NA,NA,NA
19,2,Rhythm Syndicate,P.A.S.S.I.O.N.,7,13,NA,NA,NA,NA
20,20,Rod Stewart,The Motown Song,22,8,NA,NA,NA,NA
21,21,Heavy D & The Boyz,Now That We Found Love,21,9,NA,NA,NA,NA
22,22,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,Good Vibrations,25,6,NA,NA,NA,NA
23,23, Firehouse,Love Of A Lifetime,27,9,NA,NA,NA,NA
24,24,Whitney Houston,My Name Is Not Susan,29,5,NA,NA,NA,NA
25,25,Robbie Nevil,Just Like You,31,8,NA,NA,NA,NA
26,2,Jesus Jones,"Right Here, Right Now",18,20,NA,NA,NA,NA
27,27,R.E.M.,Shiny Happy People,34,5,NA,NA,NA,NA
28,28,Tom Petty And The Heartbreakers,Learning To Fly,33,9,NA,NA,NA,NA
29,29,Huey Lewis & The News,It Hit Me Like A Hammer,35,6,NA,NA,NA,NA
30,30,3rd Bass,Pop Goes The Weasel,36,7,NA,NA,NA,NA
31,26,The Black Crowes,Hard To Handle,26,10,NA,NA,NA,NA
32,17,Cher,Love And Understanding,17,11,NA,NA,NA,NA
33,29,Guns N' Roses,You Could Be Mine,30,7,NA,NA,NA,NA
34,34,Bonnie Raitt ,Something To Talk About,39,6,NA,NA,NA,NA
35,35,Aaron Neville,Everybody Plays The Fool,41,6,NA,NA,NA,NA
36,36,Karyn White,Romantic,52,2,NA,NA,NA,NA
37,37,Extreme,Hole Hearted,45,4,NA,NA,NA,NA
38,1,EMF,Unbelievable,24,20,NA,NA,NA,NA
39,28,Nelson,Only Time Will Tell,28,10,NA,NA,NA,NA
40,40,Natural Selection,Do Anything,47,3,NA,NA,NA,NA
41,41,Jomanda,Got A Love For You,44,8,NA,NA,NA,NA
42,1,Paula Abdul,Rush Rush,32,16,NA,NA,NA,NA
43,6,Michael W. Smith,Place In This World,37,17,NA,NA,NA,NA
44,44,38 Special,The Sound Of Your Voice,48,7,NA,NA,NA,NA
45,45,Martika,Love. . .Thy Will Be Done,57,3,NA,NA,NA,NA
46,7,Tara Kemp,Piece Of My Heart,38,16,NA,NA,NA,NA
47,NA,Metallica,Enter Sandman,NA,NA,NA,NA,NA,NA
48,21,Salt-N-Pepa,Do You Want Me,43,23,NA,NA,NA,NA
49,49,Tony Terry,With You,53,9,NA,NA,NA,NA
50,50,Tami Show,The Truth,59,4,NA,NA,NA,NA
51,37,Lisa Lisa And Cult Jam,Let The Beat Hit 'Em,46,10,NA,NA,NA,NA
52,40,Desmond Child,Love On A Rooftop,40,10,NA,NA,NA,NA
53,53,The La's,There She Goes,56,6,NA,NA,NA,NA
54,54,Young M.C.,That's The Way Love Goes,60,4,NA,NA,NA,NA
55,55, Luther Vandross,Don't Want To Be A Fool,62,4,NA,NA,NA,NA
56,56,Chesney Hawkes,The One And Only,63,4,NA,NA,NA,NA
57,54,Coro,My Fallen Angel,54,7,NA,NA,NA,NA
58,58, Latin Alliance Featuring War,Low Rider (On The Boulevard),73,3,NA,NA,NA,NA
59,59,Lighter Shade Of Brown Featuring Teardrop & Shiro,Latin Active,65,6,NA,NA,NA,NA
60,60,Vanessa Williams,Running Back To You,67,3,NA,NA,NA,NA
61,7,UB40,Here I Am (Come And Take Me),49,23,NA,NA,NA,NA
62,12,Wilson Phillips,The Dream Is Still Alive,42,13,NA,NA,NA,NA
63,24,After 7,"Nights Like This (From ""The Five Heartbeats"")",51,14,NA,NA,NA,NA
64,64,Henry Lee Summer,Till Somebody Loves You,71,3,NA,NA,NA,NA
65,2,Color Me Badd,"I Wanna Sex You Up (From ""New Jack City"")",50,21,NA,NA,NA,NA
66,66,Oaktown's 3.5.7,Turn It Up,76,4,NA,NA,NA,NA
67,52,Peabo Bryson,Can You Stop The Rain,68,10,NA,NA,NA,NA
68,68,Jasmine Guy,Just Want To Hold You,74,4,NA,NA,NA,NA
69,69,Marc Cohn,Silver Thunderbird,75,3,NA,NA,NA,NA
70,1,Extreme,More Than Words,55,23,NA,NA,NA,NA
71,71,Kingofthehill,If I Say,77,3,NA,NA,NA,NA
72,72,Billy Falcon,Power Windows,84,2,NA,NA,NA,NA
73,23,Steelheart,I'll Never Let You Go,58,24,NA,NA,NA,NA
74,74,Siouxsie & The Banshees ,Kiss Them For Me,78,2,NA,NA,NA,NA
75,75,RTZ,Face The Music,90,2,NA,NA,NA,NA
76,76,Cut 'N' Move,Get Serious,79,4,NA,NA,NA,NA
77,NA,Bob Seger & The Silver Bullet Band,The Real Love,NA,NA,NA,NA,NA,NA
78,66,Prince And The N.P.G.,Gett Off,66,2,NA,NA,NA,NA
79,79,TKA,Louder Than Love,85,3,NA,NA,NA,NA
80,80,Donna Summer,When Love Cries,92,2,NA,NA,NA,NA
81,11,David A. Stewart Introducing Candy Dulfer,Lily Was Here,61,15,NA,NA,NA,NA
82,43,Gloria Estefan,Can't Forget You,70,12,NA,NA,NA,NA
83,80,Hi-C,I'm Not Your Puppet,80,2,NA,NA,NA,NA
84,NA,Jesus Jones,Real Real Real,NA,NA,NA,NA,NA,NA
85,85,PC Quest,After The Summer's Gone,93,2,NA,NA,NA,NA
86,83,Erasure,Chorus,83,3,NA,NA,NA,NA
87,NA,Bad Company,Walk Through Fire,NA,NA,NA,NA,NA,NA
88,88,B.G. The Prince Of Rap,This Beat Is Hot,89,2,NA,NA,NA,NA
89,NA,DJ Quik,Tonite,NA,NA,NA,NA,NA,NA
90,13,Marc Cohn,Walking In Memphis,69,22,NA,NA,NA,NA
91,86,Keedy,Wishing On The Same Star,86,2,NA,NA,NA,NA
92,4,Luther Vandross,Power Of Love/Love Power,72,18,NA,NA,NA,NA
93,NA,Salt-N-Pepa,Let's Talk About Sex,NA,NA,NA,NA,NA,NA
94,39,Stereo MC's,Elevate My Mind,64,13,NA,NA,NA,NA
95,88,Tevin Campbell,"Just Ask Me To (From ""Boyz N The Hood"")",88,3,NA,NA,NA,NA
96,11,Lisa Fischer,How Can I Ease The Pain,82,20,NA,NA,NA,NA
97,55,Thunder ,Dirty Love,96,13,NA,NA,NA,NA
98,NA,Gerardo,When The Lights Go Out,NA,NA,NA,NA,NA,NA
99,4,R.E.M.,Losing My Religion,81,21,NA,NA,NA,NA
100,78,Alice Cooper,Hey Stoopid,87,5,NA,NA,NA,NA
