rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Sinead O'Connor,Nothing Compares 2 U,NA,NA,2,NA,2WEEKS AT NO. 1,7WEEKS ON CHART,NA
2,2,Jane Child,Don't Wanna Fall In Love,2,12,NA,NA,NA,NA,jane-child-t4k-53x53.jpg
3,3,Calloway,I Wanna Be Rich,4,12,NA,NA,NA,NA,calloway-4yt-53x53.jpg
4,3,Lisa Stansfield,All Around The World,3,13,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
5,5,Michael Bolton,How Can We Be Lovers ,7,9,NA,NA,NA,NA,michael-bolton-53x53.jpg
6,6,Babyface,Whip Appeal,11,10,NA,NA,NA,NA,babyface-qq8-53x53.jpg
7,6,Luther Vandross,Here And Now,6,19,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
8,8,Motley Crue,Without You,9,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
9,9,A'me Lorain,"Whole Wide World (From ""True Love"")",10,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
10,10,Heart,All I Wanna Do Is Make Love To You,18,5,NA,NA,NA,NA,heart-2lh-53x53.jpg
11,11,Aerosmith,What It Takes,13,7,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
12,12,Madonna ,Vogue,28,3,NA,NA,NA,NA,madonna-53x53.jpg
13,13,Seduction,Heartbeat,15,10,NA,NA,NA,NA,seduction-tw8-53x53.jpg
14,1,Tommy Page,I'll Be Your Everything,5,11,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
15,15,Linear,Sending All My Love,19,11,NA,NA,NA,NA,linear-2w1-53x53.jpg
16,16,Wilson Phillips ,Hold On,20,7,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
17,17,Janet Jackson,Alright,24,4,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
18,18,Sweet Sensation,Love Child,21,7,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
19,8,KISS,Forever,8,13,NA,NA,NA,NA,kiss-53x53.jpg
20,20,Rod Stewart With Ronald Isley ,This Old Heart Of Mine,25,6,NA,NA,NA,NA,rod-stewart-ao5-53x53.jpg
21,21,Adam Ant,Room At The Top,23,8,NA,NA,NA,NA,adam-ant-cr8-53x53.jpg
22,22,Don Henley,The Heart Of The Matter,22,11,NA,NA,NA,NA,don-henley-53x53.jpg
23,1,Taylor Dayne,Love Will Lead You Back,12,14,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
24,24,Bell Biv DeVoe,Poison,29,4,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
25,1,Alannah Myles,Black Velvet,14,17,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
26,26,Digital Underground,The Humpty Dance,30,7,NA,NA,NA,NA,digital-underground-xf6-53x53.jpg
27,NA,M.C. Hammer,U Can't Touch This,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
28,28,Expose,Your Baby Never Looked Good In Blue,31,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
29,29,Roxette ,"It Must Have Been Love (From ""Pretty Woman"")",34,4,NA,NA,NA,NA,roxette-cd8-53x53.jpg
30,7,Technotronic,Get Up! (Before The Night Is Over),16,14,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
31,3,Phil Collins,I Wish It Would Rain Down,17,13,NA,NA,NA,NA,phil-collins-53x53.jpg
32,24,The U-Krew,If U Were Mine,26,14,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
33,33,Salt-N-Pepa,Expression,36,8,NA,NA,NA,NA,salt-n-pepa-33c-53x53.jpg
34,34,Faster Pussycat,House Of Pain,40,10,NA,NA,NA,NA,faster-pussycat-ltc-53x53.jpg
35,35,Fleetwood Mac,Save Me,41,4,NA,NA,NA,NA,fleetwood-mac-53x53.jpg
36,36,After 7,Ready Or Not,44,5,NA,NA,NA,NA,after-7-zay-53x53.jpg
