rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
37,37,Corey Hart,A Little Love,39,7,NA,NA,NA,NA,corey-hart-6qm-53x53.jpg
38,38,Perfect Gentlemen,Ooh La La (I Can't Get Over You),47,3,NA,NA,NA,NA,perfect-gentlemen-vqj-53x53.jpg
39,20,Cher,Heart Of Stone,27,12,NA,NA,NA,NA,cher-9v4-53x53.jpg
40,31,Quincy Jones ,The Secret Garden,32,8,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
41,41,Timmy T.,Time After Time,42,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
42,42,Jude Cole,"Baby, It's Tonight",51,3,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
43,43,Giant ,I'll See You In My Dreams,45,6,NA,NA,NA,NA,giant-2ay-53x53.jpg
44,44,Basia,Cruising For Bruising,52,4,NA,NA,NA,NA,basia-q0s-53x53.jpg
45,9,Biz Markie,Just A Friend,38,15,NA,NA,NA,NA,biz-markie-684-53x53.jpg
46,11,Linda Ronstadt (Featuring Aaron Neville),All My Life,33,12,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
47,47, Electronic,Getting Away With It,48,5,NA,NA,NA,NA,electronic-f2h-53x53.jpg
48,7,Michel'le,No More Lies,37,24,NA,NA,NA,NA,michelle-53x53.jpg
49,49,Gloria Estefan,Oye Mi Canto (Hear My Voice),54,4,NA,NA,NA,NA,gloria-estefan-53x53.jpg
50,46,Robert Plant,Hurting Kind (I've Got My Eyes On You),46,6,NA,NA,NA,NA,robert-plant-mbo-53x53.jpg
51,NA,Phil Collins,Do You Remember?,NA,NA,NA,NA,NA,NA,phil-collins-53x53.jpg
52,52, Whistle,Always And Forever,59,4,NA,NA,NA,NA,whistle-d5v-53x53.jpg
53,53,The Cover Girls,All That Glitters Isn't Gold,58,4,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
54,1,Janet Jackson,Escapade,35,15,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
55,NA,Richard Marx,Children Of The Night,NA,NA,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
56,56,Peter Murphy,Cuts You Up,60,6,NA,NA,NA,NA,peter-murphy-v99-53x53.jpg
57,57,Partners In Kryme,Turtle Power,89,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
58,58,Depeche Mode,Enjoy The Silence,73,3,NA,NA,NA,NA,depeche-mode-53x53.jpg
59,59,Laura Branigan,Moonlight On Water,67,5,NA,NA,NA,NA,laura-branigan-0li-53x53.jpg
60,60,The B-52s,Deadbeat Club,84,2,NA,NA,NA,NA,the-b52s-53x53.jpg
61,61,Soul II Soul,Get A Life,72,3,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
62,62,Michel'le,Nicety,74,3,NA,NA,NA,NA,michelle-53x53.jpg
63,43,Regina Belle,Make It Like It Was,43,10,NA,NA,NA,NA,regina-belle-7to-53x53.jpg
64,1,Paula Abdul (Duet With The Wild Pair),Opposites Attract,50,20,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
65,55,Tesla,The Way It Is,55,8,NA,NA,NA,NA,tesla-rcz-53x53.jpg
66,66,Bad English,Heaven Is A 4 Letter Word,68,3,NA,NA,NA,NA,bad-english-knp-53x53.jpg
67,67,Grayson Hugh & Betty Wright,"How 'Bout Us (From ""True Love"")",70,5,NA,NA,NA,NA,grayson-hugh-1wu-53x53.jpg
68,68,Damn Yankees,Coming Of Age,85,2,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
69,69,Hi Tek 3 Featuring Ya Kid K,Spin That Wheel,83,3,NA,NA,NA,NA,hi-tek-kuq-53x53.jpg
70,18,Elton John,Sacrifice,61,16,NA,NA,NA,NA,elton-john-qls-53x53.jpg
71,71,L.A. Guns,The Ballad Of Jayne,79,4,NA,NA,NA,NA,la-guns-3yt-53x53.jpg
72,2, Roxette,Dangerous,56,20,NA,NA,NA,NA,roxette-cd8-53x53.jpg
73,NA,Nikki,Notice Me,NA,NA,NA,NA,NA,NA,nikki-49e-53x53.jpg
74,3,The B-52s,Roam ,53,19,NA,NA,NA,NA,the-b52s-53x53.jpg
75,NA,Brent Bourgeois,Dare To Fall In Love,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
76,76,Beats International,Dub Be Good To Me,86,3,NA,NA,NA,NA,beats-international-jrf-53x53.jpg
77,46,Kaoma,Lambada,66,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
78,NA,D-Mob With Cathy Dennis,That's The Way Of The World,NA,NA,NA,NA,NA,NA,d-mob-k40-53x53.jpg
79,79,The 4 Of Us,Drag My Bad Name Down,92,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
80,10,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,62,20,NA,NA,NA,NA,d-mob-k40-53x53.jpg
81,29,Stevie B,Love Me For Life,63,13,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
82,34,Natalie Cole,"Wild Women Do (From ""Pretty Woman"")",57,10,NA,NA,NA,NA,natalie-cole-53x53.jpg
83,8,Madonna,Keep It Together,49,13,NA,NA,NA,NA,madonna-53x53.jpg
84,49,Bonnie Raitt,Have A Heart,64,8,NA,NA,NA,NA,bonnie-raitt-ae3-53x53.jpg
85,85,The Cure,Pictures Of You,94,2,NA,NA,NA,NA,the-cure-53x53.jpg
86,NA,Elton John,Club At The End Of The Street,NA,NA,NA,NA,NA,NA,elton-john-qls-53x53.jpg
87,40,Lou Gramm,True Blue Love,65,11,NA,NA,NA,NA,lou-gramm-b5a-53x53.jpg
88,6,Gloria Estefan,Here We Are,76,20,NA,NA,NA,NA,gloria-estefan-53x53.jpg
89,NA,Tyler Collins,Girls Nite Out,NA,NA,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
90,NA,Michael Penn,This & That,NA,NA,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
91,NA,Alice Cooper,Only My Heart Talkin',NA,NA,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
92,NA,Gorky Park,Try To Find Me,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,48,Leila K With Rob 'N' Raz,Got To Get,78,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
94,20,Warrant,Sometimes She Cries,69,17,NA,NA,NA,NA,warrant-53x53.jpg
95,73,Pajama Party,Hide And Seek,82,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
96,5,Bad English,Price Of Love,75,19,NA,NA,NA,NA,bad-english-knp-53x53.jpg
97,NA,Louie Louie,Sittin' In The Lap Of Luxury,NA,NA,NA,NA,NA,NA,louie-louie-a0d-53x53.jpg
98,NA, Slaughter,Up All Night,NA,NA,NA,NA,NA,NA,slaughter-53x53.jpg
99,6,Billy Joel,I Go To Extremes,71,16,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
100,87,Jimmy Somerville,You Make Me Feel (Mighty Real),87,4,NA,NA,NA,NA,jimmy-somerville-0i6-53x53.jpg
