rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Color Me Badd,All 4 Love,NA,NA,NA,2,2LAST WEEK,12WEEKS ON CHART
2,2,Mariah Carey,Can't Let Go,3,11,NA,NA,NA,NA
3,3, George Michael/Elton John,Don't Let The Sun Go Down On Me,4,8,NA,NA,NA,NA
4,1,Michael Jackson,Black Or White,1,10,NA,NA,NA,NA
5,5,CeCe Peniston,Finally,5,18,NA,NA,NA,NA
6,6,Prince And The N.P.G.,Diamonds And Pearls,6,8,NA,NA,NA,NA
7,7,Shanice,I Love Your Smile,7,10,NA,NA,NA,NA
8,6,Nirvana,Smells Like Teen Spirit,9,8,NA,NA,NA,NA
9,9,U2,Mysterious Ways,15,10,NA,NA,NA,NA
10,10,Right Said Fred,I'm Too Sexy,31,6,NA,NA,NA,NA
11,5,M.C. Hammer,2 Legit 2 Quit,11,12,NA,NA,NA,NA
12,12,Tevin Campbell,Tell Me What You Want Me To Do,16,12,NA,NA,NA,NA
13,12,Genesis, No Son Of Mine,12,13,NA,NA,NA,NA
14,14,Karyn White,The Way I Feel About You,17,9,NA,NA,NA,NA
15,2,Boyz II Men,It's So Hard To Say Goodbye To Yesterday,8,19,NA,NA,NA,NA
16,7, M.C. Hammer,Addams Groove,10,8,NA,NA,NA,NA
17,1,P.M. Dawn,Set Adrift On Memory Bliss,13,15,NA,NA,NA,NA
18,10,Marky Mark & The Funky Bunch,Wildside,14,12,NA,NA,NA,NA
19,19,Keith Sweat,Keep It Comin',26,9,NA,NA,NA,NA
20,20,Rod Stewart,Broken Arrow,22,15,NA,NA,NA,NA
21,7,Amy Grant,That's What Love Is For,20,18,NA,NA,NA,NA
22,1,Michael Bolton ,When A Man Loves A Woman,19,16,NA,NA,NA,NA
23,23,Mr. Big,To Be With You,50,6,NA,NA,NA,NA
24,22,Gloria Estefan,Live For Loving You,23,16,NA,NA,NA,NA
25,12,Richard Marx,Keep Coming Back,21,13,NA,NA,NA,NA
26,26,Stacy Earl ,Love Me All Up,30,11,NA,NA,NA,NA
27,6,Paula Abdul,Blowing Kisses In The Wind,18,15,NA,NA,NA,NA
28,28,The Storm,I've Got A Lot To Learn About Love,34,14,NA,NA,NA,NA
29,29,Bonnie Raitt,I Can't Make You Love Me,39,10,NA,NA,NA,NA
30,30,Boyz II Men,Uhh Ahh,35,7,NA,NA,NA,NA
31,27, Lisa Stansfield,Change,27,13,NA,NA,NA,NA
32,32,Amy Grant,Good For Me,69,2,NA,NA,NA,NA
33,33,Natural Selection,Hearts Don't Think (They Feel),46,8,NA,NA,NA,NA
34,34,The Party,In My Dreams,44,11,NA,NA,NA,NA
35,25,Jodeci,Forever My Lady,29,14,NA,NA,NA,NA
36,32,Heavy D & The Boyz,Is It Good To You,32,10,NA,NA,NA,NA
37,6,Naughty By Nature,O.P.P.,28,21,NA,NA,NA,NA
38,2,Bryan Adams,Can't Stop This Thing We Started,25,20,NA,NA,NA,NA
39,39,Eddie Money,I'll Get By,54,6,NA,NA,NA,NA
40,10,Guns N' Roses,Don't Cry,24,19,NA,NA,NA,NA
41,41,Kym Sims,Too Blind To See It,47,11,NA,NA,NA,NA
42,42,Bryan Adams,There Will Never Be Another Tonight,55,6,NA,NA,NA,NA
43,37,Cher,Save Up All Your Tears,40,15,NA,NA,NA,NA
44,44,Scorpions,Send Me An Angel,48,12,NA,NA,NA,NA
45,45,Paula Abdul,Vibeology,65,2,NA,NA,NA,NA
46,32,Roxette,Spending My Time,38,14,NA,NA,NA,NA
47,6,Roberta Flack With Maxi Priest,Set The Night To Music,36,19,NA,NA,NA,NA
48,41,Guns N' Roses,Live And Let Die,41,6,NA,NA,NA,NA
49,37,Motley Crue,Home Sweet Home,37,12,NA,NA,NA,NA
50,35,Metallica,The Unforgiven,43,8,NA,NA,NA,NA
51,43,Lighter Shade Of Brown,On A Sunday Afternoon,52,9,NA,NA,NA,NA
52,1,Prince And The N.P.G.,Cream,33,18,NA,NA,NA,NA
53,NA,Michael Jackson,Remember The Time,NA,NA,NA,NA,NA,NA
54,29,Angelica,Angel Baby,42,15,NA,NA,NA,NA
55,46,Icy Blu,I Wanna Be Your Girl,49,13,NA,NA,NA,NA
56,23,Geto Boys,Mind Playing Tricks On Me,45,17,NA,NA,NA,NA
57,40,Digital Underground,Kiss You Back ,51,11,NA,NA,NA,NA
58,42,Tracie Spencer,Tender Kisses,57,15,NA,NA,NA,NA
59,59,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),73,4,NA,NA,NA,NA
60,51,Kid 'N Play,Ain't Gonna Hurt Nobody,53,11,NA,NA,NA,NA
61,61,Jody Watley,I Want You,61,9,NA,NA,NA,NA
62,62,The Shamen,Move Any Mountain,66,7,NA,NA,NA,NA
63,12,Nia Peeples,Street Of Dreams,59,16,NA,NA,NA,NA
64,58,Firehouse,All She Wrote,58,11,NA,NA,NA,NA
65,62,Vanessa Williams,The Comfort Zone,62,8,NA,NA,NA,NA
66,66,P.M. Dawn,Paper Doll,79,2,NA,NA,NA,NA
67,67,Laissez Faire,In Paradise,70,8,NA,NA,NA,NA
68,62,Jodeci,Stay,67,4,NA,NA,NA,NA
69,69,Clivilles & Cole,A Deeper Love/Pride In The Name Of Love,75,3,NA,NA,NA,NA
70,20,D.J. Jazzy Jeff & The Fresh Prince,Ring My Bell,56,16,NA,NA,NA,NA
71,27,Van Halen,Top Of The World,63,16,NA,NA,NA,NA
72,72,RTZ,Until Your Love Comes Back Around,96,2,NA,NA,NA,NA
73,73,Luther Vandross,The Rush,77,4,NA,NA,NA,NA
74,37,Shabba Ranks (Featuring Maxi Priest),Housecall,64,14,NA,NA,NA,NA
75,66,M.C. Breed & D.F.C.,Ain't No Future In Yo' Fronting,74,20,NA,NA,NA,NA
76,51,Corina,Whispers,71,18,NA,NA,NA,NA
77,77,M.C. Brains,Oochie Coochie,87,2,NA,NA,NA,NA
78,45,Lita Ford,Shot Of Poison,72,13,NA,NA,NA,NA
79,NA,Michael Bolton, Missing You Now,NA,NA,NA,NA,NA,NA
80,80,Rhythm Syndicate,Blinded By Love,84,2,NA,NA,NA,NA
81,81,Celine Dion And Peabo Bryson,Beauty And The Beast,88,2,NA,NA,NA,NA
82,82,Blur,There's No Other Way,90,3,NA,NA,NA,NA
83,78,Bette Midler,Every Road Leads Back To You,78,6,NA,NA,NA,NA
84,84,Clubland,Hold On (Tighter To Love),93,4,NA,NA,NA,NA
85,49,Lisette Melendez,A Day In My Life (Without You),80,18,NA,NA,NA,NA
86,86,The Northern Pikes,She Ain't Pretty,94,4,NA,NA,NA,NA
87,77,Voyce,Within My Heart,82,9,NA,NA,NA,NA
88,50,Public Enemy,Can't Truss It,68,15,NA,NA,NA,NA
89,77,Prince And The N.P.G.,Insatiable,86,7,NA,NA,NA,NA
90,NA,Erin Cruise,Cold Shower,NA,NA,NA,NA,NA,NA
91,91,Charm,Butt Naked,92,2,NA,NA,NA,NA
92,58,The 2 Live Crew,Pop That Coochie,83,13,NA,NA,NA,NA
93,NA,Simply Red,Stars,NA,NA,NA,NA,NA,NA
94,80,Tone-Loc,All Through The Night,89,7,NA,NA,NA,NA
95,76,Red Hot Chili Peppers,Give It Away,85,6,NA,NA,NA,NA
96,NA,Giggles,What Goes Around Comes Around,NA,NA,NA,NA,NA,NA
97,90, BeBe & CeCe Winans Featuring Mavis Staples,I'll Take You There,99,4,NA,NA,NA,NA
98,NA,Tony Terry,Everlasting Love,NA,NA,NA,NA,NA,NA
99,50,C+C Music Factory Presents Zelma Davis,Just A Touch Of Love,76,12,NA,NA,NA,NA
100,71,Ozzy Osbourne,No More Tears,81,9,NA,NA,NA,NA
