rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",NA,NA,3,NA,3 WEEKS AT NO. 1,6WEEKS ON CHART
2,1,Michael Jackson,You Are Not Alone,2,4,NA,NA,NA,NA
3,1,Seal,Kiss From A Rose,3,14,NA,NA,NA,NA
4,1,TLC,Waterfalls,4,16,NA,NA,NA,NA
5,5, Janet Jackson,Runaway,6,2,NA,NA,NA,NA
6,5,All-4-One,I Can Love You Like That,7,15,NA,NA,NA,NA
7,3,Shaggy,Boombastic/In The Summertime,5,19,NA,NA,NA,NA
8,8,Luniz,I Got 5 On It,9,16,NA,NA,NA,NA
9,8,Hootie & The Blowfish,Only Wanna Be With You,8,8,NA,NA,NA,NA
10,10,Sophie B. Hawkins,As I Lay Me Down,13,17,NA,NA,NA,NA
11,4,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",10,14,NA,NA,NA,NA
12,8,Blues Traveler,Run-Around,12,27,NA,NA,NA,NA
13,7,MoKenStef,He's Mine,11,15,NA,NA,NA,NA
14,14,Bone Thugs-N-Harmony,1st Of Tha Month,14,5,NA,NA,NA,NA
15,2,Monica,Don't Take It Personal (Just One Of Dem Days),15,22,NA,NA,NA,NA
16,16,Del Amitri,Roll To Me,20,12,NA,NA,NA,NA
17,17,Natalie Merchant,Carnival,23,8,NA,NA,NA,NA
18,13,Skee-Lo,I Wish,16,22,NA,NA,NA,NA
19,19,Brandy,Brokenhearted,22,3,NA,NA,NA,NA
20,2,The Notorious B.I.G.,One More Chance/Stay With Me,17,14,NA,NA,NA,NA
21,13,Redman/Method Man,"How High (From ""The Show"")",18,5,NA,NA,NA,NA
22,13,Junior M.A.F.I.A. ,Player's Anthem,19,10,NA,NA,NA,NA
23,23,Take That,Back For Good,24,7,NA,NA,NA,NA
24,20,Collective Soul,December,27,20,NA,NA,NA,NA
25,2,Boyz II Men,Water Runs Dry,21,22,NA,NA,NA,NA
26,25,Tim McGraw," I Like It, I Love It",25,5,NA,NA,NA,NA
27,27,Michael Bolton,Can I Touch You...There?,30,4,NA,NA,NA,NA
28,17,Soul For Real,Every Little Thing I Do,29,21,NA,NA,NA,NA
29,10, Jon B. Featuring Babyface,Someone To Love,26,22,NA,NA,NA,NA
30,21,Montell Jordan,Somethin' 4 Da Honeyz,31,7,NA,NA,NA,NA
31,27,D'Angelo,Brown Sugar,32,13,NA,NA,NA,NA
32,31,AZ,Sugar Hill,36,11,NA,NA,NA,NA
33,33,After 7,'Til You Do Me Right,37,12,NA,NA,NA,NA
34,24,Faith Evans,You Used To Love Me,35,13,NA,NA,NA,NA
35,13,Diana King,"Shy Guy (From ""Bad Boys"")",28,26,NA,NA,NA,NA
36,9,Hootie & The Blowfish,Let Her Cry,33,29,NA,NA,NA,NA
37,37,Groove Theory,Tell Me,41,5,NA,NA,NA,NA
38,14,Jodeci,Freek'n You,34,15,NA,NA,NA,NA
39,39,Blessid Union Of Souls,Let Me Be The One,46,8,NA,NA,NA,NA
40,2,Nicki French,Total Eclipse Of The Heart,40,26,NA,NA,NA,NA
41,19,Real McCoy,Come And Get Your Love,38,16,NA,NA,NA,NA
42,42,Bush,Comedown,47,4,NA,NA,NA,NA
43,4,Dionne Farris,I Know,44,35,NA,NA,NA,NA
44,1,Bryan Adams,Have You Ever Really Loved A Woman?,43,24,NA,NA,NA,NA
45,45,Fun Factory,I Wanna B With U,45,10,NA,NA,NA,NA
46,36,Sheryl Crow,Can't Cry Anymore,39,12,NA,NA,NA,NA
47,NA,Lisa Loeb & Nine Stories,Do You Sleep?,NA,NA,NA,NA,NA,NA
48,30,Better Than Ezra,Good,42,13,NA,NA,NA,NA
49,49,Los Del Rio,Macarena (Bayside Boys Mix),50,4,NA,NA,NA,NA
50,50,Jon B,Pretty Girl,51,4,NA,NA,NA,NA
51,51,Solo ,Heaven,53,7,NA,NA,NA,NA
52,17,Naughty By Nature,Feel Me Flow,48,16,NA,NA,NA,NA
53,NA,P.M. Dawn,Downtown Venus,NA,NA,NA,NA,NA,NA
54,54,Deep Blue Something,Breakfast At Tiffany's,60,6,NA,NA,NA,NA
55,14, Bon Jovi,This Ain't A Love Song,52,16,NA,NA,NA,NA
56,NA,Prince,I Hate U,NA,NA,NA,NA,NA,NA
57,57,KRS-One,MC's Act Like They Don't Know,57,3,NA,NA,NA,NA
58,34,Brandy,Best Friend,55,17,NA,NA,NA,NA
59,54,Bruce Hornsby,Walk In The Sun,54,5,NA,NA,NA,NA
60,60,Paula Abdul, Crazy Cool,66,3,NA,NA,NA,NA
61,61,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),62,6,NA,NA,NA,NA
62,49,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind),61,13,NA,NA,NA,NA
63,NA,Immature,"Feel The Funk (From ""Dangerous Minds"")",NA,NA,NA,NA,NA,NA
64,60,Patra,Pull Up To The Bumper,64,8,NA,NA,NA,NA
65,32,Xscape,Feels So Good,56,14,NA,NA,NA,NA
66,NA,Das EFX,Real Hip Hop,NA,NA,NA,NA,NA,NA
67,65,Pure Soul,We Must Be In Love,67,8,NA,NA,NA,NA
68,68,The Dove Shack,"Summertime In The LBC (From ""The Show"")",68,7,NA,NA,NA,NA
69,16,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",58,14,NA,NA,NA,NA
70,45,Chris Isaak,Somebody's Crying,63,16,NA,NA,NA,NA
71,71,Deborah Cox,Sentimental,77,3,NA,NA,NA,NA
72,72,Rusted Root,Send Me On My Way,79,4,NA,NA,NA,NA
73,73,Brian McKnight,On The Down Low,73,6,NA,NA,NA,NA
74,5,Michael Jackson & Janet Jackson, Scream/Childhood,70,15,NA,NA,NA,NA
75,55,Sponge,Molly (Sixteen Candles),72,7,NA,NA,NA,NA
76,31,Shania Twain,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,59,18,NA,NA,NA,NA
77,77,Everything But The Girl,Missing,81,7,NA,NA,NA,NA
78,78,Lost Boyz,"Jeeps, Lex Coups, Bimaz & Benz",78,3,NA,NA,NA,NA
79,61,Perfect Stranger,You Have The Right To Remain Silent,69,8,NA,NA,NA,NA
80,44,2Pac,So Many Tears,75,13,NA,NA,NA,NA
81,54,Brownstone,I Can't Tell You Why,71,11,NA,NA,NA,NA
82,57,Mary J. Blige,I Love You/You Bring Me Joy,80,15,NA,NA,NA,NA
83,83,Martin Page,Keeper Of The Flame,83,6,NA,NA,NA,NA
84,84,Twinz,Round & Round,84,6,NA,NA,NA,NA
85,65,Boyz II Men,Vibin',76,4,NA,NA,NA,NA
86,20,Soul Asylum,Misery,74,13,NA,NA,NA,NA
87,87,Cyndi Lauper ,Hey Now (Girls Just Want To Have Fun),93,3,NA,NA,NA,NA
88,46,Madonna,Human Nature,82,14,NA,NA,NA,NA
89,89,Masta Ace Incorporated,Sittin' On Chrome,89,2,NA,NA,NA,NA
90,NA,Bon Jovi,Lie To Me/Something For The Pain,NA,NA,NA,NA,NA,NA
91,91,Shai,Come With Me,94,2,NA,NA,NA,NA
92,92,Collin Raye,"One Boy, One Girl",95,2,NA,NA,NA,NA
93,79,Pearl Jam ,Jeremy/Yellow Ledbetter,85,7,NA,NA,NA,NA
94,58,Matthew Sweet,Sick Of Myself,87,18,NA,NA,NA,NA
95,95,BLACKstreet,Tonight's The Night,NA,2,NA,NA,NA,NA
96,64,Max-A-Million,Take Your Time (Do It Right),91,12,NA,NA,NA,NA
97,67,Amy Grant,Big Yellow Taxi ,92,15,NA,NA,NA,NA
98,88,Letters To Cleo,Awake,88,3,NA,NA,NA,NA
99,97,Jeff Carson,Not On Your Love,97,2,NA,NA,NA,NA
