rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,TLC,Waterfalls,NA,NA,7,NA,7 WEEKS AT NO. 1,11WEEKS ON CHART
2,2,Seal,Kiss From A Rose,2,9,NA,NA,NA,NA
3,3,Shaggy,Boombastic/In The Summertime,4,14,NA,NA,NA,NA
4,2,The Notorious B.I.G.,One More Chance/Stay With Me,5,9,NA,NA,NA,NA
5,5,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",7,9,NA,NA,NA,NA
6,6,All-4-One,I Can Love You Like That,6,10,NA,NA,NA,NA
7,2,Monica,Don't Take It Personal (Just One Of Dem Days),3,17,NA,NA,NA,NA
8,8,Blues Traveler,Run-Around,8,22,NA,NA,NA,NA
9,9,MoKenStef,He's Mine,10,10,NA,NA,NA,NA
10,2,Boyz II Men,Water Runs Dry,9,17,NA,NA,NA,NA
11,10,Jon B. Featuring Babyface,Someone To Love,11,17,NA,NA,NA,NA
12,12,Luniz,I Got 5 On It,21,11,NA,NA,NA,NA
13,13,Junior M.A.F.I.A.,Player's Anthem,13,5,NA,NA,NA,NA
14,14,Skee-Lo,I Wish,24,17,NA,NA,NA,NA
15,15,Hootie & The Blowfish,Only Wanna Be With You,22,3,NA,NA,NA,NA
16,14,Jodeci,Freek'n You,17,10,NA,NA,NA,NA
17,2,Nicki French,Total Eclipse Of The Heart,12,21,NA,NA,NA,NA
18,9,Hootie & The Blowfish,Let Her Cry,15,24,NA,NA,NA,NA
19,19,Real McCoy,Come And Get Your Love,19,11,NA,NA,NA,NA
20,14,Bon Jovi,This Ain't A Love Song,14,11,NA,NA,NA,NA
21,13,Diana King,"Shy Guy (From ""Bad Boys"")",20,21,NA,NA,NA,NA
22,17, Naughty By Nature,Feel Me Flow,23,11,NA,NA,NA,NA
23,17,Soul For Real,Every Little Thing I Do,18,16,NA,NA,NA,NA
24,24,Faith Evans,You Used To Love Me,29,8,NA,NA,NA,NA
25,1,Bryan Adams ,Have You Ever Really Loved A Woman?,16,19,NA,NA,NA,NA
26,26,Collective Soul, December,26,15,NA,NA,NA,NA
27,27,D'Angelo,Brown Sugar,32,8,NA,NA,NA,NA
28,NA,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",NA,NA,NA,NA,NA,NA
29,29, Montell Jordan,Somethin' 4 Da Honeyz,48,2,NA,NA,NA,NA
30,16,U2,"Hold Me, Thrill Me, Kiss Me, Kill Me",25,9,NA,NA,NA,NA
31,31,Shania Twain,Any Man Of Mine/Whose Bed Have Your Boots Been Under?,37,13,NA,NA,NA,NA
32,4, Dionne Farris,I Know,30,30,NA,NA,NA,NA
33,33,Sophie B. Hawkins,As I Lay Me Down,40,12,NA,NA,NA,NA
34,2,Adina Howard,Freak Like Me,31,28,NA,NA,NA,NA
35,20, Soul Asylum,Misery,28,8,NA,NA,NA,NA
36,36,AZ,Sugar Hill,39,6,NA,NA,NA,NA
37,8,Blessid Union Of Souls,I Believe,27,27,NA,NA,NA,NA
38,32,Xscape,Feels So Good,36,9,NA,NA,NA,NA
39,30,Better Than Ezra,Good,33,8,NA,NA,NA,NA
40,1,Montell Jordan,This Is How We Do It,35,26,NA,NA,NA,NA
41,41,After 7,'Til You Do Me Right,44,7,NA,NA,NA,NA
42,38,Sheryl Crow,Can't Cry Anymore,38,7,NA,NA,NA,NA
43,43,Del Amitri,Roll To Me,43,7,NA,NA,NA,NA
44,5,Michael Jackson & Janet Jackson,Scream/Childhood,34,10,NA,NA,NA,NA
45,34,Brandy,Best Friend,42,12,NA,NA,NA,NA
46,46,Natalie Merchant,Carnival,46,3,NA,NA,NA,NA
47,3,Method Man Featuring Mary J. Blige,I'll Be There For You/You're All I Need To Get By,41,16,NA,NA,NA,NA
48,46,Madonna ,Human Nature,50,9,NA,NA,NA,NA
49,45,Chris Isaak,Somebody's Crying,45,11,NA,NA,NA,NA
50,50,The Bucketheads,The Bomb! (These Sounds Fall Into My Mind),51,8,NA,NA,NA,NA
51,51,Fun Factory,I Wanna B With U,53,5,NA,NA,NA,NA
52,52,Elton John,Made In England,52,6,NA,NA,NA,NA
53,44,2Pac,So Many Tears,49,8,NA,NA,NA,NA
54,54,Brownstone ,I Can't Tell You Why,57,6,NA,NA,NA,NA
55,55,Sponge,Molly (Sixteen Candles),56,2,NA,NA,NA,NA
56,56,Take That,Back For Good,63,2,NA,NA,NA,NA
57,13,Total Featuring The Notorious B.I.G.,"Can't You See (From ""New Jersey Drive"")",58,20,NA,NA,NA,NA
58,44,E-40 (Featuring Suga T),Sprinkle Me,55,9,NA,NA,NA,NA
59,59,Blessid Union Of Souls,Let Me Be The One,69,3,NA,NA,NA,NA
60,60,Patra,Pull Up To The Bumper,61,3,NA,NA,NA,NA
61,34,Kut Klose,I Like,62,19,NA,NA,NA,NA
62,28,Paula Abdul,My Love Is For Real,59,10,NA,NA,NA,NA
63,45,Brian McKnight,"Crazy Love (From ""Jason's Lyric"")",60,19,NA,NA,NA,NA
64,58,Matthew Sweet,Sick Of Myself,73,13,NA,NA,NA,NA
65,43,Chef Raekwon,Glaciers Of Ice/Criminology,54,6,NA,NA,NA,NA
66,57,Mary J. Blige,I Love You/You Bring Me Joy,65,10,NA,NA,NA,NA
67,67,Perfect Stranger,You Have The Right To Remain Silent,77,3,NA,NA,NA,NA
68,68,Adina Howard,My Up And Down,68,6,NA,NA,NA,NA
69,69,Elastica,Stutter,71,5,NA,NA,NA,NA
70,59,Tony Thompson,I Wanna Love Like That,67,13,NA,NA,NA,NA
71,60,"Dis `N' Dat Feat. 95 South,69 Boyz & K-Nock",Freak Me Baby,66,16,NA,NA,NA,NA
72,67, Amy Grant,Big Yellow Taxi,72,10,NA,NA,NA,NA
73,64,Max-A-Million,Take Your Time (Do It Right),64,7,NA,NA,NA,NA
74,65,U.N.V.,So In Love With You,74,12,NA,NA,NA,NA
75,75,Pure Soul,We Must Be In Love,87,3,NA,NA,NA,NA
76,76,Filter,Hey Man Nice Shot,76,3,NA,NA,NA,NA
77,53,Alison Krauss + Union Station,When You Say Nothing At All,82,15,NA,NA,NA,NA
78,78,Solo,Heaven,95,2,NA,NA,NA,NA
79,79,Pearl Jam,Jeremy/Yellow Ledbetter,83,2,NA,NA,NA,NA
80,69,Mobb Deep,Survival Of The Fittest,80,10,NA,NA,NA,NA
81,57,Corona,Baby Baby,70,15,NA,NA,NA,NA
82,62,Ol' Dirty Bastard,Shimmy Shimmy Ya,75,14,NA,NA,NA,NA
83,83,The Dove Shack,"Summertime In The LBC (From ""The Show"")",90,2,NA,NA,NA,NA
84,84,Vybe,Warm Summer Daze,84,3,NA,NA,NA,NA
85,71,Mack 10,Foe Life,78,9,NA,NA,NA,NA
86,80,Jordan Hill,"Remember Me This Way (From ""Casper"")",81,7,NA,NA,NA,NA
87,NA,Brian McKnight,On The Down Low,NA,NA,NA,NA,NA,NA
88,88,Ini Kamoze,Listen Me Tic (Woyoi),88,4,NA,NA,NA,NA
89,NA,Twinz,Round & Round,NA,NA,NA,NA,NA,NA
90,NA,Deep Blue Something,Breakfast At Tiffany's,NA,NA,NA,NA,NA,NA
91,91, Everything But The Girl,Missing,94,2,NA,NA,NA,NA
92,92,Tracy Byrd,Walking To Jerusalem,97,2,NA,NA,NA,NA
93,NA,Martin Page,Keeper Of The Flame,NA,NA,NA,NA,NA,NA
94,63,Nuttin' Nyce,Froggy Style,85,13,NA,NA,NA,NA
95,NA,BLACKstreet,Tonight's The Night,NA,NA,NA,NA,NA,NA
96,NA,Scatman John,Scatman (Ski-Ba-Bop-Ba-Dop-Bop),NA,NA,NA,NA,NA,NA
97,NA,Van Halen,Not Enough,NA,NA,NA,NA,NA,NA
98,89,Le Click,Tonight Is The Night,89,5,NA,NA,NA,NA
99,86,Intonation Featuring Joee,Died In Your Arms,93,7,NA,NA,NA,NA
100,52,Rod Stewart,Leave Virginia Alone,79,12,NA,NA,NA,NA
