rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,EMF,Unbelievable,NA,NA,NA,2,2LAST WEEK ,15WEEKS ON CHART
2,1,Paula Abdul,Rush Rush,1,11,NA,NA,NA,NA
3,3,Jesus Jones,"Right Here, Right Now",3,15,NA,NA,NA,NA
4,4,Bryan Adams,(Everything I Do) I Do It For You,14,4,NA,NA,NA,NA
5,5,Rhythm Syndicate,P.A.S.S.I.O.N.,9,8,NA,NA,NA,NA
6,2,Color Me Badd,"I Wanna Sex You Up (From ""New Jack City"")",4,16,NA,NA,NA,NA
7,7,Tara Kemp,Piece Of My Heart,8,11,NA,NA,NA,NA
8,6,Michael W. Smith,Place In This World,6,12,NA,NA,NA,NA
9,9,D.J. Jazzy Jeff & The Fresh Prince,Summertime,12,6,NA,NA,NA,NA
10,7,UB40,Here I Am (Come And Take Me),7,18,NA,NA,NA,NA
11,11,David A. Stewart Introducing Candy Dulfer,Lily Was Here,11,10,NA,NA,NA,NA
12,12,Amy Grant, Every Heartbeat,19,6,NA,NA,NA,NA
13,13,Lenny Kravitz,It Ain't Over 'til It's Over,18,7,NA,NA,NA,NA
14,14,Wilson Phillips,The Dream Is Still Alive,17,8,NA,NA,NA,NA
15,15,Corina,Temptation,22,10,NA,NA,NA,NA
16,16,Roxette,Fading Like A Flower (Every Time You Leave),25,6,NA,NA,NA,NA
17,4,Luther Vandross,Power Of Love/Love Power,5,13,NA,NA,NA,NA
18,18,The Escape Club,I'll Be There,24,9,NA,NA,NA,NA
19,8,Crystal Waters,Gypsy Woman (She's Homeless),10,12,NA,NA,NA,NA
20,20,Scorpions,Wind Of Change,28,8,NA,NA,NA,NA
21,1,Extreme,More Than Words,15,18,NA,NA,NA,NA
22,13, Marc Cohn,Walking In Memphis,13,17,NA,NA,NA,NA
23,23,Steelheart,I'll Never Let You Go,26,19,NA,NA,NA,NA
24,24,Hi-Five,I Can't Wait Another Minute,33,5,NA,NA,NA,NA
25,25,Cher,Love And Understanding,30,6,NA,NA,NA,NA
26,21,Salt-N-Pepa,Do You Want Me,29,18,NA,NA,NA,NA
27,11,Lisa Fischer,How Can I Ease The Pain,16,15,NA,NA,NA,NA
28,18,Londonbeat,A Better Love,20,11,NA,NA,NA,NA
29,29,The KLF, 3 A.M. Eternal,36,5,NA,NA,NA,NA
30,30,Boyz II Men,Motownphilly,34,6,NA,NA,NA,NA
31,31,After 7," Nights Like This (From ""The Five Heartbeats"")",32,9,NA,NA,NA,NA
32,4,R.E.M.,Losing My Religion,21,16,NA,NA,NA,NA
33,10,Another Bad Creation,Playground,27,13,NA,NA,NA,NA
34,34, Seal,Crazy,38,5,NA,NA,NA,NA
35,17,Surface,Never Gonna Let You Down,23,13,NA,NA,NA,NA
36,36,The Black Crowes,Hard To Handle,45,5,NA,NA,NA,NA
37,37, Guns N' Roses,You Could Be Mine,64,2,NA,NA,NA,NA
38,38,Heavy D & The Boyz,Now That We Found Love,47,4,NA,NA,NA,NA
39,39,Stereo MC's,Elevate My Mind,41,8,NA,NA,NA,NA
40,NA, Paula Abdul,The Promise Of A New Day,NA,NA,NA,NA,NA,NA
41,41,Rod Stewart,The Motown Song,50,3,NA,NA,NA,NA
42,42,Michael Bolton,"Time, Love And Tenderness",59,2,NA,NA,NA,NA
43,43,Cathy Dennis,Too Many Walls,54,3,NA,NA,NA,NA
44,40,Keith Washington,Kissing You,40,9,NA,NA,NA,NA
45,45,Nelson,Only Time Will Tell,46,5,NA,NA,NA,NA
46,42,Titiyo,My Body Says Yes,42,7,NA,NA,NA,NA
47,47,Gloria Estefan,Can't Forget You,48,7,NA,NA,NA,NA
48,48,Lisa Lisa And Cult Jam,Let The Beat Hit 'Em,53,5,NA,NA,NA,NA
49,NA,C+C Music Factory,Things That Make You Go Hmmmm. . .,NA,NA,NA,NA,NA,NA
50,36,Yo-Yo Featuring Ice Cube,You Can't Play With My Yo-Yo,37,9,NA,NA,NA,NA
51,51,Firehouse,Love Of A Lifetime,62,4,NA,NA,NA,NA
52,1,Mariah Carey,I Don't Wanna Cry,35,16,NA,NA,NA,NA
53,53,Desmond Child,Love On A Rooftop,57,5,NA,NA,NA,NA
54,54,Natalie Cole,Unforgettable,68,2,NA,NA,NA,NA
55,8,Black Box,Strike It Up,31,16,NA,NA,NA,NA
56,55,Thunder,Dirty Love,55,8,NA,NA,NA,NA
57,42,Damian Dame,Exclusivity,43,10,NA,NA,NA,NA
58,58,PC Quest,Can I Call You My Girl,58,12,NA,NA,NA,NA
59,59,Robbie Nevil,Just Like You,66,3,NA,NA,NA,NA
60,60,Tom Petty And The Heartbreakers,Learning To Fly,67,4,NA,NA,NA,NA
61,51, David Hallyday,Ooh La La,51,9,NA,NA,NA,NA
62,49,Sandee,Love Desire,49,8,NA,NA,NA,NA
63,4,Michael Bolton,Love Is A Wonderful Thing,39,14,NA,NA,NA,NA
64,64,Peabo Bryson,Can You Stop The Rain,69,5,NA,NA,NA,NA
65,60,Michael Damian,What A Price To Pay,60,7,NA,NA,NA,NA
66,47,Daryl Braithwaite,Higher Than Hope,52,8,NA,NA,NA,NA
67,1, Hi-Five,I Like The Way (The Kissing Game),44,22,NA,NA,NA,NA
68,68,Tony Terry,With You,73,4,NA,NA,NA,NA
69,19,Firehouse,Don't Treat Me Bad,63,20,NA,NA,NA,NA
70,70,Cynthia,Break Up To Make Up,76,5,NA,NA,NA,NA
71,71,Bingo Boys,Borrowed Love,79,4,NA,NA,NA,NA
72,35,Poison,Life Goes On,61,12,NA,NA,NA,NA
73,71,Keith Sweat,Your Love,71,6,NA,NA,NA,NA
74,17,LL Cool J,Mama Said Knock You Out,56,15,NA,NA,NA,NA
75,75,3rd Bass,Pop Goes The Weasel,82,2,NA,NA,NA,NA
76,76,Jomanda,Got A Love For You,87,3,NA,NA,NA,NA
77,77,38 Special,The Sound Of Your Voice,100,2,NA,NA,NA,NA
78,78,Icy Blu,Pump It (Nice An' Hard),80,3,NA,NA,NA,NA
79,77,D'zyre,Forever Amo'r,77,7,NA,NA,NA,NA
