rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Sir Mix-A-Lot,Baby Got Back,NA,NA,5,NA,5 WEEKS AT NO. 1,17WEEKS ON CHART
2,2,Madonna,This Used To Be My Playground,2,5,NA,NA,NA,NA
3,3,TLC,Baby-Baby-Baby,3,9,NA,NA,NA,NA
4,4,Billy Ray Cyrus,Achy Breaky Heart,4,13,NA,NA,NA,NA
5,5,Jon Secada,Just Another Day,6,16,NA,NA,NA,NA
6,6,Guns N' Roses,November Rain,11,6,NA,NA,NA,NA
7,7,Tom Cochrane,Life Is A Highway,7,12,NA,NA,NA,NA
8,8,Boyz II Men,"End Of The Road (From ""Boomerang"")",32,3,NA,NA,NA,NA
9,9,En Vogue,Giving Him Something He Can Feel,16,9,NA,NA,NA,NA
10,9,The Cover Girls,Wishing On A Star,9,10,NA,NA,NA,NA
11,1,Mariah Carey,I'll Be There,5,10,NA,NA,NA,NA
12,12,George Michael,Too Funky,12,8,NA,NA,NA,NA
13,13,Kris Kross,Warm It Up,14,9,NA,NA,NA,NA
14,4,Celine Dion,If You Asked Me To,10,15,NA,NA,NA,NA
15,2,Red Hot Chili Peppers,Under The Bridge,8,18,NA,NA,NA,NA
16,16,Jodeci,Come & Talk To Me,18,18,NA,NA,NA,NA
17,10,Luther Vandross And Janet Jackson With BBD And Ralph Tresvant,The Best Things In Life Are Free,15,10,NA,NA,NA,NA
18,18,CeCe Peniston,Keep On Walkin',21,11,NA,NA,NA,NA
19,19,The Cure,Friday I'm In Love,19,8,NA,NA,NA,NA
20,6,Arrested Development,Tennessee,13,17,NA,NA,NA,NA
21,21,Technotronic Featuring Ya Kid K,Move This,24,8,NA,NA,NA,NA
22,22,Elton John,The One,26,6,NA,NA,NA,NA
23,23,Richard Marx,Take This Heart,23,8,NA,NA,NA,NA
24,5,Sophie B. Hawkins,Damn I Wish I Was Your Lover,17,16,NA,NA,NA,NA
25,2,En Vogue,My Lovin' (You're Never Gonna Get It),20,20,NA,NA,NA,NA
26,26,Shakespear's Sister,Stay,33,5,NA,NA,NA,NA
27,27,Michael Jackson ,Jam,31,4,NA,NA,NA,NA
28,28,The B-52s,Good Stuff,29,7,NA,NA,NA,NA
29,1,Kris Kross,Jump,22,18,NA,NA,NA,NA
30,25,Das EFX,They Want EFX,28,13,NA,NA,NA,NA
31,26,Vanessa Williams,Just For Tonight,27,11,NA,NA,NA,NA
32,12,Genesis,Hold On My Heart,25,14,NA,NA,NA,NA
33,18,Color Me Badd,Slow Motion,30,13,NA,NA,NA,NA
34,34,Toad The Wet Sprocket,All I Want,35,6,NA,NA,NA,NA
35,35,Mary J. Blige,"You Remind Me (From ""Strictly Business"")",41,7,NA,NA,NA,NA
36,36,House Of Pain,Jump Around,39,6,NA,NA,NA,NA
37,37,Rozalla,Everybody's Free (To Feel Good),40,6,NA,NA,NA,NA
38,36,Def Leppard,Make Love Like A Man,36,6,NA,NA,NA,NA
39,20,Amy Grant,I Will Remember You,34,15,NA,NA,NA,NA
40,40,Shabba Ranks,"Mr. Loverman (From ""Deep Cover"")",46,8,NA,NA,NA,NA
41,41,K.W.S.,Please Don't Go,51,7,NA,NA,NA,NA
42,42,U2,Even Better Than The Real Thing,48,4,NA,NA,NA,NA
43,4,Joe Public,Live And Learn,37,21,NA,NA,NA,NA
44,39,R. Kelly & Public Announcement,Honey Love,45,11,NA,NA,NA,NA
45,34,Annie Lennox,Why,38,12,NA,NA,NA,NA
46,2,Eric Clapton,Tears In Heaven,44,26,NA,NA,NA,NA
47,1,Vanessa Williams,Save The Best For Last,43,27,NA,NA,NA,NA
48,48,N2Deep ,Back To The Hotel,50,4,NA,NA,NA,NA
49,44,Nice & Smooth,Sometimes I Rhyme Slow,47,13,NA,NA,NA,NA
50,21,Lionel Richie,Do It To Me,42,14,NA,NA,NA,NA
51,16, Mr. Big,Just Take My Heart,49,17,NA,NA,NA,NA
52,52,Stacy Earl,Slowly,52,7,NA,NA,NA,NA
53,53,2 Unlimited,Twilight Zone,57,8,NA,NA,NA,NA
54,4,Queen,We Will Rock You/We Are The Champions,78,31,NA,NA,NA,NA
55,55,Babyface (Featuring Toni Braxton),"Give U My Heart (From ""Boomerang"")",76,2,NA,NA,NA,NA
56,56,Jade,"I Wanna Love You (From ""Class Act"")",62,4,NA,NA,NA,NA
57,57,Joe Public,I Miss You,61,5,NA,NA,NA,NA
58,58,EPMD,Crossover,82,2,NA,NA,NA,NA
59,NA,Genesis,Jesus He Knows Me,NA,NA,NA,NA,NA,NA
60,60,Peter Cetera,Restless Heart,63,4,NA,NA,NA,NA
61,58,Pete Rock & C.L. Smooth,They Reminisce Over You (T.R.O.Y.),58,6,NA,NA,NA,NA
62,62,DJ Quik,Jus Lyke Compton,73,2,NA,NA,NA,NA
63,63,Ralph Tresvant,"Money Can't Buy You Love (From ""Mo' Money"")",69,3,NA,NA,NA,NA
64,64,Tag,The Way I Feel,64,5,NA,NA,NA,NA
65,6,Michael Jackson,In The Closet,56,15,NA,NA,NA,NA
66,57,A Tribe Called Quest,Scenario ,59,9,NA,NA,NA,NA
67,NA,Hi-Five,She's Playing Hard To Get,NA,NA,NA,NA,NA,NA
68,20,Wilson Phillips,You Won't See Me Cry,53,13,NA,NA,NA,NA
69,69,A.L.T. And The Lost Civilization,Tequila,70,4,NA,NA,NA,NA
70,48,The Black Crowes,Remedy,60,8,NA,NA,NA,NA
71,59,L.A. Style,James Brown Is Dead,68,16,NA,NA,NA,NA
72,NA,Bryan Adams,Do I Have To Say The Words?,NA,NA,NA,NA,NA,NA
73,66,Prince And The N.P.G.,Sexy MF,66,2,NA,NA,NA,NA
74,9,Ugly Kid Joe,Everything About You,67,18,NA,NA,NA,NA
75,49,Boyz II Men,Please Don't Go,72,18,NA,NA,NA,NA
76,76,Brooks & Dunn,Boot Scootin' Boogie,89,2,NA,NA,NA,NA
77,53,Brotherhood Creed,Helluva,65,16,NA,NA,NA,NA
78,64, Good 2 Go,Never Satisfied,75,13,NA,NA,NA,NA
79,69,M.C. Brains,Brainstorming,77,5,NA,NA,NA,NA
80,31,Shanice,Silent Prayer,74,15,NA,NA,NA,NA
81,81,Cause And Effect,Another Minute,88,3,NA,NA,NA,NA
82,76,Red Hot Chili Peppers,Give It Away,96,8,NA,NA,NA,NA
83,80,Black Sheep,Strobelite Honey,80,5,NA,NA,NA,NA
84,84,Lil Suzy,Take Me In Your Arms ,100,5,NA,NA,NA,NA
85,15,Def Leppard,Let's Get Rocked,86,17,NA,NA,NA,NA
86,86,Metallica,Wherever I May Roam,91,3,NA,NA,NA,NA
87,53,Tevin Campbell,Strawberry Letter 23,71,9,NA,NA,NA,NA
88,68,The College Boyz,Victim Of The Ghetto,81,11,NA,NA,NA,NA
89,NA,k.d. lang,Constant Craving,NA,NA,NA,NA,NA,NA
90,44,TKA,Maria,79,18,NA,NA,NA,NA
91,91,Glenn Frey, I've Got Mine,99,2,NA,NA,NA,NA
92,81,Mint Condition,Forever In Your Eyes,92,7,NA,NA,NA,NA
93,30,Linear,T.L.C.,85,13,NA,NA,NA,NA
94,NA,AB Logic,The Hitman,NA,NA,NA,NA,NA,NA
95,83,Firehouse,Reach For The Sky,83,5,NA,NA,NA,NA
96,44,Keith Sweat,Why Me Baby?,84,17,NA,NA,NA,NA
97,93,Beastie Boys,So What'cha Want,93,5,NA,NA,NA,NA
98,NA,Celine Dion,Nothing Broken But My Heart,NA,NA,NA,NA,NA,NA
99,34,Bonnie Raitt,Not The Only One,90,16,NA,NA,NA,NA
100,95, Nyasia,Who's Got Your Love,97,4,NA,NA,NA,NA
