rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Vanessa Williams,Save The Best For Last,NA,NA,3,NA,3WEEKS AT NO. 1,10WEEKS ON CHART
2,2,Eric Clapton,Tears In Heaven,2,9,NA,NA,NA,NA
3,3,Michael Jackson,Remember The Time,3,11,NA,NA,NA,NA
4,4,Atlantic Starr ,Masterpiece,6,10,NA,NA,NA,NA
5,1,Mr. Big,To Be With You,4,16,NA,NA,NA,NA
6,1,Right Said Fred,I'm Too Sexy,5,16,NA,NA,NA,NA
7,7,Mint Condition,Breakin' My Heart (Pretty Brown Eyes),7,14,NA,NA,NA,NA
8,8,Mariah Carey,Make It Happen,10,7,NA,NA,NA,NA
9,8,Genesis,I Can't Dance,8,10,NA,NA,NA,NA
10,10,Celine Dion And Peabo Bryson,Beauty And The Beast,14,12,NA,NA,NA,NA
11,11,The KLF Featuring Tammy Wynette,Justified And Ancient,12,10,NA,NA,NA,NA
12,8,Amy Grant,Good For Me,11,12,NA,NA,NA,NA
13,2,Shanice,I Love Your Smile,9,20,NA,NA,NA,NA
14,14,TLC,Ain't 2 Proud 2 Beg,25,7,NA,NA,NA,NA
15,15,Richard Marx,Hazard,19,8,NA,NA,NA,NA
16,16,Color Me Badd,Thinkin' Back,18,10,NA,NA,NA,NA
17,17,Bruce Springsteen,Human Touch/Better Days,17,3,NA,NA,NA,NA
18,18,Kathy Troccoli,Everything Changes,24,7,NA,NA,NA,NA
19,12,Michael Bolton,Missing You Now,13,11,NA,NA,NA,NA
20,20,CeCe Peniston,We Got A Love Thang,22,10,NA,NA,NA,NA
21,16,NKOTB,If You Go Away,16,7,NA,NA,NA,NA
22,22,U2,One,30,4,NA,NA,NA,NA
23,6,Tevin Campbell,Tell Me What You Want Me To Do,15,22,NA,NA,NA,NA
24,9,Queen,Bohemian Rhapsody,49,27,NA,NA,NA,NA
25,21,M.C. Brains,Oochie Coochie,23,12,NA,NA,NA,NA
26,26,Joe Public,Live And Learn,33,4,NA,NA,NA,NA
27,27,Stacy Earl (Featuring The Wild Pair) ,Romeo & Juliet,28,7,NA,NA,NA,NA
28,28,En Vogue,My Lovin' (You're Never Gonna Get It),47,3,NA,NA,NA,NA
29,16,Boyz II Men,Uhh Ahh,20,17,NA,NA,NA,NA
30,30,Jody Watley,I'm The One You Need,36,5,NA,NA,NA,NA
31,3,Prince And The N.P.G.,Diamonds And Pearls,21,18,NA,NA,NA,NA
32,6,Nirvana,Smells Like Teen Spirit,26,18,NA,NA,NA,NA
33,33,Ozzy Osbourne,"Mama, I'm Coming Home",35,8,NA,NA,NA,NA
34,1,Color Me Badd,All 4 Love,27,22,NA,NA,NA,NA
35,35,Bryan Adams,Thought I'd Died And Gone To Heaven,45,4,NA,NA,NA,NA
36,36,Roxette,Church Of Your Heart,39,6,NA,NA,NA,NA
37,37,The Smithereens,Too Much Passion,38,9,NA,NA,NA,NA
38,37, Lidell Townsell,Nu Nu,37,6,NA,NA,NA,NA
39,5,CeCe Peniston,Finally,34,28,NA,NA,NA,NA
40,26,RTZ,Until Your Love Comes Back Around,31,12,NA,NA,NA,NA
41,22,Paul Young,What Becomes Of The Brokenhearted,29,10,NA,NA,NA,NA
42,42,The Williams Brothers,Can't Cry Hard Enough,46,9,NA,NA,NA,NA
43,1,George Michael/Elton John,Don't Let The Sun Go Down On Me,32,18,NA,NA,NA,NA
44,21,Eddie Money,I'll Get By,40,16,NA,NA,NA,NA
45,45,Chris Walker,Take Time,61,4,NA,NA,NA,NA
46,9,U2,Mysterious Ways,41,20,NA,NA,NA,NA
47,47,Salt-N-Pepa,You Showed Me,50,10,NA,NA,NA,NA
