rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,2Pac Featuring K-Ci And JoJo,How Do U Want It/California Love,NA,NA,2,NA,2WEEKS AT NO. 1,6WEEKS ON CHART
2,2,Toni Braxton,You're Makin' Me High/Let It Flow,2,7,NA,NA,NA,NA
3,3,Tracy Chapman,Give Me One Reason,4,16,NA,NA,NA,NA
4,4,Los Del Rio,Macarena (Bayside Boys Mix),5,31,NA,NA,NA,NA
5,1,Bone Thugs-N-Harmony,Tha Crossroads,3,11,NA,NA,NA,NA
6,6,Keith Sweat,Twisted,8,5,NA,NA,NA,NA
7,7,R. Kelly,I Can't Sleep Baby (If I),17,2,NA,NA,NA,NA
8,8,Quad City DJ's,C'mon N' Ride It (The Train),9,19,NA,NA,NA,NA
9,NA, Eric Clapton,Change The World,NA,NA,NA,NA,NA,NA
10,1,Celine Dion,"Because You Loved Me (From ""Up Close & Personal"")",6,20,NA,NA,NA,NA
11,1,Mariah Carey,Always Be My Baby,7,16,NA,NA,NA,NA
12,12,Total,Kissin' You,14,12,NA,NA,NA,NA
13,13,Jewel,Who Will Save Your Soul,13,8,NA,NA,NA,NA
14,9,Monica,Why I Love You So Much/Ain't Nobody,10,7,NA,NA,NA,NA
15,12,Jann Arden,"Insensitive (From ""Bed Of Roses"") ",16,24,NA,NA,NA,NA
16,16,LL Cool J,Loungin,30,3,NA,NA,NA,NA
17,2,The Tony Rich Project,Nobody Knows,12,32,NA,NA,NA,NA
18,18, Crucial Conflict,Hay,18,11,NA,NA,NA,NA
19,4,Alanis Morissette,Ironic,11,19,NA,NA,NA,NA
20,20,112 Featuring The Notorious B.I.G.,Only You,25,8,NA,NA,NA,NA
21,21,Robert Miles,Children,21,11,NA,NA,NA,NA
22,7,Adam Clayton & Larry Mullen,"Theme From Mission: Impossible (From ""Mission: Impossible"")",15,11,NA,NA,NA,NA
23,21,Color Me Badd,"The Earth, The Sun, The Rain",23,12,NA,NA,NA,NA
24,8,George Michael,Fastlove,19,11,NA,NA,NA,NA
25,14,Case Featuring Foxxy Brown,"Touch Me Tease Me (From ""The Nutty Professor"")",24,11,NA,NA,NA,NA
26,26,LeAnn Rimes,Blue,26,5,NA,NA,NA,NA
27,13,La Bouche ,Sweet Dreams,22,17,NA,NA,NA,NA
28,28,Montell Jordan Featuring Slick Rick,"I Like (From ""The Nutty Professor"")",28,4,NA,NA,NA,NA
29,5,SWV,You're The One,20,14,NA,NA,NA,NA
30,30,Dishwalla,Counting Blue Cars,31,16,NA,NA,NA,NA
31,31,Donna Lewis,I Love You Always Forever,42,5,NA,NA,NA,NA
32,32,Natalie Merchant,Jealousy,32,6,NA,NA,NA,NA
33,9,Gin Blossoms,Follow You Down/Til I Hear It From You,27,24,NA,NA,NA,NA
34,22,Jodeci,Get On Up,29,10,NA,NA,NA,NA
35,35,All-4-One,"Someday (From ""The Hunchback Of Notre Dame"")",35,4,NA,NA,NA,NA
36,10,Metallica,Until It Sleeps,33,7,NA,NA,NA,NA
37,29,Coolio,"It's All The Way Live (Now) (From ""Eddie"")",34,8,NA,NA,NA,NA
38,38,The Smashing Pumpkins,"Tonight, Tonight",40,4,NA,NA,NA,NA
39,2,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",37,30,NA,NA,NA,NA
40,40,Maxi Priest Featuring Shaggy,That Girl,51,4,NA,NA,NA,NA
41,2,Everything But The Girl,Missing,38,50,NA,NA,NA,NA
42,20,Natalie Merchant,Wonder,43,33,NA,NA,NA,NA
43,13,Hootie & The Blowfish,Old Man & Me (When I Get To Heaven),36,13,NA,NA,NA,NA
44,35,Delinquent Habits,Tres Delinquentes,39,13,NA,NA,NA,NA
45,30,Michael Jackson,They Don't Care About Us,44,7,NA,NA,NA,NA
46,6, La Bouche,Be My Lover,45,37,NA,NA,NA,NA
47,37,Jars Of Clay,Flood,41,10,NA,NA,NA,NA
48,48,Gloria Estefan,Reach,53,14,NA,NA,NA,NA
49,49,No Mercy ,Where Do You Go,56,3,NA,NA,NA,NA
50,5,Coolio,"1, 2, 3, 4 (Sumpin' New)",46,20,NA,NA,NA,NA
51,8,Whitney Houston & CeCe Winans,"Count On Me (From ""Waiting To Exhale"")",49,18,NA,NA,NA,NA
52,47,Tevin Campbell,Back To The World,47,5,NA,NA,NA,NA
53,10,MC Lyte Featuring Xscape,"Keep On, Keepin' On (From ""Sunset Park"")",48,19,NA,NA,NA,NA
54,52,Cher,One By One,52,6,NA,NA,NA,NA
55,55,Busta Rhymes Featuring Zhane,It's A Party,61,2,NA,NA,NA,NA
56,56,Deborah Cox,Where Do We Go From Here,64,3,NA,NA,NA,NA
57,16,BoDeans,"Closer To Free (From ""Party Of Five"")",55,20,NA,NA,NA,NA
