rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Madonna,Vogue,NA,NA,NA,2,2LAST WEEK,6WEEKS ON CHART,NA
2,1,Sinead O'Connor,Nothing Compares 2 U,1,10,NA,NA,NA,NA,sinead-oconnor-kzg-53x53.jpg
3,3,Heart,All I Wanna Do Is Make Love To You,4,8,NA,NA,NA,NA,heart-2lh-53x53.jpg
4,4,Wilson Phillips,Hold On,6,10,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
5,5,Linear,Sending All My Love,7,14,NA,NA,NA,NA,linear-2w1-53x53.jpg
6,6,Janet Jackson,Alright,8,7,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
7,2,Calloway,I Wanna Be Rich,3,15,NA,NA,NA,NA,calloway-4yt-53x53.jpg
8,8,Bell Biv DeVoe,Poison,10,7,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
9,9,Roxette,"It Must Have Been Love (From ""Pretty Woman"")",16,7,NA,NA,NA,NA,roxette-cd8-53x53.jpg
10,9,Aerosmith,What It Takes,9,10,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
11,11,Rod Stewart With Ronald Isley,This Old Heart Of Mine,13,9,NA,NA,NA,NA,rod-stewart-ao5-53x53.jpg
12,3,Michael Bolton,How Can We Be Lovers,5,12,NA,NA,NA,NA,michael-bolton-53x53.jpg
13,13,Sweet Sensation,Love Child,15,10,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
14,14,Digital Underground,The Humpty Dance,18,10,NA,NA,NA,NA,digital-underground-xf6-53x53.jpg
15,15,M.C. Hammer,U Can't Touch This,19,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
16,16,Perfect Gentlemen,Ooh La La (I Can't Get Over You),23,6,NA,NA,NA,NA,perfect-gentlemen-vqj-53x53.jpg
17,17,Adam Ant,Room At The Top,17,11,NA,NA,NA,NA,adam-ant-cr8-53x53.jpg
18,18,Expose,Your Baby Never Looked Good In Blue,21,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
19,2, Jane Child,Don't Wanna Fall In Love,12,15,NA,NA,NA,NA,jane-child-t4k-53x53.jpg
20,20,After 7,Ready Or Not,24,8,NA,NA,NA,NA,after-7-zay-53x53.jpg
21,6,Babyface,Whip Appeal,11,13,NA,NA,NA,NA,babyface-qq8-53x53.jpg
22,22, Partners In Kryme,Turtle Power,30,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
23,3,Lisa Stansfield,All Around The World,14,16,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
24,24,En Vogue,Hold On,32,3,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
25,25,Phil Collins,Do You Remember?,36,4,NA,NA,NA,NA,phil-collins-53x53.jpg
26,26,Salt-N-Pepa,Expression,27,11,NA,NA,NA,NA,salt-n-pepa-33c-53x53.jpg
27,27,Jude Cole,"Baby, It's Tonight",33,6,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
28,28,Faster Pussycat,House Of Pain,28,13,NA,NA,NA,NA,faster-pussycat-ltc-53x53.jpg
29,29,Richard Marx,Children Of The Night,38,4,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
30,30,Giant ,I'll See You In My Dreams,37,9,NA,NA,NA,NA,giant-2ay-53x53.jpg
31,1,Tommy Page,I'll Be Your Everything,25,14,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
32,8,Motley Crue,Without You,20,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
33,33,Fleetwood Mac,Save Me,35,7,NA,NA,NA,NA,fleetwood-mac-53x53.jpg
34,34,Taylor Dayne,I'll Be Your Shelter,43,3,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
35,35,Basia,Cruising For Bruising,40,7,NA,NA,NA,NA,basia-q0s-53x53.jpg
36,6,Luther Vandross,Here And Now,26,22,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
37,13,Seduction,Heartbeat,22,13,NA,NA,NA,NA,seduction-tw8-53x53.jpg
