rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
38,38,Electronic,Getting Away With It,41,8,NA,NA,NA,NA,electronic-f2h-53x53.jpg
39,39,Whistle,Always And Forever,46,7,NA,NA,NA,NA,whistle-d5v-53x53.jpg
40,40,The B-52s,Deadbeat Club,48,5,NA,NA,NA,NA,the-b52s-53x53.jpg
41,1,Alannah Myles,Black Velvet,29,20,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
42,42,Depeche Mode,Enjoy The Silence,47,6,NA,NA,NA,NA,depeche-mode-53x53.jpg
43,43,Michel'le,Nicety,51,6,NA,NA,NA,NA,michelle-53x53.jpg
44,44,Johnny Gill,Rub You The Right Way,49,2,NA,NA,NA,NA,johnny-gill-53x53.jpg
45,45,Louie Louie,Sittin' In The Lap Of Luxury,54,4,NA,NA,NA,NA,louie-louie-a0d-53x53.jpg
46,21,Don Henley,The Heart Of The Matter,31,14,NA,NA,NA,NA,don-henley-53x53.jpg
47,1,Taylor Dayne,Love Will Lead You Back,34,17,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
48,9, Biz Markie,Just A Friend,42,18,NA,NA,NA,NA,biz-markie-684-53x53.jpg
49,49,Slaughter,Up All Night,64,4,NA,NA,NA,NA,slaughter-53x53.jpg
50,NA,Glenn Medeiros Featuring Bobby Brown,She Ain't Worth It,NA,NA,NA,NA,NA,NA,glenn-medeiros-jqh-53x53.jpg
51,51,Nikki,Notice Me,58,4,NA,NA,NA,NA,nikki-49e-53x53.jpg
52,52,Brent Bourgeois,Dare To Fall In Love,59,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
53,40,Timmy T. ,Time After Time,52,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
54,24,The U-Krew,If U Were Mine,44,17,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
55,7,Technotronic,Get Up! (Before The Night Is Over),45,17,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
56,9,A'me Lorain,"Whole Wide World (From ""True Love"")",39,18,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
57,49,The Cover Girls ,All That Glitters Isn't Gold,50,7,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
58,58,Tyler Collins,Girls Nite Out,68,4,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
59,59,D-Mob With Cathy Dennis,That's The Way Of The World,65,4,NA,NA,NA,NA,d-mob-k40-53x53.jpg
60,60,Damn Yankees,Coming Of Age,61,5,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
61,61,Alannah Myles,Love Is,69,3,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
62,62,Billy Idol,"Cradle Of Love (From ""Ford Fairlane"")",70,3,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
63,63,Michael Penn,This & That,72,4,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
64,54, Soul II Soul,Get A Life,55,6,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
65,65,Elton John,Club At The End Of The Street,74,4,NA,NA,NA,NA,elton-john-qls-53x53.jpg
66,66,Billy Joel,"The Downeaster ""Alexa""",71,3,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
67,67,L.A. Guns,The Ballad Of Jayne,67,7,NA,NA,NA,NA,la-guns-3yt-53x53.jpg
68,68,Young And Restless,"""B"" Girls",78,3,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
69,69,Tommy Page,When I Dream Of You,87,2,NA,NA,NA,NA,tommy-page-t13-53x53.jpg
70,7,Michel'le,No More Lies,56,27,NA,NA,NA,NA,michelle-53x53.jpg
71,71,The Cure,Pictures Of You,73,5,NA,NA,NA,NA,the-cure-53x53.jpg
72,72,Mellow Man Ace,Mentirosa,88,2,NA,NA,NA,NA,mellow-man-ace-p6r-53x53.jpg
73,73,George LaMond,Bad Of The Heart,84,2,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
74,8,KISS,Forever,53,16,NA,NA,NA,NA,kiss-53x53.jpg
75,75,Snap!,The Power,81,2,NA,NA,NA,NA,snap-71d-53x53.jpg
76,3,Phil Collins,I Wish It Would Rain Down,57,16,NA,NA,NA,NA,phil-collins-53x53.jpg
77,31,Quincy Jones,The Secret Garden,63,11,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
78,78,Andrew Ridgeley,Shake,86,2,NA,NA,NA,NA,andrew-ridgeley-ehw-53x53.jpg
79,NA,Del Amitri,Kiss This Thing Goodbye,NA,NA,NA,NA,NA,NA,del-amitri-qqt-53x53.jpg
80,66,Bad English,Heaven Is A 4 Letter Word,77,6,NA,NA,NA,NA,bad-english-knp-53x53.jpg
81,81,Gorky Park ,Try To Find Me,83,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
82,59,Laura Branigan,Moonlight On Water,66,8,NA,NA,NA,NA,laura-branigan-0li-53x53.jpg
83,83,The Black Crowes,Jealous Again,95,2,NA,NA,NA,NA,the-black-crowes-53x53.jpg
84,48, Gloria Estefan,Oye Mi Canto (Hear My Voice),60,7,NA,NA,NA,NA,gloria-estefan-53x53.jpg
85,55,Peter Murphy,Cuts You Up,62,9,NA,NA,NA,NA,peter-murphy-v99-53x53.jpg
86,NA,ZZ Top,"Doubleback (From ""Back To The Future Part III"")",NA,NA,NA,NA,NA,NA,zz-top-n4e-53x53.jpg
87,NA,Lightning Seeds,Pure,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
88,88,Linda Ronstadt (Featuring Aaron Neville),When Something Is Wrong With My Baby,96,2,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
89,69,Hi Tek 3 Featuring Ya Kid K,Spin That Wheel,79,6,NA,NA,NA,NA,hi-tek-kuq-53x53.jpg
90,37,Corey Hart,A Little Love,75,10,NA,NA,NA,NA,corey-hart-6qm-53x53.jpg
91,46,Robert Plant,Hurting Kind (I've Got My Eyes On You),80,9,NA,NA,NA,NA,robert-plant-mbo-53x53.jpg
92,92,Joey Kid,Counting The Days,94,3,NA,NA,NA,NA,joey-kid-6lp-53x53.jpg
93,NA,Ana,Got To Tell Me Something,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
94,NA,Bonnie Raitt,Nick Of Time,NA,NA,NA,NA,NA,NA,bonnie-raitt-ae3-53x53.jpg
95,1,Paula Abdul (Duet With The Wild Pair),Opposites Attract,92,23,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
96,NA,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",NA,NA,NA,NA,NA,NA,go-west-kjg-53x53.jpg
97,55,Tesla,The Way It Is,85,11,NA,NA,NA,NA,tesla-rcz-53x53.jpg
98,11,Linda Ronstadt (Featuring Aaron Neville),All My Life,76,15,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
99,46,Kaoma,Lambada,89,12,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
100,77, The 4 Of Us,Drag My Bad Name Down,82,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
