rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Boyz II Men,I'll Make Love To You,NA,NA,14,NA,14WEEKS AT NO. 1,16WEEKS ON CHART
2,2,Ini Kamoze,"Here Comes The Hotstepper (From ""Ready To Wear"")",2,11,NA,NA,NA,NA
3,3,Boyz II Men,On Bended Knee,14,2,NA,NA,NA,NA
4,3,Real McCoy, Another Night,4,14,NA,NA,NA,NA
5,5,Bon Jovi,Always,5,9,NA,NA,NA,NA
6,3,Madonna,Secret,6,8,NA,NA,NA,NA
7,2, Sheryl Crow,All I Wanna Do,3,17,NA,NA,NA,NA
8,7,Brandy,I Wanna Be Down,7,9,NA,NA,NA,NA
9,5,Immature,Never Lie,8,18,NA,NA,NA,NA
10,9,Janet Jackson,You Want This/70's Love Groove,9,6,NA,NA,NA,NA
11,11,Melissa Etheridge,I'm The Only One,11,17,NA,NA,NA,NA
12,12,TLC,Creep,25,3,NA,NA,NA,NA
13,13,Gloria Estefan,"Turn The Beat Around (From ""The Specialist"")",13,10,NA,NA,NA,NA
14,12,69 Boyz,Tootsee Roll,12,21,NA,NA,NA,NA
15,11,Crystal Waters,100% Pure Love,15,27,NA,NA,NA,NA
16,9,Craig Mack,Flava In Ya Ear,10,16,NA,NA,NA,NA
17,17,Pretenders,I'll Stand By You,18,16,NA,NA,NA,NA
18,18,Pearl Jam,Tremor Christ/Spin The Black Circle,58,2,NA,NA,NA,NA
19,14,The 4 Seasons,"December 1963 (Oh, What A Night)",19,16,NA,NA,NA,NA
20,20,Barry White,Practice What You Preach,23,8,NA,NA,NA,NA
21,4,Babyface,When Can I See You,17,24,NA,NA,NA,NA
22,22,Ace Of Base ,Living In Danger,22,6,NA,NA,NA,NA
23,21,R.E.M.,"What's The Frequency, Kenneth?",21,10,NA,NA,NA,NA
24,6,Aaliyah,At Your Best (You Are Love),16,13,NA,NA,NA,NA
25,3,John Mellencamp With Me'Shell Ndegeocello,Wild Night,24,27,NA,NA,NA,NA
26,22, Bone Thugs-N-Harmony,Thuggish Ruggish Bone,26,11,NA,NA,NA,NA
27,2,Luther Vandross & Mariah Carey,Endless Love,20,12,NA,NA,NA,NA
28,28,4PM,Sukiyaki,30,11,NA,NA,NA,NA
29,29,20 Fingers Featuring Gillette,Short Dick Man,32,12,NA,NA,NA,NA
30,30,BLACKstreet,Before I Let You Go,39,6,NA,NA,NA,NA
31,31,Des'ree,You Gotta Be,33,13,NA,NA,NA,NA
32,28,B.M.U. (Black Men United),"U Will Know (From ""Jason's Lyric"")",28,8,NA,NA,NA,NA
33,3,Changing Faces,Stroke You Up,27,18,NA,NA,NA,NA
34,29,Lucas,Lucas With The Lid Off,29,9,NA,NA,NA,NA
35,18,Candlebox, Far Behind,31,14,NA,NA,NA,NA
36,36,Rappin' 4-Tay,Playaz Club,36,10,NA,NA,NA,NA
37,31,Eagles,Get Over It,34,5,NA,NA,NA,NA
38,38,Da Brat,Fa All Y'all,41,7,NA,NA,NA,NA
39,35,Toni Braxton,I Belong To You/How Many Ways,35,9,NA,NA,NA,NA
40,18,Elton John,"Circle Of Life (From ""The Lion King"")",37,14,NA,NA,NA,NA
41,41,Toad The Wet Sprocket,Something's Always Wrong,44,9,NA,NA,NA,NA
42,25,Melissa Etheridge,Come To My Window,42,40,NA,NA,NA,NA
43,40,Deadeye Dick,"New Age Girl (From ""Dumb And Dumber"")",43,14,NA,NA,NA,NA
44,44, Mazzy Star,Fade Into You,52,13,NA,NA,NA,NA
45,45,Mary J. Blige,Be Happy,51,4,NA,NA,NA,NA
46,46,Sting,When We Dance,46,5,NA,NA,NA,NA
47,4, Ace Of Base,Don't Turn Around,40,30,NA,NA,NA,NA
48,32,Salt-N-Pepa,None Of Your Business,45,19,NA,NA,NA,NA
49,10,Jon Secada,If You Go,47,30,NA,NA,NA,NA
50,1,Lisa Loeb & Nine Stories,"Stay (I Missed You) (From ""Reality Bites"")",48,30,NA,NA,NA,NA
