rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Destiny's Child,Independent Women Part I,NA,NA,4,NA,4 WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Mya,Case Of The Ex (Whatcha Gonna Do),2,17,NA,NA,NA,NA
3,1,Creed,With Arms Wide Open,3,31,NA,NA,NA,NA
4,4,Samantha Mumba ,Gotta Tell You,7,14,NA,NA,NA,NA
5,3,3 Doors Down,Kryptonite,4,36,NA,NA,NA,NA
6,5,'N Sync,This I Promise You,5,11,NA,NA,NA,NA
7,7,"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,10,6,NA,NA,NA,NA
8,4,P!nk,Most Girls,6,18,NA,NA,NA,NA
9,8,Faith Hill,The Way You Love Me,8,32,NA,NA,NA,NA
10,9,Backstreet Boys,Shape Of My Heart,9,9,NA,NA,NA,NA
11,11,Dream,He Loves U Not,18,11,NA,NA,NA,NA
12,12,OutKast,Ms. Jackson,21,5,NA,NA,NA,NA
13,13,Debelah Morgan,Dance With Me,13,20,NA,NA,NA,NA
14,14,JAY-Z,I Just Wanna Love U (Give It 2 Me),19,7,NA,NA,NA,NA
15,15,matchbox twenty,If You're Gone,20,8,NA,NA,NA,NA
16,1,Madonna,Music,11,18,NA,NA,NA,NA
17,11,Ja Rule Featuring Christina Milian,Between Me And You,14,13,NA,NA,NA,NA
18,16,Nelly,E.I.,16,10,NA,NA,NA,NA
19,15,Barenaked Ladies,Pinch Me,15,14,NA,NA,NA,NA
20,12,Ricky Martin,She Bangs,12,10,NA,NA,NA,NA
21,17,R. Kelly,I Wish,17,11,NA,NA,NA,NA
22,22,Ludacris Featuring Shawnna,What's Your Fantasy,25,11,NA,NA,NA,NA
23,1,Christina Aguilera,Come On Over Baby (All I Want Is You),22,19,NA,NA,NA,NA
24,5,Ruff Endz,No More,23,24,NA,NA,NA,NA
25,24,Kandi,Don't Think I'm Not,26,19,NA,NA,NA,NA
26,6,Erykah Badu,Bag Lady,29,17,NA,NA,NA,NA
27,1,matchbox twenty,Bent,28,33,NA,NA,NA,NA
28,28,Evan And Jaron,Crazy For This Girl,33,6,NA,NA,NA,NA
29,27,Travis Tritt,Best Of Intentions,27,17,NA,NA,NA,NA
30,13,Mystikal,Shake Ya Ass,24,18,NA,NA,NA,NA
31,31,Tim McGraw ,My Next Thirty Years,36,8,NA,NA,NA,NA
32,1,Sisqo,Incomplete,31,25,NA,NA,NA,NA
33,33,Avant Featuring KeKe Wyatt,My First Love,39,6,NA,NA,NA,NA
34,34,Brad Paisley,We Danced,34,9,NA,NA,NA,NA
35,3,Destiny's Child,"Jumpin', Jumpin'",30,31,NA,NA,NA,NA
36,7,Nelly,(Hot S**t) Country Grammar,37,33,NA,NA,NA,NA
37,23,Vertical Horizon,You're A God,32,16,NA,NA,NA,NA
38,38, Wyclef Jean Featuring Mary J. Blige,911,42,10,NA,NA,NA,NA
39,39,Lenny Kravitz,Again,48,4,NA,NA,NA,NA
40,40,Dixie Chicks,Without You,41,10,NA,NA,NA,NA
41,41,Musiq,Just Friends (Sunny),44,9,NA,NA,NA,NA
42,40,U2,Beautiful Day,40,10,NA,NA,NA,NA
43,35,Phil Vassar,Just Another Day In Paradise,35,11,NA,NA,NA,NA
44,44,Sara Evans,Born To Fly,46,8,NA,NA,NA,NA
45,22,SoulDecision Featuring Thrust,Faded,38,23,NA,NA,NA,NA
46,NA,Jennifer Lopez,Love Don't Cost A Thing,NA,NA,NA,NA,NA,NA
47,47,Kenny Chesney,I Lost It,47,8,NA,NA,NA,NA
48,48,Vitamin C,The Itch,86,2,NA,NA,NA,NA
49,49,Alan Jackson,www.memory,50,6,NA,NA,NA,NA
50,35,John Michael Montgomery,The Little Girl,45,14,NA,NA,NA,NA
51,51,Eminem Featuring Dido,Stan,51,6,NA,NA,NA,NA
52,52,Fuel,Hemorrhage (In My Hands),53,7,NA,NA,NA,NA
53,53,Mikaila,So In Love With Two,65,3,NA,NA,NA,NA
54,14,Profyle,Liar,43,13,NA,NA,NA,NA
55,55,Britney Spears,Stronger,70,2,NA,NA,NA,NA
56,56,Lonestar,Tell Her,58,4,NA,NA,NA,NA
57,52,Vince Gill,Feels Like Love,52,15,NA,NA,NA,NA
58,58,3LW,No More (Baby I'ma Do Right),60,6,NA,NA,NA,NA
59,55,3 Doors Down,Loser,55,8,NA,NA,NA,NA
60,54,Beenie Man Featuring Mya,Girls Dem Sugar,54,8,NA,NA,NA,NA
61,61,Carl Thomas,Emotional,63,3,NA,NA,NA,NA
62,NA,98 Degrees,My Everything,NA,NA,NA,NA,NA,NA
63,57,Yolanda Adams,Open My Heart,59,16,NA,NA,NA,NA
64,64,Kelly Price,You Should've Told Me,64,12,NA,NA,NA,NA
65,65,Limp Bizkit,Rollin',66,5,NA,NA,NA,NA
66,2,98 Degrees,Give Me Just One Night (Una Noche),67,17,NA,NA,NA,NA
67,67,Jo Dee Messina,Burn,77,2,NA,NA,NA,NA
68,68,Nine Days,If I Am,68,2,NA,NA,NA,NA
69,NA,K-Ci & JoJo, Crazy,NA,NA,NA,NA,NA,NA
