rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Puff Daddy (Featuring Mase),Can't Nobody Hold Me Down,NA,NA,4,NA,4 WEEKS AT NO. 1,12WEEKS ON CHART
2,1,Spice Girls,Wannabe,2,12,NA,NA,NA,NA
3,3,Jewel,Foolish Games/You Were Meant For Me,3,20,NA,NA,NA,NA
4,4,Celine Dion,All By Myself,4,3,NA,NA,NA,NA
5,5,Monica,"For You I Will (From ""Space Jam"")",9,5,NA,NA,NA,NA
6,4,Dru Hill,In My Bed,5,14,NA,NA,NA,NA
7,7,Foxy Brown Featuring Jay-Z,I'll Be,8,9,NA,NA,NA,NA
8,6,Babyface, Every Time I Close My Eyes,6,11,NA,NA,NA,NA
9,1,Toni Braxton,Un-Break My Heart,7,25,NA,NA,NA,NA
10,10,Savage Garden,I Want You,13,7,NA,NA,NA,NA
11,2,R. Kelly,"I Believe I Can Fly (From ""Space Jam"")",10,18,NA,NA,NA,NA
12,12,Az Yet Featuring Peter Cetera,Hard To Say I'm Sorry,15,8,NA,NA,NA,NA
13,11,Sheryl Crow,Everyday Is A Winding Road,11,3,NA,NA,NA,NA
14,10,702, Get It Together,12,9,NA,NA,NA,NA
15,2,En Vogue,Don't Let Go (Love),14,23,NA,NA,NA,NA
16,16,Mark Morrison,Return Of The Mack,20,7,NA,NA,NA,NA
17,NA,Paula Cole,Where Have All The Cowboys Gone? ,NA,NA,NA,NA,NA,NA
18,18, Hev-D,Big Daddy,18,6,NA,NA,NA,NA
19,18,Duncan Sheik,Barely Breathing,19,20,NA,NA,NA,NA
20,20,Warren G,I Shot The Sheriff,23,4,NA,NA,NA,NA
21,21,Montell Jordan,What's On Tonight,21,9,NA,NA,NA,NA
22,15,Whitney Houston,"Step By Step (From ""The Preacher's Wife"")",17,5,NA,NA,NA,NA
23,19,Freak Nasty ,Da' Dip,22,15,NA,NA,NA,NA
24,16,Da Brat Featuring T-Boz,Ghetto Love,16,4,NA,NA,NA,NA
25,25,Ray J,"Let It Go (From ""Set It Off"")",25,6,NA,NA,NA,NA
26,26,112,Cupid,27,7,NA,NA,NA,NA
