rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Ricky Martin,Livin' La Vida Loca,NA,NA,4,NA,4WEEKS AT NO. 1,7WEEKS ON CHART
2,1,TLC,No Scrubs,2,15,NA,NA,NA,NA
3,2,Sixpence None The Richer,Kiss Me,3,17,NA,NA,NA,NA
4,4,Maxwell,Fortunate,6,8,NA,NA,NA,NA
5,5, 702,Where My Girls At?,9,5,NA,NA,NA,NA
6,3,Sugar Ray,Every Morning,4,21,NA,NA,NA,NA
7,5,JT Money Featuring Sole,Who Dat,5,6,NA,NA,NA,NA
8,8,Jennifer Lopez,If You Had My Love,64,3,NA,NA,NA,NA
9,1,Cher,Believe,7,24,NA,NA,NA,NA
10,10,Blaque,808,14,7,NA,NA,NA,NA
11,2,Whitney Houston Feat. Faith Evans & Kelly Price,Heartbreak Hotel ,8,23,NA,NA,NA,NA
12,12,Chante Moore,Chante's Got A Man,20,3,NA,NA,NA,NA
13,13,Shania Twain,That Don't Impress Me Much,15,17,NA,NA,NA,NA
14,3,Busta Rhymes Featuring Janet,What's It Gonna Be?!,10,12,NA,NA,NA,NA
15,10,Jordan Knight,Give It To You,11,9,NA,NA,NA,NA
16,13,Everlast,What It's Like,16,24,NA,NA,NA,NA
17,17,Backstreet Boys,I Want It That Way,18,6,NA,NA,NA,NA
18,10,Tim McGraw,Please Remember Me,13,9,NA,NA,NA,NA
19,8,Goo Goo Dolls,Slide,12,26,NA,NA,NA,NA
20,15,112 Featuring Lil'z,Anywhere,17,11,NA,NA,NA,NA
21,20,98 Degrees,The Hardest Thing,22,10,NA,NA,NA,NA
22,12,Tyrese,Sweet Lady,19,19,NA,NA,NA,NA
23,23,Will Smith Featuring Dru Hill & Kool Mo Dee,Wild Wild West,32,2,NA,NA,NA,NA
24,12,Lenny Kravitz,Fly Away ,21,26,NA,NA,NA,NA
25,25,Brandy,Almost Doesn't Count,25,6,NA,NA,NA,NA
26,1,Monica,Angel Of Mine,24,26,NA,NA,NA,NA
27,13,Silk,If You (Lovin' Me),23,12,NA,NA,NA,NA
28,28,Andy Griggs ,You Won't Ever Be Lonely,28,10,NA,NA,NA,NA
29,24,matchbox 20,Back 2 Good,26,23,NA,NA,NA,NA
30,30,George Strait,Write This Down,35,6,NA,NA,NA,NA
31,1,Britney Spears,...Baby One More Time,29,28,NA,NA,NA,NA
32,4,Sarah McLachlan,Angel,27,26,NA,NA,NA,NA
33,33,Steve Wariner,Two Teardrops,38,9,NA,NA,NA,NA
34,5, Backstreet Boys,All I Have To Give,34,18,NA,NA,NA,NA
35,19,Jay-Z Featuring Amil (Of Major Coinz) & Ja,Can I Get A...,39,35,NA,NA,NA,NA
36,36,Shania Twain,Man! I Feel Like A Woman!,44,7,NA,NA,NA,NA
37,21,Lauryn Hill,Ex-Factor,31,21,NA,NA,NA,NA
38,38,Collin Raye,Anyone Else,40,12,NA,NA,NA,NA
39,36,Fatboy Slim,Praise You,36,12,NA,NA,NA,NA
40,40,Dave Hollister,My Favorite Girl,41,8,NA,NA,NA,NA
41,5,Eagle-Eye Cherry,Save Tonight,33,26,NA,NA,NA,NA
42,10,Jesse Powell,You,37,15,NA,NA,NA,NA
43,26,Vengaboys,We Like To Party!,30,16,NA,NA,NA,NA
44,34,Mark Wills,Wish You Were Here,42,13,NA,NA,NA,NA
45,45,Ja Rule,Holla Holla,60,9,NA,NA,NA,NA
46,27,Kenny Chesney,How Forever Feels,46,17,NA,NA,NA,NA
47,4,Mariah Carey,I Still Believe,43,17,NA,NA,NA,NA
48,48,Smash Mouth,All Star,75,2,NA,NA,NA,NA
49,42,Total,Sitting Home,45,8,NA,NA,NA,NA
50,50,Whitney Houston,It's Not Right But It's Okay,50,4,NA,NA,NA,NA
51,51,Lila McCann,With You,54,9,NA,NA,NA,NA
52,52,Martina McBride,Whatever You Say,63,5,NA,NA,NA,NA
53,49,Sheryl Crow,Anything But Down,49,8,NA,NA,NA,NA
54,54,Sporty Thievz Featuring Mr. Woods,No Pigeons,65,3,NA,NA,NA,NA
55,47,Ty Herndon,Hands Of A Working Man,47,11,NA,NA,NA,NA
56,56,Trina & Tamara,What'd You Come Here For?,57,9,NA,NA,NA,NA
57,57,Britney Spears,Sometimes,81,2,NA,NA,NA,NA
58,28,Mya,My First Night With You,48,11,NA,NA,NA,NA
59,59,Dixie Chicks ,Tonight The Heartache's On Me,76,3,NA,NA,NA,NA
60,52,Garbage,Special,52,10,NA,NA,NA,NA
61,56,Orgy,Blue Monday,59,14,NA,NA,NA,NA
62,49,Ginuwine,What's So Different ,55,15,NA,NA,NA,NA
63,18,Silkk The Shocker Featuring Mystikal,It Ain't My Fault 1 & 2,53,13,NA,NA,NA,NA
64,64,Lit,My Own Worst Enemy,68,6,NA,NA,NA,NA
65,62,Montgomery Gentry,Hillbilly Shoes,62,10,NA,NA,NA,NA
66,65,Sarah McLachlan,I Will Remember You (Live),87,22,NA,NA,NA,NA
67,62,Trick Daddy Featuring Trina,Nann,73,12,NA,NA,NA,NA
68,55,Eric Benet Featuring Faith Evans,Georgy Porgy,82,11,NA,NA,NA,NA
69,9,Faith Evans Featuring Puff Daddy,All Night Long,58,17,NA,NA,NA,NA
70,NA,Alabama Featuring 'N Sync,God Must Have Spent A Little More Time On You,NA,NA,NA,NA,NA,NA
71,NA,R. Kelly,Did You Ever Think,NA,NA,NA,NA,NA,NA
72,60,K-Ci & JoJo,Life,66,11,NA,NA,NA,NA
73,67,'N Sync, I Drive Myself Crazy,69,6,NA,NA,NA,NA
74,38,Lee Ann Womack,I'll Think Of A Reason Later,61,14,NA,NA,NA,NA
75,75,Cher,Strong Enough,91,2,NA,NA,NA,NA
76,43,Alan Jackson ,Gone Crazy,51,12,NA,NA,NA,NA
77,77,Joe Diffie,A Night To Remember,94,3,NA,NA,NA,NA
78,NA,Citizen King,Better Days (And The Bottom Drops Out),NA,NA,NA,NA,NA,NA
79,79,Deborah Cox,It's Over Now,79,2,NA,NA,NA,NA
80,70,Creed ,One,74,14,NA,NA,NA,NA
81,NA,Reba,One Honest Heart,NA,NA,NA,NA,NA,NA
82,62,Nas Featuring Puff Daddy,Hate Me Now,71,6,NA,NA,NA,NA
83,74,The Offspring,Why Don't You Get A Job?,78,8,NA,NA,NA,NA
84,NA, Pearl Jam,Last Kiss,NA,NA,NA,NA,NA,NA
85,85,Randy Travis,Stranger In My Mirror,92,2,NA,NA,NA,NA
86,NA,K-Ci & JoJo,Tell Me It's Real,NA,NA,NA,NA,NA,NA
87,87,SHeDAISY,Little Good-Byes,95,4,NA,NA,NA,NA
88,34,Dixie Chicks,You Were Mine,85,19,NA,NA,NA,NA
89,9,B*Witched,C'est La Vie,56,15,NA,NA,NA,NA
90,90,"Missy ""Misdemeanor"" Elliott",She's A Bitch,90,3,NA,NA,NA,NA
91,39,Chad Brock,Ordinary Life,83,15,NA,NA,NA,NA
92,86,Sammy Kershaw & Lorrie Morgan,Maybe Not Tonight,96,3,NA,NA,NA,NA
93,93,Chely Wright,Single White Female,97,3,NA,NA,NA,NA
94,44,Sawyer Brown,Drive Me Wild,70,14,NA,NA,NA,NA
95,12,Shanice,When I Close My Eyes,72,10,NA,NA,NA,NA
96,73,Collective Soul,Heavy,86,13,NA,NA,NA,NA
97,10,Joey McIntyre,Stay The Same,77,14,NA,NA,NA,NA
98,98,T.W.D.Y. Featuring Too Short & Mac Mall,Players Holiday,98,4,NA,NA,NA,NA
99,75,Dave Matthews Band,Crush,88,16,NA,NA,NA,NA
100,29,Divine,One More Try,80,9,NA,NA,NA,NA
