rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Mariah Carey & Boyz II Men,One Sweet Day,NA,NA,3,NA,3WEEKS AT NO. 1,3WEEKS ON CHART
2,1,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,4,NA,NA,NA,NA
3,3,LL Cool J,Hey Lover,3,5,NA,NA,NA,NA
4,1, Mariah Carey,Fantasy,4,12,NA,NA,NA,NA
5,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",5,18,NA,NA,NA,NA
6,6,Madonna,You'll See,8,2,NA,NA,NA,NA
7,6,TLC,Diggin' On You,6,5,NA,NA,NA,NA
8,4,R. Kelly,You Remind Me Of Something,7,5,NA,NA,NA,NA
9,9,Goo Goo Dolls,Name,9,10,NA,NA,NA,NA
10,3,Janet Jackson,Runaway,10,14,NA,NA,NA,NA
11,11,Deep Blue Something,Breakfast At Tiffany's,13,18,NA,NA,NA,NA
12,7,Take That, Back For Good,12,19,NA,NA,NA,NA
13,5,Groove Theory,Tell Me,11,17,NA,NA,NA,NA
14,14,Monica,Before You Walk Out Of My Life/Like This And Like That,15,9,NA,NA,NA,NA
15,15,Ace Of Base,Beautiful Life ,16,6,NA,NA,NA,NA
16,6,Sophie B. Hawkins,As I Lay Me Down,17,29,NA,NA,NA,NA
17,17,Everything But The Girl,Missing,23,19,NA,NA,NA,NA
18,18,Joan Osborne,One Of Us,26,2,NA,NA,NA,NA
19,13,Meat Loaf,I'd Lie For You (And That's The Truth),14,9,NA,NA,NA,NA
20,6,Hootie & The Blowfish,Only Wanna Be With You,21,20,NA,NA,NA,NA
21,10,Natalie Merchant,Carnival,20,20,NA,NA,NA,NA
22,8,Xscape,Who Can I Run To,19,10,NA,NA,NA,NA
23,1,Seal,Kiss From A Rose,18,26,NA,NA,NA,NA
24,10,Del Amitri,Roll To Me,22,24,NA,NA,NA,NA
25,25,The Smashing Pumpkins,Bullet With Butterfly Wings,25,6,NA,NA,NA,NA
26,8,Blues Traveler,Run-Around,27,39,NA,NA,NA,NA
27,27,3T,Anything,28,11,NA,NA,NA,NA
28,22,Selena,Dreaming Of You,24,8,NA,NA,NA,NA
29,29,Planet Soul,Set U Free,30,9,NA,NA,NA,NA
30,30,Faith Evans,Soon As I Get Home,40,2,NA,NA,NA,NA
31,31,Hootie & The Blowfish,Time,36,6,NA,NA,NA,NA
32,5,All-4-One,I Can Love You Like That,29,27,NA,NA,NA,NA
33,20,Collective Soul,December,34,32,NA,NA,NA,NA
34,34,Elton John,Blessed,38,7,NA,NA,NA,NA
35,35,La Bouche,Be My Lover,41,6,NA,NA,NA,NA
36,36, Kris Kross,Tonite's Tha Night,44,2,NA,NA,NA,NA
37,18,Lisa Loeb & Nine Stories,Do You Sleep?,31,13,NA,NA,NA,NA
38,38,Coolio,Too Hot,43,2,NA,NA,NA,NA
39,25, Jon B,Pretty Girl,35,16,NA,NA,NA,NA
40,1,TLC,Waterfalls,32,28,NA,NA,NA,NA
41,33,Jodeci,Love U 4 Life,33,7,NA,NA,NA,NA
42,42, Collective Soul,The World I Know,51,5,NA,NA,NA,NA
