rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Ace Of Base,The Sign,NA,NA,NA,2,2LAST WEEK ,19WEEKS ON CHART
2,1,R. Kelly,Bump N' Grind,1,14,NA,NA,NA,NA
3,3,Prince,The Most Beautiful Girl In The World,3,10,NA,NA,NA,NA
4,4,Enigma,Return To Innocence,9,10,NA,NA,NA,NA
5,3,Mariah Carey,Without You/Never Forget You,4,15,NA,NA,NA,NA
6,4,Crash Test Dummies,Mmm Mmm Mmm Mmm,5,15,NA,NA,NA,NA
7,7,Madonna,"I'll Remember (From ""With Honors"")",12,6,NA,NA,NA,NA
8,8,Big Mountain,"Baby I Love Your Way (From ""Reality Bites"")",11,11,NA,NA,NA,NA
9,1,Celine Dion,The Power Of Love,6,24,NA,NA,NA,NA
10,7,Richard Marx ,Now And Forever,8,16,NA,NA,NA,NA
11,11,Tevin Campbell,I'm Ready,13,9,NA,NA,NA,NA
12,10,Beck,Loser,10,15,NA,NA,NA,NA
13,5,All-4-One,So Much In Love,7,19,NA,NA,NA,NA
14,9,Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")",14,12,NA,NA,NA,NA
15,3,Salt-N-Pepa Featuring En Vogue,Whatta Man ,15,16,NA,NA,NA,NA
16,16,Toni Braxton,You Mean The World To Me,17,6,NA,NA,NA,NA
17,8,Snoop Doggy Dogg,Gin And Juice,16,15,NA,NA,NA,NA
18,18,All-4-One ,I Swear,39,3,NA,NA,NA,NA
19,19,Bonnie Raitt,Love Sneakin' Up On You,23,9,NA,NA,NA,NA
20,20,Heavy D & The Boyz,Got Me Waiting,26,7,NA,NA,NA,NA
21,21,SWV,"Anything (From ""Above The Rim"")",25,5,NA,NA,NA,NA
22,9,US3,Cantaloop (Flip Fantasia),18,24,NA,NA,NA,NA
23,23,Masta Ace Incorporated,Born To Roll,24,9,NA,NA,NA,NA
24,21,Babyface,And Our Feelings,22,10,NA,NA,NA,NA
25,25,Warren G & Nate Dogg,"Regulate (From ""Above The Rim"")",46,3,NA,NA,NA,NA
26,3,Toni Braxton,Breathe Again,21,30,NA,NA,NA,NA
27,15,Tim McGraw,Indian Outlaw,20,10,NA,NA,NA,NA
28,10,Janet Jackson,Because Of Love,19,15,NA,NA,NA,NA
29,29,Aaliyah,Back & Forth,56,2,NA,NA,NA,NA
30,30,General Public,"I'll Take You There (From ""Threesome"")",34,5,NA,NA,NA,NA
31,25,Jodeci,Feenin',29,9,NA,NA,NA,NA
32,30, Ice Cube,You Know How We Do It,36,13,NA,NA,NA,NA
33,33,Domino,Sweet Potatoe Pie,41,5,NA,NA,NA,NA
34,28,12 Gauge,Dunkie Butt (Please Please Please),31,18,NA,NA,NA,NA
35,32,Michael Bolton, Completely,32,8,NA,NA,NA,NA
36,36,M.C. Hammer,Pumps And A Bump,42,7,NA,NA,NA,NA
37,37,OutKast,Player's Ball,40,11,NA,NA,NA,NA
38,24,Phil Collins,Everyday,37,15,NA,NA,NA,NA
39,11,"10,000 Maniacs",Because The Night,33,27,NA,NA,NA,NA
40,40,Melissa Etheridge,Come To My Window,48,11,NA,NA,NA,NA
41,2,Ace Of Base,All That She Wants ,30,34,NA,NA,NA,NA
42,42,Joshua Kadison,Beautiful In My Eyes,53,4,NA,NA,NA,NA
43,17,Zhane ,Groove Thang,28,17,NA,NA,NA,NA
44,14,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,27,20,NA,NA,NA,NA
45,25,Gin Blossoms,Found Out About You,43,25,NA,NA,NA,NA
46,44,Juliet Roberts,I Want You,44,8,NA,NA,NA,NA
47,47,Morrissey,"The More You Ignore Me, The Closer I Get",47,8,NA,NA,NA,NA
48,48,Keith Sweat,How Do You Like It?,52,7,NA,NA,NA,NA
49,1,Mariah Carey,Hero,45,29,NA,NA,NA,NA
