rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Mariah Carey & Boyz II Men,One Sweet Day,NA,NA,9,NA,9WEEKS AT NO. 1,9WEEKS ON CHART
2,1,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,10,NA,NA,NA,NA
3,3,Everything But The Girl,Missing,4,25,NA,NA,NA,NA
4,3,LL Cool J,Hey Lover,3,11,NA,NA,NA,NA
5,5,Goo Goo Dolls,Name,6,16,NA,NA,NA,NA
6,6,Joan Osborne,One Of Us,8,8,NA,NA,NA,NA
7,5,Deep Blue Something,Breakfast At Tiffany's,5,24,NA,NA,NA,NA
8,6,Madonna,You'll See,10,8,NA,NA,NA,NA
9,7,Monica,Before You Walk Out Of My Life/Like This And Like That,11,15,NA,NA,NA,NA
10,10,La Bouche,Be My Lover,16,12,NA,NA,NA,NA
11,5,TLC,Diggin' On You,7,11,NA,NA,NA,NA
12,12,The Tony Rich Project,Nobody Knows,22,7,NA,NA,NA,NA
13,1,Mariah Carey,Fantasy,12,18,NA,NA,NA,NA
14,14,Hootie & The Blowfish,Time,15,12,NA,NA,NA,NA
15,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",9,24,NA,NA,NA,NA
16,5,Groove Theory,Tell Me,13,23,NA,NA,NA,NA
17,17,Kris Kross,Tonite's Tha Night,18,8,NA,NA,NA,NA
18,18,3T,Anything,19,17,NA,NA,NA,NA
19,6,Sophie B. Hawkins,As I Lay Me Down,20,35,NA,NA,NA,NA
20,20,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",26,5,NA,NA,NA,NA
21,NA,Oasis ,Wonderwall,NA,NA,NA,NA,NA,NA
22,3,Janet Jackson,Runaway,14,20,NA,NA,NA,NA
23,23,Collective Soul,The World I Know,31,11,NA,NA,NA,NA
24,7,Take That,Back For Good,21,25,NA,NA,NA,NA
25,10,Del Amitri,Roll To Me,28,30,NA,NA,NA,NA
26,26,Planet Soul,Set U Free,27,15,NA,NA,NA,NA
27,7,Pearl Jam,I Got Id/Long Road,25,6,NA,NA,NA,NA
28,6,Hootie & The Blowfish,Only Wanna Be With You,24,26,NA,NA,NA,NA
29,29,Natalie Merchant,Wonder,34,8,NA,NA,NA,NA
30,15,Ace Of Base,Beautiful Life,17,12,NA,NA,NA,NA
31,31,Blues Traveler,Hook,38,17,NA,NA,NA,NA
32,10,Natalie Merchant,Carnival,30,26,NA,NA,NA,NA
33,33,Folk Implosion ,"Natural One (From ""Kids"")",39,8,NA,NA,NA,NA
34,1,Seal,Kiss From A Rose,29,32,NA,NA,NA,NA
35,4,R. Kelly,You Remind Me Of Something,23,11,NA,NA,NA,NA
36,8,Blues Traveler,Run-Around,40,45,NA,NA,NA,NA
37,37,Total ,No One Else,37,7,NA,NA,NA,NA
38,21,Faith Evans,Soon As I Get Home,33,8,NA,NA,NA,NA
39,NA,Bush,Glycerine,NA,NA,NA,NA,NA,NA
