rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Ace Of Base,The Sign,NA,NA,4,NA,4WEEKS AT NO. 1,14WEEKS ON CHART
2,2,R. Kelly,Bump N' Grind,2,9,NA,NA,NA,NA
3,3,Mariah Carey,Without You/Never Forget You,3,10,NA,NA,NA,NA
4,1,Celine Dion,The Power Of Love,4,19,NA,NA,NA,NA
5,3,Salt-N-Pepa Featuring En Vogue ,Whatta Man,5,11,NA,NA,NA,NA
6,5,All-4-One, So Much In Love,6,14,NA,NA,NA,NA
7,7,Richard Marx,Now And Forever,7,11,NA,NA,NA,NA
8,8,Crash Test Dummies,Mmm Mmm Mmm Mmm,12,10,NA,NA,NA,NA
9,8,Snoop Doggy Dogg,Gin And Juice,8,10,NA,NA,NA,NA
10,9,US3,Cantaloop (Flip Fantasia),9,19,NA,NA,NA,NA
11,11,Prince,The Most Beautiful Girl In The World,13,5,NA,NA,NA,NA
12,10,Janet Jackson,Because Of Love,11,10,NA,NA,NA,NA
13,3,Toni Braxton,Breathe Again,10,25,NA,NA,NA,NA
14,14,Bruce Springsteen,"Streets Of Philadelphia (From ""Philadelphia"")",15,7,NA,NA,NA,NA
15,15,Tim McGraw,Indian Outlaw,19,5,NA,NA,NA,NA
16,16,Big Mountain,"Baby I Love Your Way (From ""Reality Bites"") ",21,6,NA,NA,NA,NA
17,14,Tom Petty And The Heartbreakers,Mary Jane's Last Dance,14,15,NA,NA,NA,NA
18,13,Meat Loaf,Rock And Roll Dreams Come Through,16,10,NA,NA,NA,NA
19,17, Zhane,Groove Thang,17,12,NA,NA,NA,NA
20,19,Eternal,Stay,22,12,NA,NA,NA,NA
21,21,Tevin Campbell,I'm Ready,29,4,NA,NA,NA,NA
22,1,Mariah Carey,Hero,20,24,NA,NA,NA,NA
23,11,"10,000 Maniacs",Because The Night,23,22,NA,NA,NA,NA
24,24,Enigma,Return To Innocence,38,5,NA,NA,NA,NA
25,1,Bryan Adams/Rod Stewart/Sting,All For Love,18,19,NA,NA,NA,NA
26,2,Ace Of Base,All That She Wants,27,29,NA,NA,NA,NA
27,7,Bryan Adams,Please Forgive Me,25,24,NA,NA,NA,NA
28,24,Phil Collins,Everyday,26,10,NA,NA,NA,NA
29,8,Xscape,Understanding ,24,15,NA,NA,NA,NA
30,25,Gin Blossoms,Found Out About You,31,20,NA,NA,NA,NA
31,24,Aerosmith,Amazing,30,18,NA,NA,NA,NA
32,32,CeCe Peniston,I'm In The Mood,32,14,NA,NA,NA,NA
33,33,12 Gauge, Dunkie Butt (Please Please Please),37,13,NA,NA,NA,NA
34,15,Jodeci,Cry For You,28,19,NA,NA,NA,NA
35,NA,Madonna,"I'll Remember (From ""With Honors"")",NA,NA,NA,NA,NA,NA
36,36,Masta Ace Incorporated,Born To Roll,63,4,NA,NA,NA,NA
37,37,Babyface,And Our Feelings,46,5,NA,NA,NA,NA
38,38,Ice Cube,You Know How We Do It,47,8,NA,NA,NA,NA
39,39,Jodeci,Feenin',58,4,NA,NA,NA,NA
40,26,Gabrielle,Dreams,40,26,NA,NA,NA,NA
41,33,Mint Condition,U Send Me Swingin',33,11,NA,NA,NA,NA
42,42,Bonnie Raitt,Love Sneakin' Up On You,53,4,NA,NA,NA,NA
43,43,Danzig,Mother,43,8,NA,NA,NA,NA
44,44,Lighter Shade Of Brown,"Hey D.J. (From ""Mi Vida Loca"")",45,7,NA,NA,NA,NA
45,6,Michael Bolton,Said I Loved You...But I Lied,39,22,NA,NA,NA,NA
