rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Usher,Nice & Slow,NA,NA,NA,2,2LAST WEEK,4WEEKS ON CHART
2,1,Janet,Together Again,1,9,NA,NA,NA,NA
3,2,LeAnn Rimes,How Do I Live,3,35,NA,NA,NA,NA
4,1,Savage Garden,Truly Madly Deeply,4,11,NA,NA,NA,NA
5,2,Puff Daddy & The Family (Feat. The Notorious B.I.G. & Mase),Been Around The World,5,11,NA,NA,NA,NA
6,6,Uncle Sam,I Don't Ever Want To See You Again,6,15,NA,NA,NA,NA
7,7,Boyz II Men,A Song For Mama,8,10,NA,NA,NA,NA
8,8,Destiny's Child,"No, No, No",16,12,NA,NA,NA,NA
9,9,Third Eye Blind,How's It Going To Be,12,11,NA,NA,NA,NA
10,9,Busta Rhymes,Dangerous,9,6,NA,NA,NA,NA
11,6,Chumbawamba,Tubthumping,7,23,NA,NA,NA,NA
12,2,Usher,You Make Me Wanna...,10,26,NA,NA,NA,NA
13,11,Paula Cole,I Don't Want To Wait,15,16,NA,NA,NA,NA
14,7,Robyn,Show Me Love,11,14,NA,NA,NA,NA
15,15,Wyclef Jean,Gone Till November,22,2,NA,NA,NA,NA
16,16,Mase Featuring Total,What You Want,24,3,NA,NA,NA,NA
17,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,13,19,NA,NA,NA,NA
18,18,Billie Myers,Kiss The Rain,20,15,NA,NA,NA,NA
19,19,LL Cool J,Father,19,3,NA,NA,NA,NA
20,4,LSG,My Body,14,16,NA,NA,NA,NA
21,13,Dru Hill,We're Not Making Love No More,18,10,NA,NA,NA,NA
22,NA,Spice Girls ,Too Much,NA,NA,NA,NA,NA,NA
23,23,K.P. & Envyi ,Swing My Way,23,8,NA,NA,NA,NA
24,17,Lisa Loeb,I Do,17,16,NA,NA,NA,NA
25,5,Mase,Feel So Good,21,16,NA,NA,NA,NA
26,26,INOJ/LATHUN,Love You Down,26,2,NA,NA,NA,NA
27,27,Nu Flavor,Heaven,27,19,NA,NA,NA,NA
28,NA,Sarah McLachlan,Sweet Surrender,NA,NA,NA,NA,NA,NA
29,29,Jon B,They Don't Know,29,3,NA,NA,NA,NA
