rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Whitney Houston,I Will Always Love You,NA,NA,6,NA,6 WEEKS AT NO. 1,8WEEKS ON CHART
2,2,Wreckx-N-Effect,Rump Shaker,2,14,NA,NA,NA,NA
3,2,Shai,If I Ever Fall In Love,3,12,NA,NA,NA,NA
4,4,Boyz II Men,"In The Still Of The Nite (From ""The Jacksons"")",4,6,NA,NA,NA,NA
5,5,Snap!,Rhythm Is A Dancer,6,21,NA,NA,NA,NA
6,3,P.M. Dawn,"I'd Die Without You (From ""Boomerang"")",5,17,NA,NA,NA,NA
7,7,Shanice,"Saving Forever For You (From ""Beverly Hills, 90210"")",8,11,NA,NA,NA,NA
8,7,Bobby Brown,Good Enough,7,12,NA,NA,NA,NA
9,7,TLC,What About Your Friends,11,18,NA,NA,NA,NA
10,7,Mary J. Blige,Real Love,10,19,NA,NA,NA,NA
11,11,Madonna ,Deeper And Deeper,13,5,NA,NA,NA,NA
12,11,Michael Bolton,To Love Somebody,12,12,NA,NA,NA,NA
13,1,The Heights,How Do You Talk To An Angel,9,14,NA,NA,NA,NA
14,12,Saigon Kick,Love Is On The Way,14,18,NA,NA,NA,NA
15,15,Restless Heart,When She Cries,18,8,NA,NA,NA,NA
16,16,Mad Cobra,Flex,22,12,NA,NA,NA,NA
17,12,Eric Clapton,Layla,16,14,NA,NA,NA,NA
18,17,Spin Doctors,Little Miss Can't Be Wrong,17,12,NA,NA,NA,NA
19,13,Jon Secada,Do You Believe In Us,15,15,NA,NA,NA,NA
20,19,Go West,Faithful,19,9,NA,NA,NA,NA
21,21,N2Deep,Back To The Hotel,24,26,NA,NA,NA,NA
22,14,Annie Lennox,Walking On Broken Glass,20,18,NA,NA,NA,NA
23,23,Prince And The New Power Generation,7,29,6,NA,NA,NA,NA
24,23,Elton John,The Last Song,26,10,NA,NA,NA,NA
25,25,Peabo Bryson & Regina Belle,A Whole New World (Aladdin's Theme),42,3,NA,NA,NA,NA
26,26,Portrait,Here We Go Again!,31,8,NA,NA,NA,NA
27,13,Charles & Eddie,Would I Lie To You?,27,20,NA,NA,NA,NA
28,20,Damn Yankees,Where You Goin' Now,23,13,NA,NA,NA,NA
29,25,Genesis,Never A Time,25,9,NA,NA,NA,NA
30,28,R.E.M.,Drive,28,10,NA,NA,NA,NA
31,31,En Vogue," Give It Up, Turn It Loose",38,5,NA,NA,NA,NA
32,1,Boyz II Men,"End Of The Road (From ""Boomerang"")",21,25,NA,NA,NA,NA
33,3,House Of Pain,Jump Around,32,28,NA,NA,NA,NA
34,34,Toad The Wet Sprocket,Walk On The Ocean,34,8,NA,NA,NA,NA
35,35,Lo-Key?,I Got A Thang 4 Ya!,39,8,NA,NA,NA,NA
36,2,Patty Smyth With Don Henley,Sometimes Love Just Ain't Enough,30,21,NA,NA,NA,NA
37,30,Bell Biv DeVoe ,Gangsta,41,8,NA,NA,NA,NA
38,35,U2,Who's Gonna Ride Your Wild Horses,35,9,NA,NA,NA,NA
39,39,Shabba Ranks (Featuring Johnny Gill),Slow And Sexy,45,11,NA,NA,NA,NA
40,28,Expose,I Wish The Phone Would Ring,33,10,NA,NA,NA,NA
41,41,Arrested Development,Mr. Wendal,53,3,NA,NA,NA,NA
42,8,En Vogue,Free Your Mind,40,17,NA,NA,NA,NA
