rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Mariah Carey & Boyz II Men,One Sweet Day,NA,NA,12,NA,12WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Everything But The Girl,Missing,3,28,NA,NA,NA,NA
3,1,Whitney Houston ,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",2,13,NA,NA,NA,NA
4,4,Mary J. Blige,"Not Gon' Cry (From ""Waiting To Exhale"")",6,4,NA,NA,NA,NA
5,5,The Tony Rich Project,Nobody Knows,9,10,NA,NA,NA,NA
6,6,Brandy,"Sittin' Up In My Room (From ""Waiting To Exhale"")",13,8,NA,NA,NA,NA
7,3,LL Cool J,Hey Lover,5,14,NA,NA,NA,NA
8,8,La Bouche,Be My Lover,8,15,NA,NA,NA,NA
9,4,Joan Osborne,One Of Us,4,11,NA,NA,NA,NA
10,5,Goo Goo Dolls,Name,7,19,NA,NA,NA,NA
11,11,Gin Blossoms,Follow You Down/Til I Hear It From You,12,2,NA,NA,NA,NA
12,5,Deep Blue Something,Breakfast At Tiffany's,10,27,NA,NA,NA,NA
13,7,Monica,Before You Walk Out Of My Life/Like This And Like That,11,18,NA,NA,NA,NA
14,14,Oasis,Wonderwall,15,4,NA,NA,NA,NA
15,14, Hootie & The Blowfish,Time,14,15,NA,NA,NA,NA
16,12,Kris Kross,Tonite's Tha Night,16,11,NA,NA,NA,NA
17,16,3T,Anything,17,20,NA,NA,NA,NA
18,18,The Smashing Pumpkins,1979,20,2,NA,NA,NA,NA
19,6,Madonna,You'll See,18,11,NA,NA,NA,NA
20,20,Collective Soul,The World I Know,21,14,NA,NA,NA,NA
21,21,Natalie Merchant,Wonder,24,11,NA,NA,NA,NA
22,5,TLC,Diggin' On You,19,14,NA,NA,NA,NA
23,1,Mariah Carey,Fantasy,23,21,NA,NA,NA,NA
24,5,Groove Theory,Tell Me,22,26,NA,NA,NA,NA
25,25, Blues Traveler,Hook,25,20,NA,NA,NA,NA
26,21,Faith Evans,Soon As I Get Home,27,11,NA,NA,NA,NA
27,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",26,27,NA,NA,NA,NA
28,26,Planet Soul,Set U Free,29,18,NA,NA,NA,NA
29,29,Total,No One Else,32,10,NA,NA,NA,NA
30,30,Bush,Glycerine,30,4,NA,NA,NA,NA
31,6,Sophie B. Hawkins,As I Lay Me Down,28,38,NA,NA,NA,NA
32,NA,Melissa Etheridge,I Want To Come Over,NA,NA,NA,NA,NA,NA
33,NA,Seal,Don't Cry,NA,NA,NA,NA,NA,NA
34,34,Fugees,Fu-Gee-La,40,8,NA,NA,NA,NA
35,10,Del Amitri ,Roll To Me,31,33,NA,NA,NA,NA
36,6,Hootie & The Blowfish,Only Wanna Be With You,34,29,NA,NA,NA,NA
37,10,Natalie Merchant,Carnival,39,29,NA,NA,NA,NA
38,29,Folk Implosion,"Natural One (From ""Kids"")",35,11,NA,NA,NA,NA
39,7,Take That,Back For Good,33,28,NA,NA,NA,NA
40,7,Pearl Jam,I Got Id/Long Road,36,9,NA,NA,NA,NA
41,41,Immature (Featuring Smooth),We Got It,48,11,NA,NA,NA,NA
42,42,Lina Santiago,Feels So Good (Show Me Your Love),44,4,NA,NA,NA,NA
43,3,Janet Jackson,Runaway,37,23,NA,NA,NA,NA
44,1,Seal,Kiss From A Rose,38,35,NA,NA,NA,NA
45,8,Blues Traveler,Run-Around,41,48,NA,NA,NA,NA
46,46,Seven Mary Three,Cumbersome,46,5,NA,NA,NA,NA
47,34,Elton John,Blessed,43,16,NA,NA,NA,NA
48,48,Shawn Stockman,"Visions Of A Sunset (From ""Mr. Holland's Opus"")",51,6,NA,NA,NA,NA
49,49,Junior M.A.F.I.A. Featuring The Notorious B.I.G.,Get Money,55,2,NA,NA,NA,NA
50,22,Selena,Dreaming Of You,49,17,NA,NA,NA,NA
51,22,The Smashing Pumpkins, Bullet With Butterfly Wings,47,15,NA,NA,NA,NA
52,45,Tha Dogg Pound Featuring Michel'le,Let's Play House,45,7,NA,NA,NA,NA
53,53,No Doubt,Just A Girl,53,10,NA,NA,NA,NA
54,47,L.A.D.,Ridin' Low,52,14,NA,NA,NA,NA
55,15,Ace Of Base, Beautiful Life,42,15,NA,NA,NA,NA
56,31,Jodeci,Love U 4 Life,50,16,NA,NA,NA,NA
57,4,R. Kelly,You Remind Me Of Something,54,14,NA,NA,NA,NA
58,58,Joe,"All The Things (Your Man Won't Do) (From ""Don't Be A Menace..."")",78,2,NA,NA,NA,NA
59,59,Deborah Cox,Who Do U Love,64,3,NA,NA,NA,NA
60,60,Yvette Michele,Everyday & Everynight,60,3,NA,NA,NA,NA
61,61,Solo,Where Do U Want Me To Put It,61,7,NA,NA,NA,NA
62,62,N-Trance,Stayin' Alive,62,5,NA,NA,NA,NA
63,NA,Soul Asylum,Promises Broken,NA,NA,NA,NA,NA,NA
64,56,Monifah,"I Miss You (Come Back Home) (From ""New York Undercover"")",56,17,NA,NA,NA,NA
65,24, Coolio,Too Hot,58,11,NA,NA,NA,NA
66,NA,Mona Lisa Featuring Lost Boyz,"Can't Be Wasting My Time (From ""Don't Be A Menace..."")",NA,NA,NA,NA,NA,NA
67,8,Xscape,Who Can I Run To,59,19,NA,NA,NA,NA
68,44,Big Mountain,Get Together,57,10,NA,NA,NA,NA
69,69,Groove Theory,Keep Tryin',80,2,NA,NA,NA,NA
70,70, Devone,Energy,70,5,NA,NA,NA,NA
71,60,Tori Amos,Caught A Lite Sneeze,69,5,NA,NA,NA,NA
72,72,Denine With Collage's Adam Marano,All Cried Out,79,5,NA,NA,NA,NA
73,60,Max-A-Million,Sexual Healing,68,16,NA,NA,NA,NA
74,52,Terry Ellis,Where Ever You Are,65,16,NA,NA,NA,NA
75,75,Heltah Skeltah And O.G.C. As The Fab 5,Leflaur Leflah Eshkushka,75,3,NA,NA,NA,NA
76,46,Blahzay Blahzay,Danger,66,20,NA,NA,NA,NA
77,39,Goodie Mob,Cell Therapy,67,19,NA,NA,NA,NA
78,63,L.V.,Throw Your Hands Up,72,14,NA,NA,NA,NA
79,53,D'Angelo,Cruisin',76,16,NA,NA,NA,NA
80,74,Faith Hill,It Matters To Me,74,9,NA,NA,NA,NA
81,65,Sarah McLachlan,I Will Remember You (Live),82,15,NA,NA,NA,NA
82,76,L.B.C. Crew Feat. Tray D & South Sentrell,"Beware Of My Crew (From ""A Thin Line Between Love And Hate"")",85,10,NA,NA,NA,NA
83,45,Eazy-E,Just Tah Let U Know,71,9,NA,NA,NA,NA
84,58,Def Leppard,When Love & Hate Collide,73,12,NA,NA,NA,NA
85,82,Ruffneck Featuring Yavahn,Everybody Be Somebody,87,4,NA,NA,NA,NA
86,NA,Das EFX (Featuring Mobb Deep),Microphone Master,NA,NA,NA,NA,NA,NA
87,69,Backstreet Boys,We've Got It Goin' On,84,17,NA,NA,NA,NA
88,13,Meat Loaf,I'd Lie For You (And That's The Truth),83,18,NA,NA,NA,NA
89,72,Edwin McCain,Solitude,89,20,NA,NA,NA,NA
90,NA,Chantay Savage,I Will Survive,NA,NA,NA,NA,NA,NA
91,6,The Beatles,Free As A Bird,77,8,NA,NA,NA,NA
92,58,The Mighty Dub Katz,Magic Carpet Ride,90,19,NA,NA,NA,NA
93,NA,Meat Loaf,Not A Dry Eye In The House,NA,NA,NA,NA,NA,NA
94,94,Jann Arden,"Insensitive (From ""Bed Of Roses"")",96,2,NA,NA,NA,NA
95,88,Fun Factory,Celebration/Take Your Chance,88,6,NA,NA,NA,NA
96,54,Silk ,Hooked On You,86,16,NA,NA,NA,NA
97,NA,H-Town,"A Thin Line Between Love & Hate (From ""A Thin Line..."")",NA,NA,NA,NA,NA,NA
98,52,Real McCoy,Automatic Lover (Call For Love),91,18,NA,NA,NA,NA
99,62,Bone Thugs-N-Harmony,East 1999,94,11,NA,NA,NA,NA
100,74,Kool G Rap,Fast Life,92,12,NA,NA,NA,NA
