rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Bryan Adams,(Everything I Do) I Do It For You,NA,NA,3,NA,3WEEKS AT NO. 1,7WEEKS ON CHART
2,2,Rhythm Syndicate,P.A.S.S.I.O.N.,2,11,NA,NA,NA,NA
3,3,Amy Grant,Every Heartbeat,5,9,NA,NA,NA,NA
4,4,D.J. Jazzy Jeff & The Fresh Prince ,Summertime,4,9,NA,NA,NA,NA
5,5,Lenny Kravitz,It Ain't Over 'til It's Over,6,10,NA,NA,NA,NA
6,6,Corina,Temptation,8,13,NA,NA,NA,NA
7,7,Roxette,Fading Like A Flower (Every Time You Leave),9,9,NA,NA,NA,NA
8,8,The Escape Club,I'll Be There,10,12,NA,NA,NA,NA
9,2, Jesus Jones,"Right Here, Right Now",3,18,NA,NA,NA,NA
10,10,Scorpions,Wind Of Change,11,11,NA,NA,NA,NA
11,11,The KLF,3 A.M. Eternal,16,8,NA,NA,NA,NA
12,12,Hi-Five,I Can't Wait Another Minute,15,8,NA,NA,NA,NA
13,1,EMF,Unbelievable,7,18,NA,NA,NA,NA
14,14,Boyz II Men,Motownphilly,19,9,NA,NA,NA,NA
15,15,Paula Abdul,The Promise Of A New Day,23,4,NA,NA,NA,NA
16,16,Seal,Crazy,18,8,NA,NA,NA,NA
17,17,Cher,Love And Understanding,17,9,NA,NA,NA,NA
18,18,Natalie Cole,Unforgettable,25,5,NA,NA,NA,NA
19,19,C+C Music Factory,Things That Make You Go Hmmmm. . .,24,4,NA,NA,NA,NA
20,20,Cathy Dennis,Too Many Walls,27,6,NA,NA,NA,NA
21,21,Michael Bolton,"Time, Love And Tenderness",32,5,NA,NA,NA,NA
22,1,Paula Abdul,Rush Rush,13,14,NA,NA,NA,NA
23,23,Heavy D & The Boyz,Now That We Found Love,26,7,NA,NA,NA,NA
24,12,Wilson Phillips,The Dream Is Still Alive,12,11,NA,NA,NA,NA
25,25,Rod Stewart,The Motown Song,30,6,NA,NA,NA,NA
26,7,Tara Kemp,Piece Of My Heart,14,14,NA,NA,NA,NA
27,27,The Black Crowes,Hard To Handle,28,8,NA,NA,NA,NA
28,28,Color Me Badd, I Adore Mi Amor,41,3,NA,NA,NA,NA
29,29,Guns N' Roses,You Could Be Mine,31,5,NA,NA,NA,NA
30,30,Nelson,Only Time Will Tell,34,8,NA,NA,NA,NA
31,6,Michael W. Smith,Place In This World,20,15,NA,NA,NA,NA
32,32,Firehouse,Love Of A Lifetime,36,7,NA,NA,NA,NA
33,2,Color Me Badd ,"I Wanna Sex You Up (From ""New Jack City"")",21,19,NA,NA,NA,NA
34,34,Robbie Nevil,Just Like You,38,6,NA,NA,NA,NA
35,35,Marky Mark & The Funky Bunch Featuring Loleatta Holloway,Good Vibrations,44,4,NA,NA,NA,NA
36,36,Whitney Houston, My Name Is Not Susan,46,3,NA,NA,NA,NA
37,37,Tom Petty And The Heartbreakers,Learning To Fly,40,7,NA,NA,NA,NA
38,21,Salt-N-Pepa ,Do You Want Me,35,21,NA,NA,NA,NA
