rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Meat Loaf,I'd Do Anything For Love (But I Won't Do That),NA,NA,5,NA,5 WEEKS AT NO. 1,12WEEKS ON CHART
2,2,Janet Jackson,Again,2,7,NA,NA,NA,NA
3,2,Ace Of Base,All That She Wants,3,12,NA,NA,NA,NA
4,4, Salt-N-Pepa,Shoop,5,9,NA,NA,NA,NA
5,4,DRS,Gangsta Lean,4,8,NA,NA,NA,NA
6,6,Mariah Carey,Hero,7,7,NA,NA,NA,NA
7,2,Xscape ,Just Kickin' It,6,12,NA,NA,NA,NA
8,7,Bryan Adams,Please Forgive Me,8,7,NA,NA,NA,NA
9,9,Toni Braxton,Breathe Again,11,8,NA,NA,NA,NA
10,10,Tevin Campbell,Can We Talk,12,8,NA,NA,NA,NA
11,2,Tag Team,Whoomp! (There It Is),9,28,NA,NA,NA,NA
12,12,Michael Bolton,Said I Loved You...But I Lied,14,5,NA,NA,NA,NA
13,6, Zhane,Hey Mr. D.J.,10,15,NA,NA,NA,NA
14,14,2Pac,Keep Ya Head Up,15,6,NA,NA,NA,NA
15,11,Haddaway,What Is Love,17,15,NA,NA,NA,NA
16,1,Mariah Carey,Dreamlover,13,18,NA,NA,NA,NA
17,17,Bryan Adams/Rod Stewart/Sting,All For Love,51,2,NA,NA,NA,NA
18,10,Tony Toni Tone,Anniversary,16,11,NA,NA,NA,NA
19,19,K7,Come Baby Come,20,14,NA,NA,NA,NA
20,20,R. Kelly,Sex Me (Parts I & II),22,6,NA,NA,NA,NA
21,3,Billy Joel,The River Of Dreams,18,19,NA,NA,NA,NA
22,22,The Cranberries, Linger,30,7,NA,NA,NA,NA
23,7,Toni Braxton,Another Sad Love Song,19,23,NA,NA,NA,NA
24,24,Color Me Badd,Time And Chance,31,6,NA,NA,NA,NA
25,25, Phil Collins,Both Sides Of The Story,25,6,NA,NA,NA,NA
26,26,Babyface,Never Keeping Secrets,32,7,NA,NA,NA,NA
27,27,Mr. Big,Wild World,27,9,NA,NA,NA,NA
28,16,Inner Circle,Sweat (A La La La La Long) ,21,18,NA,NA,NA,NA
29,20,Blind Melon,No Rain,23,16,NA,NA,NA,NA
30,30,"10,000 Maniacs",Because The Night,40,5,NA,NA,NA,NA
31,4,Janet Jackson,If,29,20,NA,NA,NA,NA
32,32,Culture Beat,Mr. Vain,38,5,NA,NA,NA,NA
33,33,Hi-Five,"Never Should've Let You Go (From ""Sister Act 2"")",33,8,NA,NA,NA,NA
34,34,Billy Joel,All About Soul,37,5,NA,NA,NA,NA
35,35,Shaquille O'Neal,(I Know I Got) Skillz,35,7,NA,NA,NA,NA
36,12,Def Leppard,"Two Steps Behind (From ""Last Action Hero"")",26,13,NA,NA,NA,NA
37,12, Aerosmith,Cryin',24,19,NA,NA,NA,NA
38,38,Jimmy Cliff,"I Can See Clearly Now (From ""Cool Runnings"")",42,5,NA,NA,NA,NA
39,2,SWV,Right Here (Human Nature)/Downtown,28,21,NA,NA,NA,NA
40,NA,Snoop Dogg,What's My Name?,NA,NA,NA,NA,NA,NA
