rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Destiny's Child,Independent Women Part I,NA,NA,7,NA,7 WEEKS AT NO. 1,15WEEKS ON CHART
2,2,Dream,He Loves U Not,5,14,NA,NA,NA,NA
3,2,"Shaggy Featuring Ricardo ""RikRok"" Ducent",It Wasn't Me,2,9,NA,NA,NA,NA
4,2,Mya,Case Of The Ex (Whatcha Gonna Do),3,20,NA,NA,NA,NA
5,1,Creed,With Arms Wide Open,4,34,NA,NA,NA,NA
6,6,OutKast,Ms. Jackson,6,8,NA,NA,NA,NA
7,7,Faith Hill,The Way You Love Me ,8,35,NA,NA,NA,NA
8,8,matchbox twenty,If You're Gone,11,11,NA,NA,NA,NA
9,3,3 Doors Down,Kryptonite,9,39,NA,NA,NA,NA
10,10,Debelah Morgan,Dance With Me,12,23,NA,NA,NA,NA
11,11,JAY-Z,I Just Wanna Love U (Give It 2 Me),13,10,NA,NA,NA,NA
12,5,'N Sync,This I Promise You ,10,14,NA,NA,NA,NA
13,4,Samantha Mumba,Gotta Tell You,7,17,NA,NA,NA,NA
14,4,P!nk,Most Girls,14,21,NA,NA,NA,NA
15,15,R. Kelly,I Wish,15,14,NA,NA,NA,NA
16,16,Lenny Kravitz ,Again,19,7,NA,NA,NA,NA
17,17,O-Town,Liquid Dreams,21,2,NA,NA,NA,NA
18,16,Nelly,E.I.,16,13,NA,NA,NA,NA
19,9,Backstreet Boys,Shape Of My Heart ,17,12,NA,NA,NA,NA
20,20,Jennifer Lopez,Love Don't Cost A Thing,22,4,NA,NA,NA,NA
21,11,Ja Rule Featuring Christina Milian,Between Me And You,18,16,NA,NA,NA,NA
22,15,Barenaked Ladies,Pinch Me,20,17,NA,NA,NA,NA
23,23,Evan And Jaron,Crazy For This Girl,23,9,NA,NA,NA,NA
24,21,Ludacris Featuring Shawnna,What's Your Fantasy,24,14,NA,NA,NA,NA
25,25,U2,Beautiful Day,28,13,NA,NA,NA,NA
26,26,Avant Featuring KeKe Wyatt,My First Love,26,9,NA,NA,NA,NA
27,1,Madonna,Music,25,21,NA,NA,NA,NA
28,27,Tim McGraw,My Next Thirty Years,27,11,NA,NA,NA,NA
29,29,Britney Spears,Stronger,53,5,NA,NA,NA,NA
30,30,Madonna,Don't Tell Me,35,4,NA,NA,NA,NA
31,31,Musiq,Just Friends (Sunny),32,12,NA,NA,NA,NA
32,32,Mystikal Featuring Nivea,Danger (Been So Long),55,3,NA,NA,NA,NA
33,31,Dixie Chicks,Without You,31,13,NA,NA,NA,NA
34,34,Sara Evans,Born To Fly,39,11,NA,NA,NA,NA
35,35,Fuel,Hemorrhage (In My Hands),40,10,NA,NA,NA,NA
36,34,Kenny Chesney,I Lost It,34,11,NA,NA,NA,NA
37,1,matchbox twenty,Bent,33,36,NA,NA,NA,NA
38,38,K-Ci & JoJo,Crazy,42,4,NA,NA,NA,NA
39,39,Mikaila,So In Love With Two,47,6,NA,NA,NA,NA
40,24,Kandi,Don't Think I'm Not,30,22,NA,NA,NA,NA
41,41,Lil Bow Wow,Bow Wow (That's My Name),43,6,NA,NA,NA,NA
42,29,Brad Paisley,We Danced,36,12,NA,NA,NA,NA
43,12, Ricky Martin,She Bangs,29,13,NA,NA,NA,NA
44,44,98 Degrees,My Everything,50,4,NA,NA,NA,NA
45,27,Travis Tritt,Best Of Intentions,37,20,NA,NA,NA,NA
46,23,Vertical Horizon,You're A God,41,19,NA,NA,NA,NA
47,47,Carl Thomas,Emotional,54,6,NA,NA,NA,NA
48,48,3LW,No More (Baby I'ma Do Right),48,9,NA,NA,NA,NA
49,45,Alan Jackson,www.memory,45,9,NA,NA,NA,NA
50,50,Lonestar,Tell Her,51,7,NA,NA,NA,NA
51,35,Phil Vassar,Just Another Day In Paradise,46,14,NA,NA,NA,NA
52,52,Public Announcement,Mamacita,59,2,NA,NA,NA,NA
53,38,Wyclef Jean Featuring Mary J. Blige,911,49,13,NA,NA,NA,NA
54,54,Dave Hollister,One Woman Man,64,4,NA,NA,NA,NA
55,51,Eminem Featuring Dido,Stan,57,9,NA,NA,NA,NA
56,56, Lee Ann Womack,Ashes By Now,62,4,NA,NA,NA,NA
57,45,Vitamin C,The Itch,52,5,NA,NA,NA,NA
58,58,Jo Dee Messina,Burn,60,5,NA,NA,NA,NA
59,59,Moby Featuring Gwen Stefani,South Side,78,5,NA,NA,NA,NA
60,60,Cash Money Millionaires,Project Chick,65,3,NA,NA,NA,NA
61,55,3 Doors Down,Loser,61,11,NA,NA,NA,NA
62,35,John Michael Montgomery,The Little Girl,63,17,NA,NA,NA,NA
63,63,David Gray,Babylon,66,5,NA,NA,NA,NA
64,64,Jagged Edge,Promise,73,2,NA,NA,NA,NA
65,65,112,It's Over Now,68,4,NA,NA,NA,NA
66,6,Erykah Badu,Bag Lady,56,20,NA,NA,NA,NA
67,67,Jamie O'Neal,There Is No Arizona,72,2,NA,NA,NA,NA
68,NA,NewSong,The Christmas Shoes,NA,NA,NA,NA,NA,NA
69,NA,BBMak,Still On Your Side,NA,NA,NA,NA,NA,NA
70,70,Garth Brooks,Wild Horses,79,2,NA,NA,NA,NA
71,71,Memphis Bleek Featuring Jay-Z & Missy Elliott,Is That Your Chick ,74,3,NA,NA,NA,NA
72,72,Keith Urban,But For The Grace Of God,81,2,NA,NA,NA,NA
73,65,Limp Bizkit,Rollin',67,8,NA,NA,NA,NA
74,64,Kelly Price,You Should've Told Me,70,15,NA,NA,NA,NA
75,14,Profyle,Liar,69,16,NA,NA,NA,NA
76,76,Rascal Flatts,This Everyday Love,76,2,NA,NA,NA,NA
77,NA,Toby Keith,You Shouldn't Kiss Me Like This,NA,NA,NA,NA,NA,NA
78,70,The Offspring,Original Prankster,77,6,NA,NA,NA,NA
79,57,Yolanda Adams,Open My Heart,71,19,NA,NA,NA,NA
80,NA,Xzibit,X,NA,NA,NA,NA,NA,NA
81,NA,Shaggy Featuring Rayvon,Angel,NA,NA,NA,NA,NA,NA
82,80,The Clark Family Experience,Meanwhile Back At The Ranch,80,7,NA,NA,NA,NA
83,83,Billy Gilman, Oklahoma,84,8,NA,NA,NA,NA
84,54,Beenie Man Featuring Mya,Girls Dem Sugar,75,11,NA,NA,NA,NA
85,85,Ja Rule Featuring Lil' Mo & Vita,Put It On Me,95,2,NA,NA,NA,NA
86,71,LeAnn Rimes,Can't Fight The Moonlight,85,17,NA,NA,NA,NA
87,87,Jaheim,Could It Be,90,3,NA,NA,NA,NA
88,75,Terri Clark,A Little Gasoline,82,3,NA,NA,NA,NA
89,75, Lil' Kim Featuring Sisqo,How Many Licks?,86,6,NA,NA,NA,NA
90,NA,Boyz II Men,Thank You In Advance,NA,NA,NA,NA,NA,NA
91,76,Chris Cagle,My Love Goes On And On,83,11,NA,NA,NA,NA
92,92,Mos Def & Pharoahe Monch Featuring Nate Dogg,Oh No,97,2,NA,NA,NA,NA
93,70,Marc Anthony,My Baby You,89,16,NA,NA,NA,NA
94,2,98 Degrees,Give Me Just One Night (Una Noche),93,20,NA,NA,NA,NA
95,40,George Strait,Go On,88,19,NA,NA,NA,NA
96,96,De La Soul Featuring Chaka Khan,All Good?,96,2,NA,NA,NA,NA
97,42,Aaron Tippin, Kiss This,92,19,NA,NA,NA,NA
98,NA,Sunday,I Know,NA,NA,NA,NA,NA,NA
99,52,Vince Gill,Feels Like Love,91,18,NA,NA,NA,NA
100,68,Nine Days,If I Am,94,5,NA,NA,NA,NA
