rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,All-4-One,I Swear,NA,NA,11,NA,11 WEEKS AT NO. 1,15WEEKS ON CHART
2,2,Lisa Loeb & Nine Stories,"Stay (I Missed You) (From ""Reality Bites"")",2,13,NA,NA,NA,NA
3,3,Coolio,Fantastic Voyage,6,9,NA,NA,NA,NA
4,2,Janet Jackson ,"Any Time, Any Place/And On And On",4,10,NA,NA,NA,NA
5,5,Elton John,"Can You Feel The Love Tonight (From ""The Lion King"")",7,11,NA,NA,NA,NA
6,2,Warren G & Nate Dogg,"Regulate (From ""Above The Rim"")",3,15,NA,NA,NA,NA
7,4,Ace Of Base ,Don't Turn Around,5,13,NA,NA,NA,NA
8,8,Da Brat,Funkdafied,9,9,NA,NA,NA,NA
9,5,Aaliyah,Back & Forth,8,14,NA,NA,NA,NA
10,10,John Mellencamp With Me'Shell Ndegeocello,Wild Night,12,10,NA,NA,NA,NA
11,10,Jon Secada,If You Go,10,13,NA,NA,NA,NA
12,12,Collective Soul,Shine,15,13,NA,NA,NA,NA
13,7,Toni Braxton,You Mean The World To Me,11,18,NA,NA,NA,NA
14,12,Mariah Carey,Anytime You Need A Friend,14,10,NA,NA,NA,NA
15,2,Madonna,"I'll Remember (From ""With Honors"")",13,18,NA,NA,NA,NA
16,16,Aaron Hall,I Miss You,16,12,NA,NA,NA,NA
17,17,Aerosmith ,Crazy,19,11,NA,NA,NA,NA
18,13,R. Kelly,Your Body's Callin',17,12,NA,NA,NA,NA
19,19,Babyface,When Can I See You,24,7,NA,NA,NA,NA
20,6, Big Mountain,"Baby I Love Your Way (From ""Reality Bites"")",18,23,NA,NA,NA,NA
21,21,Erasure,Always,21,14,NA,NA,NA,NA
22,1,Ace Of Base,The Sign,20,31,NA,NA,NA,NA
23,23, Warren G,This D.J.,51,2,NA,NA,NA,NA
24,24,Seal,Prayer For The Dying,27,8,NA,NA,NA,NA
25,25,Tevin Campbell,Always In My Heart,26,6,NA,NA,NA,NA
26,3,Prince,The Most Beautiful Girl In The World,22,22,NA,NA,NA,NA
27,27,Melissa Etheridge,Come To My Window,30,23,NA,NA,NA,NA
28,28,Ahmad,Back In The Day,28,10,NA,NA,NA,NA
29,26,Aretha Franklin,Willing To Forgive ,31,12,NA,NA,NA,NA
30,4,Enigma,Return To Innocence,25,22,NA,NA,NA,NA
31,19,Joshua Kadison,Beautiful In My Eyes,23,16,NA,NA,NA,NA
32,17,Tim McGraw,Don't Take The Girl,29,11,NA,NA,NA,NA
33,33,Richard Marx,The Way She Loves Me,37,3,NA,NA,NA,NA
34,34,Public Enemy,Give It Up,54,3,NA,NA,NA,NA
35,34,Shai,"The Place Where You Belong (From ""Beverly Hills Cop III"")",35,9,NA,NA,NA,NA
36,35,Crystal Waters,100% Pure Love,36,10,NA,NA,NA,NA
37,37,Steve Perry,You Better Wait,42,3,NA,NA,NA,NA
38,33,Toad The Wet Sprocket,Fall Down,33,9,NA,NA,NA,NA
39,18,SWV,"Anything (From ""Above The Rim"")",32,17,NA,NA,NA,NA
40,40,Zhane,Sending My Love,46,11,NA,NA,NA,NA
41,41,CeCe Peniston,I'm Not Over You,44,7,NA,NA,NA,NA
42,9,Tevin Campbell,I'm Ready,34,21,NA,NA,NA,NA
43,43,The Puppies,Funky Y-2-C ,55,5,NA,NA,NA,NA
44,44,BLACKstreet,Booti Call,52,6,NA,NA,NA,NA
45,43,Live,Selling The Drama,43,9,NA,NA,NA,NA
46,3,Salt-N-Pepa Featuring En Vogue,Whatta Man,45,28,NA,NA,NA,NA
47,NA,Changing Faces,Stroke You Up,NA,NA,NA,NA,NA,NA
48,22,General Public,"I'll Take You There (From ""Threesome"")",39,17,NA,NA,NA,NA
49,49,Spin Doctors,You Let Your Heart Go Too Fast,57,3,NA,NA,NA,NA
50,47,Meat Puppets,Backwater,47,8,NA,NA,NA,NA
51,51,69 Boyz,Tootsee Roll,53,4,NA,NA,NA,NA
52,23,Celine Dion ,Misled,41,14,NA,NA,NA,NA
53,50,Roxette,Sleeping In My Car,50,5,NA,NA,NA,NA
54,40,David Ball,Thinkin' Problem,40,5,NA,NA,NA,NA
55,55,Heavy D & The Boyz,Nuttin' But Love,69,5,NA,NA,NA,NA
56,20,Heavy D & The Boyz,Got Me Waiting,49,19,NA,NA,NA,NA
57,57,Nine Inch Nails,Closer,66,8,NA,NA,NA,NA
58,58,Salt-N-Pepa,None Of Your Business,73,2,NA,NA,NA,NA
59,58,DJ Miko,What's Up,65,7,NA,NA,NA,NA
60,60,Blur,Girls & Boys,68,6,NA,NA,NA,NA
61,61, Patti LaBelle,The Right Kinda Lover,64,5,NA,NA,NA,NA
62,57,Stevie Nicks,Maybe Love Will Change Your Mind,62,7,NA,NA,NA,NA
63,63,Terror Fabulous Featuring Nadine Sutherland,Action,93,2,NA,NA,NA,NA
64,NA,C+C Music Factory,Do You Wanna Get Funky,NA,NA,NA,NA,NA,NA
65,27,Domino,Sweet Potatoe Pie,56,17,NA,NA,NA,NA
66,66,Miranda,Your Love Is So Divine,80,7,NA,NA,NA,NA
67,42,The Cranberries,Dreams,58,18,NA,NA,NA,NA
68,NA,Ice Cube Featuring George Clinton,Bop Gun (One Nation),NA,NA,NA,NA,NA,NA
69,59,Nice & Smooth,Old To The New,75,5,NA,NA,NA,NA
70,70,Crash Test Dummies,Afternoons & Coffeespoons,70,4,NA,NA,NA,NA
71,71,Wet Wet Wet ,Love Is All Around,71,4,NA,NA,NA,NA
72,34,M People,Moving On Up,60,13,NA,NA,NA,NA
73,55,Atlantic Starr,I'll Remember You,67,9,NA,NA,NA,NA
74,26,M.C. Hammer,Pumps And A Bump,61,19,NA,NA,NA,NA
75,NA,Mad Lion, Take It Easy,NA,NA,NA,NA,NA,NA
76,72,Cause And Effect, It's Over Now,72,6,NA,NA,NA,NA
77,77,Fugees,Nappy Heads,86,5,NA,NA,NA,NA
78,51,Boston,I Need Your Love,59,8,NA,NA,NA,NA
79,73,Sarah McLachlan ,Possession,85,13,NA,NA,NA,NA
80,80,Queen Latifah,Weekend Love,94,2,NA,NA,NA,NA
81,78,Blackgirl,90's Girl,78,5,NA,NA,NA,NA
82,53,Patra,Worker Man,79,14,NA,NA,NA,NA
83,82,Gravediggaz,Diary Of A Madman,82,4,NA,NA,NA,NA
84,48,Keith Sweat,How Do You Like It?,88,19,NA,NA,NA,NA
85,60,The Crooklyn Dodgers,"Crooklyn (From ""Crooklyn"")",77,11,NA,NA,NA,NA
86,NA,Immature,Never Lie,NA,NA,NA,NA,NA,NA
87,87,OutKast,Southernplayalisticadillacmuzik,95,3,NA,NA,NA,NA
88,88,Kathy Troccoli,Tell Me Where It Hurts,91,4,NA,NA,NA,NA
89,NA,Billy Lawrence,Happiness,NA,NA,NA,NA,NA,NA
90,57,H-Town/Al B. Sure!,Part Time Lover/I'm Still In Love With You,74,16,NA,NA,NA,NA
91,NA,House Of Pain,On Point,NA,NA,NA,NA,NA,NA
92,NA,Jamie Foxx,Infatuation,NA,NA,NA,NA,NA,NA
93,45,Arrested Development,Ease My Mind,81,12,NA,NA,NA,NA
94,49,FRENTE!,Bizarre Love Triangle,89,15,NA,NA,NA,NA
95,46,Xscape,Love On My Mind,76,15,NA,NA,NA,NA
96,44,Huey Lewis & The News,(She's) Some Kind Of Wonderful,84,12,NA,NA,NA,NA
97,73,Pink Floyd,Take It Back,92,7,NA,NA,NA,NA
98,52,Gabrielle,I Wish,83,14,NA,NA,NA,NA
99,91,Neal McCoy,Wink,99,3,NA,NA,NA,NA
100,96,King Just,Warrior's Drum,97,5,NA,NA,NA,NA
