rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Whitney Houston,"Exhale (Shoop Shoop) (From ""Waiting To Exhale"")",NA,NA,NA,NA,,1WEEKS ON CHART
2,1,Mariah Carey,Fantasy,1,9,NA,NA,NA,NA
3,1,Coolio Featuring L.V.,"Gangsta's Paradise (From ""Dangerous Minds"")",2,15,NA,NA,NA,NA
4,4,R. Kelly ,You Remind Me Of Something,4,2,NA,NA,NA,NA
5,5,LL Cool J,Hey Lover,30,2,NA,NA,NA,NA
6,3,Janet Jackson,Runaway,3,11,NA,NA,NA,NA
7,5, Groove Theory,Tell Me,5,14,NA,NA,NA,NA
8,7,Take That,Back For Good,7,16,NA,NA,NA,NA
9,9,Goo Goo Dolls,Name,10,7,NA,NA,NA,NA
10,10,TLC,Diggin' On You,12,2,NA,NA,NA,NA
11,1,Seal,Kiss From A Rose,6,23,NA,NA,NA,NA
12,8,Xscape ,Who Can I Run To,8,7,NA,NA,NA,NA
13,13,Meat Loaf,I'd Lie For You (And That's The Truth),13,6,NA,NA,NA,NA
14,6,Sophie B. Hawkins,As I Lay Me Down,9,26,NA,NA,NA,NA
15,6,Hootie & The Blowfish,Only Wanna Be With You,11,17,NA,NA,NA,NA
16,16, Monica,Before You Walk Out Of My Life/Like This And Like That,16,6,NA,NA,NA,NA
17,17,Deep Blue Something,Breakfast At Tiffany's,17,15,NA,NA,NA,NA
18,10,Del Amitri,Roll To Me,15,21,NA,NA,NA,NA
19,10,Natalie Merchant,Carnival,14,17,NA,NA,NA,NA
20,20,Ace Of Base,Beautiful Life,22,3,NA,NA,NA,NA
21,8,Blues Traveler,Run-Around,21,36,NA,NA,NA,NA
22,22,Selena ,Dreaming Of You,23,5,NA,NA,NA,NA
23,9,Brandy,Brokenhearted,18,12,NA,NA,NA,NA
24,5,All-4-One,I Can Love You Like That,20,24,NA,NA,NA,NA
25,18,Lisa Loeb & Nine Stories,Do You Sleep?,24,10,NA,NA,NA,NA
26,26,The Smashing Pumpkins,Bullet With Butterfly Wings,28,3,NA,NA,NA,NA
27,1,TLC,Waterfalls,29,25,NA,NA,NA,NA
28,1,Michael Jackson,You Are Not Alone,19,13,NA,NA,NA,NA
29,20,Collective Soul,December,26,29,NA,NA,NA,NA
30,25,Jon B,Pretty Girl ,25,13,NA,NA,NA,NA
31,27,Deborah Cox,Sentimental,27,12,NA,NA,NA,NA
32,32,3T,Anything,33,8,NA,NA,NA,NA
33,33,Everything But The Girl,Missing,34,16,NA,NA,NA,NA
34,34,Jodeci,Love U 4 Life,38,4,NA,NA,NA,NA
35,35,Planet Soul,Set U Free,40,6,NA,NA,NA,NA
36,17,The Rembrandts,I'll Be There For You/This House Is Not A Home,31,9,NA,NA,NA,NA
37,29,Blessid Union Of Souls,Let Me Be The One,35,17,NA,NA,NA,NA
38,30,Bush,Comedown,37,13,NA,NA,NA,NA
39,39, Goodie Mob,Cell Therapy,39,7,NA,NA,NA,NA
40,32,Edwyn Collins,"A Girl Like You (From ""Empire Records"")",41,5,NA,NA,NA,NA
41,8,Luniz,I Got 5 On It,32,25,NA,NA,NA,NA
42,3,Shaggy,Boombastic/In The Summertime,36,28,NA,NA,NA,NA
43,43,Shai,Come With Me,44,11,NA,NA,NA,NA
44,31,After 7,'Til You Do Me Right,42,21,NA,NA,NA,NA
45,45,La Bouche, Be My Lover,57,3,NA,NA,NA,NA
46,46,Blahzay Blahzay,Danger,47,8,NA,NA,NA,NA
47,47,Hootie & The Blowfish,Time,61,3,NA,NA,NA,NA
48,48,Elton John,Blessed,56,4,NA,NA,NA,NA
49,49,Blues Traveler,Hook,52,8,NA,NA,NA,NA
50,4,Vanessa Williams,"Colors Of The Wind (From ""Pocahontas"")",46,23,NA,NA,NA,NA
51,38,Salt-N-Pepa,Ain't Nuthin' But A She Thing,45,6,NA,NA,NA,NA
52,45,Fun Factory,I Wanna B With U,51,19,NA,NA,NA,NA
53,53,Terry Ellis,Where Ever You Are,62,4,NA,NA,NA,NA
54,54,Silk,Hooked On You,54,4,NA,NA,NA,NA
55,45,Los Del Rio,Macarena (Bayside Boys Mix),53,13,NA,NA,NA,NA
56,25, Tim McGraw,"I Like It, I Love It",60,14,NA,NA,NA,NA
57,42,Solo,Heaven,50,16,NA,NA,NA,NA
58,37,Raekwon,Incarcerated Scarfaces/Ice Cream,48,7,NA,NA,NA,NA
59,59,The Pharcyde,Runnin',64,6,NA,NA,NA,NA
60,60,The Mighty Dub Katz,Magic Carpet Ride,70,7,NA,NA,NA,NA
61,52,Real McCoy,Automatic Lover (Call For Love),58,6,NA,NA,NA,NA
62,62,Collective Soul,The World I Know,73,2,NA,NA,NA,NA
63,63,D'Angelo,Cruisin',80,4,NA,NA,NA,NA
64,46,Immature ,"Feel The Funk (From ""Dangerous Minds"")",55,10,NA,NA,NA,NA
65,65,Max-A-Million,Sexual Healing,71,4,NA,NA,NA,NA
66,14,Bone Thugs-N-Harmony,1st Of Tha Month,65,14,NA,NA,NA,NA
67,67,The Outhere Brothers,Boom Boom Boom,74,9,NA,NA,NA,NA
68,25,AZ,Sugar Hill,59,20,NA,NA,NA,NA
69,54,The Dove Shack,"Summertime In The LBC (From ""The Show"")",67,16,NA,NA,NA,NA
70,70,The Corrs,Runaway,72,7,NA,NA,NA,NA
71,65,Artie The 1 Man Party,A Mover La Colita,81,9,NA,NA,NA,NA
72,72,Backstreet Boys,We've Got It Goin' On,78,5,NA,NA,NA,NA
73,56,Method Man,"The Riddler (From ""Batman Forever"")",69,3,NA,NA,NA,NA
74,74,Edwin McCain,Solitude,76,8,NA,NA,NA,NA
75,75,Sarah McLachlan,I Will Remember You (Live),84,3,NA,NA,NA,NA
76,45,Cypress Hill,Throw Your Set In The Air,77,7,NA,NA,NA,NA
77,74,Monifah,"I Miss You (Come Back Home) (From ""New York Undercover"")",82,5,NA,NA,NA,NA
78,63,The Click,Hurricane,63,3,NA,NA,NA,NA
79,79,Capleton,Wings Of The Morning,79,5,NA,NA,NA,NA
80,48,Genius/GZA,Liquid Swords,66,5,NA,NA,NA,NA
81,73,Frost,East Side Rendezvous,83,5,NA,NA,NA,NA
82,NA,Bonnie Raitt With Bryan Adams,Rock Steady,NA,NA,NA,NA,NA,NA
83,75,"Gerald Levert & Eddie Levert, Sr.",Already Missing You,75,6,NA,NA,NA,NA
84,84,L.V.,Throw Your Hands Up,89,2,NA,NA,NA,NA
85,13,Redman/Method Man,"How High (From ""The Show"")",68,14,NA,NA,NA,NA
86,86,L.A.D.,Ridin' Low,94,2,NA,NA,NA,NA
87,56, Boyz II Men,Vibin',87,13,NA,NA,NA,NA
88,13,Junior M.A.F.I.A.,Player's Anthem,85,19,NA,NA,NA,NA
89,76,Bon Jovi,Lie To Me/Something For The Pain,NA,6,NA,NA,NA,NA
90,90,Onyx,Last Dayz,90,3,NA,NA,NA,NA
91,27,Michael Bolton,Can I Touch You...There?,88,13,NA,NA,NA,NA
92,12,Prince,I Hate U,86,10,NA,NA,NA,NA
93,61,Das EFX,Real Hip Hop,92,10,NA,NA,NA,NA
94,NA,Better Than Ezra,Rosealia,NA,NA,NA,NA,NA,NA
95,84,Erick Sermon,Bomdigi,93,5,NA,NA,NA,NA
96,86,Peter Cetera & Crystal Bernard,Forever Tonight,91,6,NA,NA,NA,NA
97,90,Shania Twain,(If You're Not In It For Love) I'm Outta Here!/The Woman In Me,96,5,NA,NA,NA,NA
98,55, Sponge,Molly (Sixteen Candles),97,16,NA,NA,NA,NA
99,NA,Intro,Funny How Time Flies,NA,NA,NA,NA,NA,NA
100,88,WC & The Maad Circle,West Up!,95,9,NA,NA,NA,NA
