rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Santana Featuring The Product G&B,Maria Maria,NA,NA,7,NA,7WEEKS AT NO. 1,15WEEKS ON CHART
2,2,Faith Hill,Breathe,3,29,NA,NA,NA,NA
3,3,Sisqo,Thong Song,4,17,NA,NA,NA,NA
4,2,Toni Braxton,He Wasn't Man Enough,2,10,NA,NA,NA,NA
5,5,Macy Gray,I Try,6,14,NA,NA,NA,NA
6,6,Vertical Horizon,Everything You Want,8,18,NA,NA,NA,NA
7,1,Destiny's Child,Say My Name,5,22,NA,NA,NA,NA
8,8,Enrique Iglesias,Be With You ,9,8,NA,NA,NA,NA
9,4,'N Sync,Bye Bye Bye,7,17,NA,NA,NA,NA
10,10,Aaliyah,Try Again,12,10,NA,NA,NA,NA
11,11,Joe,I Wanna Know,14,21,NA,NA,NA,NA
12,1,Lonestar,Amazed,10,42,NA,NA,NA,NA
13,13,Marc Anthony,You Sang To Me,13,13,NA,NA,NA,NA
14,8,Sonique,It Feels So Good,11,18,NA,NA,NA,NA
15,15,Britney Spears,Oops!...I Did It Again,19,5,NA,NA,NA,NA
16,16,Creed,Higher,16,29,NA,NA,NA,NA
17,7, P!nk,There You Go,15,12,NA,NA,NA,NA
18,18,Red Hot Chili Peppers,Otherside,24,15,NA,NA,NA,NA
19,19,Christina Aguilera,I Turn To You,21,6,NA,NA,NA,NA
20,20,Eminem,The Real Slim Shady,32,3,NA,NA,NA,NA
21,1,Santana Featuring Rob Thomas,Smooth,18,43,NA,NA,NA,NA
22,20,Carl Thomas,I Wish ,20,9,NA,NA,NA,NA
23,23,Avant,Separated,30,4,NA,NA,NA,NA
24,24,matchbox twenty,Bent,29,4,NA,NA,NA,NA
25,14,Third Eye Blind,Never Let You Go,22,18,NA,NA,NA,NA
26,26,Savage Garden,Crash And Burn,31,7,NA,NA,NA,NA
27,27,DMX,Party Up (Up In Here),27,13,NA,NA,NA,NA
28,28,Jay-Z Featuring UGK,Big Pimpin',33,5,NA,NA,NA,NA
29,19,Kid Rock,Only God Knows Why,25,14,NA,NA,NA,NA
30,4,Montell Jordan,Get It On Tonite,23,31,NA,NA,NA,NA
31,17,504 Boyz, Wobble Wobble,17,6,NA,NA,NA,NA
32,6,Backstreet Boys,Show Me The Meaning Of Being Lonely,26,21,NA,NA,NA,NA
33,28,Mary Mary,Shackles (Praise You),28,9,NA,NA,NA,NA
34,34,Alice Deejay,Better Off Alone,36,7,NA,NA,NA,NA
35,35,Goo Goo Dolls,Broadway,42,5,NA,NA,NA,NA
36,36,Faith Hill,The Way You Love Me,41,11,NA,NA,NA,NA
37,1,Savage Garden,I Knew I Loved You,34,31,NA,NA,NA,NA
38,3,Marc Anthony,I Need To Know,37,37,NA,NA,NA,NA
39,39,Chad Brock,Yes!,47,7,NA,NA,NA,NA
40,40,Vitamin C,Graduation (Friends Forever),46,6,NA,NA,NA,NA
41,41,Donell Jones,Where I Wanna Be,50,5,NA,NA,NA,NA
42,6,Celine Dion,That's The Way It Is ,35,28,NA,NA,NA,NA
43,31,George Strait,The Best Day,39,17,NA,NA,NA,NA
44,44,Westlife,Swear It Again,44,8,NA,NA,NA,NA
45,31,Toby Keith,How Do You Like Me Now?!,43,17,NA,NA,NA,NA
46,40,Kenny Rogers With Alison Krauss & Billy Dean,Buy Me A Rose,40,11,NA,NA,NA,NA
47,47,Andy Griggs,She's More,48,11,NA,NA,NA,NA
48,48,Clay Walker,The Chain Of Love,51,6,NA,NA,NA,NA
49,49,Collin Raye,Couldn't Last A Moment,56,10,NA,NA,NA,NA
50,50,Mya Featuring Jadakiss,Best Of Me,55,6,NA,NA,NA,NA
51,51,'N Sync,It's Gonna Be Me,70,3,NA,NA,NA,NA
52,52,BBMak,Back Here,60,4,NA,NA,NA,NA
53,44,Clint Black With Steve Wariner,Been There,53,14,NA,NA,NA,NA
54,54,3 Doors Down,Kryptonite ,57,7,NA,NA,NA,NA
55,55,Jagged Edge,Let's Get Married,66,3,NA,NA,NA,NA
56,45,Phil Vassar,Carlene,52,12,NA,NA,NA,NA
57,43,Black Rob,Whoa!,54,12,NA,NA,NA,NA
58,58,Kenny Chesney,What I Need To Do,62,8,NA,NA,NA,NA
59,59,Nine Days,Absolutely (Story Of A Girl),71,3,NA,NA,NA,NA
60,60, Clay Davidson,Unconditional,69,9,NA,NA,NA,NA
61,19,Dixie Chicks,Goodbye Earl,38,10,NA,NA,NA,NA
62,35,Aaliyah,I Don't Wanna,63,17,NA,NA,NA,NA
63,59,NAS Featuring Ginuwine,You Owe Me,67,9,NA,NA,NA,NA
64,51,Jennifer Lopez Featuring Big Pun & Fat Joe,Feelin' So Good,NA,12,NA,NA,NA,NA
65,65,Son By Four,Purest Of Pain (A Puro Dolor),73,7,NA,NA,NA,NA
66,66,Tim McGraw,Some Things Never Change,76,2,NA,NA,NA,NA
67,49,Elton John,Someday Out Of The Blue,59,5,NA,NA,NA,NA
68,25,Dr. Dre Featuring Eminem,Forgot About Dre,58,18,NA,NA,NA,NA
69,69,Lee Ann Womack, I Hope You Dance,83,2,NA,NA,NA,NA
70,49,Pearl Jam,Nothing As It Seems,49,2,NA,NA,NA,NA
71,71,Destiny's Child,"Jumpin', Jumpin'",74,2,NA,NA,NA,NA
72,72,Rascal Flatts,Prayin' For Daylight,78,3,NA,NA,NA,NA
73,73,Trace Adkins,More,75,4,NA,NA,NA,NA
74,74,Yankee Grey,Another Nine Minutes,77,4,NA,NA,NA,NA
75,42,Martina McBride,Love's The Only House,64,16,NA,NA,NA,NA
76,76,Nelly,(Hot S**t) Country Grammar,96,4,NA,NA,NA,NA
77,68,Mary J. Blige,Give Me You,68,6,NA,NA,NA,NA
78,78,Creed,With Arms Wide Open,84,2,NA,NA,NA,NA
79,79,Reba McEntire,I'll Be,89,2,NA,NA,NA,NA
80,NA,Lucy Pearl,Dance Tonight,NA,NA,NA,NA,NA,NA
81,75,Big Punisher Featuring Donell Jones,It's So Hard,79,5,NA,NA,NA,NA
82,82,Eric Heatherly,Flowers On The Wall,88,4,NA,NA,NA,NA
83,24,Sammie,I Like It,61,17,NA,NA,NA,NA
84,84,Metallica,I Disappear,86,2,NA,NA,NA,NA
85,85,Brad Paisley,Me Neither,87,2,NA,NA,NA,NA
86,65,M2M,Mirror Mirror,65,8,NA,NA,NA,NA
87,20,Hanson,This Time Around,45,5,NA,NA,NA,NA
88,88,Sting Featuring Cheb Mami,Desert Rose,98,2,NA,NA,NA,NA
89,74,Ying Yang Twins,Whistle While You Twurk,85,10,NA,NA,NA,NA
90,56,Da Brat,That's What I'm Looking For,72,13,NA,NA,NA,NA
