rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Janet Jackson,Black Cat,NA,NA,NA,2,2LAST WEEK,7WEEKS ON CHART,NA
2,1,James Ingram,I Don't Have The Heart,1,13,NA,NA,NA,NA,james-ingram-t1a-53x53.jpg
3,3,Vanilla Ice,Ice Ice Baby,4,8,NA,NA,NA,NA,vanilla-ice-1on-53x53.jpg
4,4,Pebbles,Giving You The Benefit,7,11,NA,NA,NA,NA,pebbles-xsh-53x53.jpg
5,5,Mariah Carey,Love Takes Time,12,7,NA,NA,NA,NA,mariah-carey-tgq-53x53.jpg
6,6,After 7,Can't Stop,9,14,NA,NA,NA,NA,after-7-zay-53x53.jpg
7,1,Maxi Priest,Close To You,5,18,NA,NA,NA,NA,maxi-priest-myk-53x53.jpg
8,1,George Michael,Praying For Time,3,9,NA,NA,NA,NA,george-michael-53x53.jpg
9,9,INXS,Suicide Blonde,11,8,NA,NA,NA,NA,inxs-ug5-53x53.jpg
10,8,Black Box,Everybody Everybody,8,13,NA,NA,NA,NA,black-box-a2z-53x53.jpg
11,6,Dino,Romeo,6,12,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
12,12,M.C. Hammer,Pray,16,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
13,13,Warrant,Cherry Pie,17,8,NA,NA,NA,NA,warrant-53x53.jpg
14,14,Alias,More Than Words Can Say,18,8,NA,NA,NA,NA,alias-p5m-53x53.jpg
15,13,The Righteous Brothers,Unchained Melody,13,10,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
16,1,Nelson,(Can't Live Without Your) Love And Affection,10,17,NA,NA,NA,NA,nelson-53x53.jpg
17,17,Tony Toni Tone,Feels Good,19,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
18,18,Candyman,Knockin' Boots,26,9,NA,NA,NA,NA,candyman-b0u-53x53.jpg
19,19,Slaughter,Fly To the Angels,20,11,NA,NA,NA,NA,slaughter-53x53.jpg
20,20, Deee-Lite,Groove Is In The Heart,33,7,NA,NA,NA,NA,deee-lite-fnz-53x53.jpg
21,21,Breathe,Say A Prayer,21,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
22,22,The Righteous Brothers,Unchained Melody,25,4,NA,NA,NA,NA,the-righteous-brothers-bit-53x53.jpg
23,23,Poison,Something To Believe In,32,4,NA,NA,NA,NA,poison-53x53.jpg
24,4,Phil Collins,Something Happened On The Way To Heaven,14,13,NA,NA,NA,NA,phil-collins-53x53.jpg
25,25,Concrete Blonde,Joey,29,11,NA,NA,NA,NA,concrete-blonde-91p-53x53.jpg
26,3,Bell Biv DeVoe,Do Me!,23,18,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
27,27,Daryl Hall John Oates,So Close,34,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
28,15,Depeche Mode,Policy Of Truth,15,12,NA,NA,NA,NA,depeche-mode-53x53.jpg
29,29,Whitney Houston,I'm Your Baby Tonight,42,2,NA,NA,NA,NA,whitney-houston-k4w-53x53.jpg
30,30,Soho,Hippychick,36,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
31,31,Heart,Stranded,37,6,NA,NA,NA,NA,heart-2lh-53x53.jpg
32,32,Bette Midler,From A Distance,40,4,NA,NA,NA,NA,bette-midler-2ui-53x53.jpg
33,1,Jon Bon Jovi,"Blaze Of Glory (From ""Young Guns II"")",24,15,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
34,8,Paul Young,Oh Girl,22,16,NA,NA,NA,NA,paul-young-mlj-53x53.jpg
35,35,UB40,The Way You Do The Things You Do,43,7,NA,NA,NA,NA,ub40-53x53.jpg
36,36,David Cassidy,Lyin' To Myself,44,6,NA,NA,NA,NA,david-cassidy-s19-53x53.jpg
37,37,Stevie B,Because I Love You (The Postman Song),50,4,NA,NA,NA,NA,stevie-b-ir7-53x53.jpg
38,1,Wilson Phillips,Release Me,31,18,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
39,39,Wilson Phillips,Impulsive,47,3,NA,NA,NA,NA,wilson-phillips-531-53x53.jpg
40,29,The Boys,Crazy,30,10,NA,NA,NA,NA,the-boys-xqd-53x53.jpg
41,35,Snap!,Ooops Up,35,8,NA,NA,NA,NA,snap-71d-53x53.jpg
42,42,Damn Yankees,High Enough,51,6,NA,NA,NA,NA,damn-yankees-yz7-53x53.jpg
43,10,Johnny Gill,"My, My, My",27,13,NA,NA,NA,NA,johnny-gill-53x53.jpg
44,44,The Human League,Heart Like A Wheel,46,6,NA,NA,NA,NA,the-human-league-2tr-53x53.jpg
45,14,Kyper ,Tic-Tac-Toe,39,18,NA,NA,NA,NA,kyper-4ia-53x53.jpg
46,46,DNA Featuring Suzanne Vega,Tom's Diner,57,4,NA,NA,NA,NA,dna-as0-53x53.jpg
47,NA,Jon Bon Jovi,"Miracle (From ""Young Guns II"")",NA,NA,NA,NA,NA,NA,jon-bon-jovi-59q-53x53.jpg
48,48,LL Cool J,The Boomin' System,48,5,NA,NA,NA,NA,ll-cool-j-kyv-53x53.jpg
49,49,Donny Osmond,My Love Is A Fire,55,3,NA,NA,NA,NA,donny-osmond-dfc-53x53.jpg
50,50,Information Society,Think,56,4,NA,NA,NA,NA,information-society-6kt-53x53.jpg
51,51,Bell Biv DeVoe,B.B.D. (I Thought It Was Me)?,69,3,NA,NA,NA,NA,bell-biv-devoe-221-53x53.jpg
52,12,Taylor Dayne,Heart Of Stone,38,13,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
53,NA,George Michael,Freedom,NA,NA,NA,NA,NA,NA,george-michael-53x53.jpg
54,21,Lisa Stansfield,This Is The Right Time,28,11,NA,NA,NA,NA,lisa-stansfield-yvw-53x53.jpg
55,55,2 In A Room,Wiggle It,58,4,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
56,53, Cynthia & Johnny O,Dream Boy/Dream Girl,53,9,NA,NA,NA,NA,cynthia-0u5-53x53.jpg
57,57,Elisa Fiorillo,On The Way Up,64,5,NA,NA,NA,NA,elisa-fiorillo-39c-53x53.jpg
58,58,Al B. Sure!,Missunderstanding,70,3,NA,NA,NA,NA,al-b-sure-box-53x53.jpg
59,59,New Kids On The Block,Let's Try It Again,65,4,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
60,32, Jude Cole,Time For Letting Go,45,13,NA,NA,NA,NA,jude-cole-axa-53x53.jpg
61,61,Winger,Miles Away,72,3,NA,NA,NA,NA,winger-w6j-53x53.jpg
62,25,The Adventures Of Stevie V,Dirty Cash (Money Talks),52,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
63,63, Caron Wheeler,Livin' In The Light,71,5,NA,NA,NA,NA,caron-wheeler-7cz-53x53.jpg
64,64,Asia,Days Like These,66,5,NA,NA,NA,NA,asia-53x53.jpg
65,3,Poison,Unskinny Bop,54,17,NA,NA,NA,NA,poison-53x53.jpg
66,66,REO Speedwagon,Love Is A Rock,74,3,NA,NA,NA,NA,reo-speedwagon-bex-53x53.jpg
67,38, En Vogue,Lies,41,10,NA,NA,NA,NA,en-vogue-ps1-53x53.jpg
68,9,Faith No More,Epic,59,19,NA,NA,NA,NA,faith-no-more-53x53.jpg
69,69,Billy Joel,And So It Goes,83,2,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
70,70,Johnny Gill,Fairweather Friend,88,2,NA,NA,NA,NA,johnny-gill-53x53.jpg
71,71,Sweet Sensation,Each And Every Time,79,2,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
72,4,M.C. Hammer,Have You Seen Her,60,18,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
73,72,Anita Baker,Soul Inspiration,73,6,NA,NA,NA,NA,anita-baker-4eh-53x53.jpg
74,32,"Glenn Medeiros Featuring Ray Parker, Jr.",All I'm Missing Is You,61,11,NA,NA,NA,NA,glenn-medeiros-m28-53x53.jpg
75,1,Mariah Carey, Vision Of Love,62,22,NA,NA,NA,NA,mariah-carey-tgq-53x53.jpg
76,76,The London Quireboys,I Don't Love You Anymore,78,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
77,42,Winger,Can't Get Enuff,75,14,NA,NA,NA,NA,winger-w6j-53x53.jpg
78,46,Sydney Youngblood,I'd Rather Go Blind,63,10,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
79,52,Billy Idol,L.A. Woman ,68,8,NA,NA,NA,NA,billy-idol-ygh-53x53.jpg
80,80,Styx,Love Is The Ritual,96,2,NA,NA,NA,NA,styx-53x53.jpg
81,81,Vaughan Brothers,Tick Tock,95,2,NA,NA,NA,NA,vaughan-brothers-anr-53x53.jpg
82,42,Kid Frost, La Raza,84,17,NA,NA,NA,NA,kid-frost-tc5-53x53.jpg
83,83,Pet Shop Boys,So Hard,93,2,NA,NA,NA,NA,pet-shop-boys-fjk-53x53.jpg
84,63,George LaMond,Look Into My Eyes,81,11,NA,NA,NA,NA,george-lamond-wkd-53x53.jpg
85,NA,Biscuit,Biscuit's In The House,NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
86,6,Prince,Thieves In The Temple,67,13,NA,NA,NA,NA,prince-vp8-53x53.jpg
87,51,Doc Box & B. Fresh,Slow Love,77,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
88,NA,Cathy Dennis,Just Another Dream,NA,NA,NA,NA,NA,NA,cathy-dennis-f2w-53x53.jpg
89,NA,Bruce Hornsby & The Range With Shawn Colvin,Lost Soul,NA,NA,NA,NA,NA,NA,shawn-colvin-b86-53x53.jpg
90,36,Michael Bolton,Georgia On My Mind,49,10,NA,NA,NA,NA,michael-bolton-53x53.jpg
91,1,Sweet Sensation,If Wishes Came True,80,20,NA,NA,NA,NA,sweet-sensation-e7v-53x53.jpg
92,78,Motley Crue,Same Ol' Situation (S.O.S.),87,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
93,82,Seduction,Breakdown,82,4,NA,NA,NA,NA,seduction-tw8-53x53.jpg
94,NA,Cheap Trick,Wherever Would I Be,NA,NA,NA,NA,NA,NA,cheap-trick-53x53.jpg
95,8,Go West,"King Of Wishful Thinking (From ""Pretty Woman"")",85,24,NA,NA,NA,NA,go-west-kjg-53x53.jpg
96,20,Luke Featuring The 2 Live Crew,Banned In The U.S.A. ,97,15,NA,NA,NA,NA,luke-p9m-53x53.jpg
97,44,Vixen,How Much Love,89,12,NA,NA,NA,NA,vixen-16q-53x53.jpg
98,53,Tyler Collins,Second Chance,76,9,NA,NA,NA,NA,tyler-collins-eo1-53x53.jpg
99,NA,The Black Crowes,Hard To Handle,NA,NA,NA,NA,NA,NA,the-black-crowes-53x53.jpg
100,73,Ms. Adventures,Undeniable,94,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
