rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,Next,Too Close,NA,NA,NA,2,2LAST WEEK,16WEEKS ON CHART
2,1,Mariah Carey,My All,1,4,NA,NA,NA,NA
3,2,Shania Twain,You're Still The One,4,16,NA,NA,NA,NA
4,3,Janet Featuring BLACKstreet,I Get Lonely,3,2,NA,NA,NA,NA
5,4,Backstreet Boys,Everybody [Backstreet's Back],5,7,NA,NA,NA,NA
6,6,Mya & Sisqo,It's All About Me,6,12,NA,NA,NA,NA
7,7,Xscape,The Arms Of The One Who Loves You,8,5,NA,NA,NA,NA
8,1,Savage Garden,Truly Madly Deeply,7,26,NA,NA,NA,NA
9,1,K-Ci & JoJo,All My Life,9,10,NA,NA,NA,NA
10,5,Public Announcement,Body Bumpin' Yippie-Yi-Yo,10,15,NA,NA,NA,NA
11,8,Marcy Playground,Sex And Candy,12,8,NA,NA,NA,NA
12,2,Montell Jordan Feat. Master P & Silkk The Shocker,Let's Ride,11,13,NA,NA,NA,NA
13,13,'N Sync,I Want You Back,15,13,NA,NA,NA,NA
14,10, Busta Rhymes,Turn It Up [Remix]/Fire It Up,13,4,NA,NA,NA,NA
15,2,Madonna,Frozen,14,11,NA,NA,NA,NA
16,16,"Master P Feat. Fiend, Silkk The Shocker, Mia X & Mystikal",Make Em' Say Uhh!,25,18,NA,NA,NA,NA
17,1,Will Smith,Gettin' Jiggy Wit It,17,14,NA,NA,NA,NA
18,18,LeAnn Rimes, Looking Through Your Eyes,27,7,NA,NA,NA,NA
19,17,The Lox [Featuring DMX & Lil' Kim],"Money, Power & Respect",19,9,NA,NA,NA,NA
20,20,Master P Featuring Sons Of Funk,I Got The Hook Up!,28,8,NA,NA,NA,NA
21,3,Destiny's Child,"No, No, No",16,27,NA,NA,NA,NA
22,19,Puff Daddy & The Family Featuring The Notorious B.I.G. & Busta Rh,Victory,21,11,NA,NA,NA,NA
23,NA,Brandy & Monica,The Boy Is Mine,NA,NA,NA,NA,NA,NA
24,1,Janet,Together Again,20,24,NA,NA,NA,NA
25,9,Third Eye Blind,How's It Going To Be,22,26,NA,NA,NA,NA
26,26,Luke Featuring No Good But So Good,Raise The Roof,30,10,NA,NA,NA,NA
27,2,LeAnn Rimes,How Do I Live,31,50,NA,NA,NA,NA
28,NA,Sarah McLachlan,Adia,NA,NA,NA,NA,NA,NA
29,29,Gloria Estefan,Heaven's What I Feel,34,2,NA,NA,NA,NA
30,30,Voices Of Theory,Say It,33,9,NA,NA,NA,NA
31,31,Faith Hill,This Kiss,45,11,NA,NA,NA,NA
32,11,Paula Cole,I Don't Want To Wait,32,31,NA,NA,NA,NA
33,1,Celine Dion,My Heart Will Go On,24,14,NA,NA,NA,NA
34,6,Sylk-E. Fyne Featuring Chill,Romeo And Juliet,18,16,NA,NA,NA,NA
35,6,Mase Featuring Total,What You Want,23,18,NA,NA,NA,NA
36,1,Usher,Nice & Slow,26,19,NA,NA,NA,NA
37,29,Jon B,They Don't Know,38,18,NA,NA,NA,NA
38,9,Lord Tariq & Peter Gunz,Deja Vu [Uptown Baby],29,25,NA,NA,NA,NA
39,7,Wyclef Jean,Gone Till November,36,17,NA,NA,NA,NA
40,40,Beenie Man,Who Am I,40,12,NA,NA,NA,NA
41,37,Tamia,Imagination,37,11,NA,NA,NA,NA
42,28, Canibus,Second Round K.O.,35,8,NA,NA,NA,NA
43,43,Playa,Cheers 2 U,43,10,NA,NA,NA,NA
44,2,Usher,You Make Me Wanna...,44,41,NA,NA,NA,NA
45,15,Billie Myers,Kiss The Rain,41,30,NA,NA,NA,NA
46,39,DMX Featuring Sheek Of The Lox,Get At Me Dog,39,14,NA,NA,NA,NA
47,47,Pearl Jam,Wishlist,48,2,NA,NA,NA,NA
48,1,Elton John,Candle In The Wind 1997/Something About The Way You Look Tonight,47,34,NA,NA,NA,NA
49,37,Timbaland & Magoo,Clock Strikes,42,5,NA,NA,NA,NA
50,26,Aretha Franklin ,A Rose Is Still A Rose,46,12,NA,NA,NA,NA
51,51,S.O.A.P.,This Is How We Party,51,7,NA,NA,NA,NA
52,12,The Verve,Bitter Sweet Symphony,49,10,NA,NA,NA,NA
53,21,2Pac Featuring Eric Williams,Do For Love,50,11,NA,NA,NA,NA
54,52,Garbage,Push It,53,4,NA,NA,NA,NA
55,18,Loreena McKennitt,The Mummers' Dance,54,13,NA,NA,NA,NA
56,NA,Imajin Featuring Keith Murray,Shorty (You Keep Playin' With My Mind),NA,NA,NA,NA,NA,NA
57,43,Jo Dee Messina,I'm Alright,56,12,NA,NA,NA,NA
58,29,JD Featuring Da Brat,The Party Continues,52,13,NA,NA,NA,NA
59,55,Elton John,Recover Your Soul,55,7,NA,NA,NA,NA
60,50,Salt-N-Pepa,Gitty Up,58,10,NA,NA,NA,NA
61,61,George Strait,I Just Want To Dance With You,67,6,NA,NA,NA,NA
62,25,INOJ/LATHUN,Love You Down,57,17,NA,NA,NA,NA
63,63,Tracy Byrd,I'm From The Country,72,9,NA,NA,NA,NA
64,64,Dixie Chicks,There's Your Trouble,82,3,NA,NA,NA,NA
65,65,7 Mile,Do Your Thing,66,6,NA,NA,NA,NA
66,13,Jimmy Ray,Are You Jimmy Ray?,62,15,NA,NA,NA,NA
67,57,"Silkk The Shocker Featuring Master P, Destiny's Child, O'Dell, Mo", Just Be Straight With Me,63,11,NA,NA,NA,NA
68,59,Metallica,The Unforgiven II,64,9,NA,NA,NA,NA
69,58,Deja Vu,My Heart Will Go On,65,12,NA,NA,NA,NA
70,64,Randy Travis,Out Of My Bones,68,6,NA,NA,NA,NA
71,NA,Olivia Newton-John,I Honestly Love You (David Foster Vers.),NA,NA,NA,NA,NA,NA
72,9,Spice Girls,Too Much,59,16,NA,NA,NA,NA
73,73,Rockell,In A Dream,77,19,NA,NA,NA,NA
74,NA,John Forte,Ninety Nine [Flash The Message],NA,NA,NA,NA,NA,NA
75,75,Mark Wills, I Do [Cherish You],80,4,NA,NA,NA,NA
76,25,SWV,Rain,60,10,NA,NA,NA,NA
77,52,Jay-Z Featuring BLACKstreet,The City Is Mine,73,18,NA,NA,NA,NA
78,62,Do Or Die Featuring Johnny P & Twista,Still Po' Pimpin',69,10,NA,NA,NA,NA
79,79,Kenny Chesney,That's Why I'm Here,93,4,NA,NA,NA,NA
80,69,Dakota Moon,A Promise I Make,70,11,NA,NA,NA,NA
81,65,Clay Walker,Then What?,83,17,NA,NA,NA,NA
82,49,Smooth,Strawberries,61,15,NA,NA,NA,NA
83,83,Hi-Town DJs,Ding-A-Ling,85,5,NA,NA,NA,NA
84,71,Lisa Loeb,Let's Forget About It,71,5,NA,NA,NA,NA
85,NA,Baby Talk,Hooked On A Feeling (Ooga-Chaka),NA,NA,NA,NA,NA,NA
86,86,Terri Clark,Now That I Found You,89,2,NA,NA,NA,NA
87,78,The Kenny Wayne Shepherd Band,Blue On Black,78,5,NA,NA,NA,NA
88,NA,Sister 7,Know What You Mean ,NA,NA,NA,NA,NA,NA
89,74,Tim McGraw,One Of These Days,74,5,NA,NA,NA,NA
90,81,Davina,Come Over To My Place,81,7,NA,NA,NA,NA
91,48,Blessid Union Of Souls,Light In Your Eyes,79,16,NA,NA,NA,NA
92,86,Blair ,"Have Fun, Go Mad",86,2,NA,NA,NA,NA
93,NA,Various Artists,One Heart At A Time,NA,NA,NA,NA,NA,NA
94,76,Mark Morrison,Moan & Groan,76,7,NA,NA,NA,NA
95,67,She Moves,It's Your Love,75,11,NA,NA,NA,NA
96,88,Daze,Superhero,88,2,NA,NA,NA,NA
97,36, All Saints,I Know Where It's At,87,18,NA,NA,NA,NA
98,67,David Kersh,If I Never Stop Loving You,97,16,NA,NA,NA,NA
99,63,Keith Washington,Bring It On,84,13,NA,NA,NA,NA
100,91,M:G,Sweet Honesty,91,5,NA,NA,NA,NA
