rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
27,1,Billy Joel,We Didn't Start The Fire,16,15,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
28,28,Motley Crue,Kickstart My Heart,33,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
29,29,Michael Damian,Was It Nothing At All,32,13,NA,NA,NA,NA,michael-damian-dlx-53x53.jpg
30,30,Milli Vanilli,All Or Nothing,39,3,NA,NA,NA,NA,milli-vanilli-by8-53x53.jpg
31,31,Gloria Estefan,Here We Are,37,6,NA,NA,NA,NA,gloria-estefan-53x53.jpg
32,32,The Cover Girls,We Can't Go Wrong,38,7,NA,NA,NA,NA,the-cover-girls-tsx-53x53.jpg
33,33,Young M.C.,Principal's Office,34,9,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
34,1,Milli Vanilli,Blame It On The Rain,21,16,NA,NA,NA,NA,milli-vanilli-by8-53x53.jpg
35,35,Bad English,Price Of Love,45,5,NA,NA,NA,NA,bad-english-knp-53x53.jpg
36,36,Michel'le,No More Lies,44,10,NA,NA,NA,NA,michelle-53x53.jpg
37,NA,Janet Jackson,Escapade,NA,NA,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
38,38,The B-52s,Roam,57,5,NA,NA,NA,NA,the-b52s-53x53.jpg
39,39,Poco,Nothin' To Hide,43,8,NA,NA,NA,NA,poco-czh-53x53.jpg
40,3,The B-52s,Love Shack,31,21,NA,NA,NA,NA,the-b52s-53x53.jpg
41,40,Shana,I Want You,40,16,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
42,42,Tears For Fears,Woman In Chains,49,8,NA,NA,NA,NA,tears-for-fears-cum-53x53.jpg
43,43,D-Mob Introducing Cathy Dennis,C'mon And Get My Love,56,6,NA,NA,NA,NA,d-mob-k40-53x53.jpg
44,20,Madonna,Oh Father,24,11,NA,NA,NA,NA,madonna-53x53.jpg
45,7,Young M.C.,Bust A Move,41,26,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
46,46,Billy Joel,I Go To Extremes,67,2,NA,NA,NA,NA,billy-joel-wt1-53x53.jpg
47,9,Bon Jovi,Living In Sin,28,16,NA,NA,NA,NA,bon-jovi-53x53.jpg
48,11,KIX,Don't Close Your Eyes,36,20,NA,NA,NA,NA,kix-53x53.jpg
49,NA,Richard Marx,Too Late To Say Goodbye,NA,NA,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
50,50,Jaya,If You Leave Me Now,51,15,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
51,51,Marcia Griffiths,Electric Boogie,59,7,NA,NA,NA,NA,marcia-griffiths-9ly-53x53.jpg
52,52,Warrant,Sometimes She Cries,71,3,NA,NA,NA,NA,warrant-53x53.jpg
53,53,Luther Vandross,Here And Now,63,5,NA,NA,NA,NA,luther-vandross-ycy-53x53.jpg
54,26,The 2 Live Crew,Me So Horny,50,20,NA,NA,NA,NA,the-2-live-crew-j6x-53x53.jpg
55,1,Bad English,When I See You Smile,47,19,NA,NA,NA,NA,bad-english-knp-53x53.jpg
56,56,SaFire,I Will Survive,61,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
57,20,Sybil,Don't Make Me Over,48,18,NA,NA,NA,NA,sybil-de8-53x53.jpg
58,52,Fiona (Duet With Kip Winger),Everything You Do (You're Sexing Me),52,9,NA,NA,NA,NA,fiona-mg9-53x53.jpg
59,59,Depeche Mode,Personal Jesus,60,7,NA,NA,NA,NA,depeche-mode-53x53.jpg
60,23,The Rolling Stones,Rock And A Hard Place,27,12,NA,NA,NA,NA,the-rolling-stones-53x53.jpg
61,61,Kenny G,Going Home,68,3,NA,NA,NA,NA,kenny-g-jn4-53x53.jpg
62,55,Bonham ,Wait For You,55,9,NA,NA,NA,NA,bonham-1a0-53x53.jpg
63,39,Tina Turner,Steamy Windows,42,9,NA,NA,NA,NA,tina-turner-zqk-53x53.jpg
64,3,Paula Abdul,(It's Just) The Way That You Love Me,46,23,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
65,65,Dino,Never 2 Much Of U,72,6,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
66,66,Michael Penn ,No Myth,78,3,NA,NA,NA,NA,michael-penn-r15-53x53.jpg
67,64,Jermaine Jackson,Don't Take It Personal,66,8,NA,NA,NA,NA,jermaine-jackson-fx9-53x53.jpg
68,68,The Smithereens,A Girl Like You,75,7,NA,NA,NA,NA,the-smithereens-eoz-53x53.jpg
69,69,Alannah Myles,Black Velvet,80,3,NA,NA,NA,NA,alannah-myles-bdi-53x53.jpg
70,59,Pajama Party,Over And Over,70,11,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
71,NA,Biz Markie,Just A Friend,NA,NA,NA,NA,NA,NA,biz-markie-684-53x53.jpg
72,30,Great White, The Angel Song,65,17,NA,NA,NA,NA,great-white-53x53.jpg
73,37,Whitesnake,Fool For Your Loving,54,20,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
74,7,Alice Cooper,Poison,62,18,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
75,21,Don Henley,The Last Worthless Evening,53,16,NA,NA,NA,NA,don-henley-53x53.jpg
76,4,Richard Marx, Angelia,58,16,NA,NA,NA,NA,richard-marx-ct1-53x53.jpg
77,NA,Whitesnake,The Deeper The Love,NA,NA,NA,NA,NA,NA,whitesnake-4bv-53x53.jpg
78,18,Kevin Paige,Don't Shut Me Out,76,23,NA,NA,NA,NA,kevin-paige-y1y-53x53.jpg
79,NA,A'me Lorain,"Whole Wide World (From ""True Love"")",NA,NA,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
80,80,Elton John,Sacrifice,87,2,NA,NA,NA,NA,elton-john-qls-53x53.jpg
81,73,Neneh Cherry,Heart,73,7,NA,NA,NA,NA,neneh-cherry-d1s-53x53.jpg
82,NA, Kevin Paige,Anything I Want,NA,NA,NA,NA,NA,NA,kevin-paige-y1y-53x53.jpg
83,83,Entouch Featuring Keith Sweat,All Nite,88,2,NA,NA,NA,NA,keith-sweat-53x53.jpg
84,11,Belinda Carlisle,Leave A Light On,64,17,NA,NA,NA,NA,belinda-carlisle-ile-53x53.jpg
85,85,Saraya,"Timeless Love (From ""Shocker"")",91,2,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
86,NA,Belinda Carlisle,Summer Rain,NA,NA,NA,NA,NA,NA,belinda-carlisle-ile-53x53.jpg
87,NA,Alice Cooper,House Of Fire,NA,NA,NA,NA,NA,NA,alice-cooper-t1u-53x53.jpg
88,NA,Skyy,Real Love,NA,NA,NA,NA,NA,NA,skyy-2i2-53x53.jpg
89,55,Eric Clapton,Pretending,77,10,NA,NA,NA,NA,eric-clapton-53x53.jpg
90,89,Abstrac',Right And Hype,89,5,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
91,66,KISS,Hide Your Heart,84,9,NA,NA,NA,NA,kiss-53x53.jpg
92,36, Prince With Sheena Easton,The Arms Of Orion,74,14,NA,NA,NA,NA,prince-vp8-53x53.jpg
93,31,Paul Carrack,I Live By The Groove,69,13,NA,NA,NA,NA,paul-carrack-jmo-53x53.jpg
94,84,Loverboy,Too Hot,86,5,NA,NA,NA,NA,loverboy-79r-53x53.jpg
95,92,Paul McCartney,Figure Of Eight,92,2,NA,NA,NA,NA,paul-mccartney-ntf-53x53.jpg
96,75,Christopher Max,Serious Kinda Girl,82,8,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
97,74,The Cure,Lullaby,85,8,NA,NA,NA,NA,the-cure-53x53.jpg
98,1,Roxette,Listen To Your Heart,79,22,NA,NA,NA,NA,roxette-cd8-53x53.jpg
99,11,Gloria Estefan,Get On Your Feet,81,17,NA,NA,NA,NA,gloria-estefan-53x53.jpg
100,8, New Kids On The Block,Didn't I (Blow Your Mind),83,19,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
