rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart,img_link
1,1,Michael Bolton,How Am I Supposed To Live Without You,NA,NA,NA,4,4LAST WEEK,13WEEKS ON CHART,NA
2,2,Technotronic Featuring Felly,Pump Up The Jam,3,15,NA,NA,NA,NA,technotronic-5tm-53x53.jpg
3,1,Phil Collins,Another Day In Paradise,1,12,NA,NA,NA,NA,phil-collins-53x53.jpg
4,4,Jody Watley,Everything,6,15,NA,NA,NA,NA,jody-watley-11l-53x53.jpg
5,5,Rod Stewart, Downtown Train,12,9,NA,NA,NA,NA,rod-stewart-ao5-53x53.jpg
6,2,Janet Jackson,Rhythm Nation,2,11,NA,NA,NA,NA,janet-jackson-exg-53x53.jpg
7,7,Lou Gramm,Just Between You And Me,10,13,NA,NA,NA,NA,lou-gramm-b5a-53x53.jpg
8,8,Tom Petty,Free Fallin',13,12,NA,NA,NA,NA,tom-petty-and-the-heartbreakers-eog-53x53.jpg
9,9,Seduction,Two To Make It Right,15,11,NA,NA,NA,NA,seduction-tw8-53x53.jpg
10,10,Tesla,Love Song,14,17,NA,NA,NA,NA,tesla-rcz-53x53.jpg
11,11,Joe Cocker,When The Night Comes,17,13,NA,NA,NA,NA,joe-cocker-nqn-53x53.jpg
12,12,Skid Row,I Remember You,19,10,NA,NA,NA,NA,skid-row-4qg-53x53.jpg
13,11,Jive Bunny & The Mastermixers,Swing The Mood,11,13,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
14,14,Aerosmith,Janie's Got A Gun,20,9,NA,NA,NA,NA,aerosmith-7n5-53x53.jpg
15,2,Linda Ronstadt (Featuring Aaron Neville),Don't Know Much,5,17,NA,NA,NA,NA,aaron-neville-wa6-53x53.jpg
16,16,Paula Abdul (Duet With The Wild Pair),Opposites Attract,26,6,NA,NA,NA,NA,paula-abdul-psi-53x53.jpg
17,7,New Kids On The Block,This One's For The Children,7,11,NA,NA,NA,NA,new-kids-on-the-block-53x53.jpg
18,18,Eddie Money,Peace In Our Time,23,8,NA,NA,NA,NA,eddie-money-wyy-53x53.jpg
19,8,Cher,Just Like Jesse James,8,14,NA,NA,NA,NA,cher-9v4-53x53.jpg
20,20,Quincy Jones Featuring Ray Charles & Chaka Khan,I'll Be Good To You,22,10,NA,NA,NA,NA,quincy-jones-3md-53x53.jpg
21,21,Babyface,Tender Lover,25,10,NA,NA,NA,NA,babyface-qq8-53x53.jpg
22,5,Taylor Dayne,With Every Beat Of My Heart,9,14,NA,NA,NA,NA,taylor-dayne-j3h-53x53.jpg
23,23,Chicago,What Kind Of Man Would I Be?,29,8,NA,NA,NA,NA,chicago-46u-53x53.jpg
24,24,Expose,Tell Me Why,30,7,NA,NA,NA,NA,bb-placeholder-new.jpg?28769be5cab2747d40a1
25,4,Soul II Soul,Back To Life,18,18,NA,NA,NA,NA,soul-ii-soul-v8v-53x53.jpg
26,26,Roxette,Dangerous,35,6,NA,NA,NA,NA,roxette-cd8-53x53.jpg
