rank,peak,artist,title,last_week,weeks_on_chart,no_1_weeks_no_1,no_1_last_week,no_1_last_week_weeks_at_one,no_1_weeks_on_chart
1,1,UB40,"Can't Help Falling In Love (From ""Sliver"")",NA,NA,5,NA,5 WEEKS AT NO. 1,15WEEKS ON CHART
2,2,Tag Team,Whoomp! (There It Is),2,13,NA,NA,NA,NA
3,3,The Proclaimers,I'm Gonna Be (500 Miles),4,11,NA,NA,NA,NA
4,4,Onyx ,Slam,5,13,NA,NA,NA,NA
5,5,Jodeci,Lately,6,11,NA,NA,NA,NA
6,1,SWV,Weak,3,18,NA,NA,NA,NA
7,7,Tony Toni Tone,If I Had No Loot,7,11,NA,NA,NA,NA
8,8,Soul Asylum,Runaway Train,8,11,NA,NA,NA,NA
9,9,Mariah Carey,Dreamlover,13,3,NA,NA,NA,NA
10,10,Janet Jackson,If,10,5,NA,NA,NA,NA
11,9,Tina Turner,"I Don't Wanna Fight (From ""What's Love Got To Do With It"")",9,13,NA,NA,NA,NA
12,11,95 South,"Whoot, There It Is",11,17,NA,NA,NA,NA
13,13,SWV,Right Here (Human Nature)/Downtown ,19,6,NA,NA,NA,NA
14,14,Michael Jackson,Will You Be There,24,6,NA,NA,NA,NA
15,12,Duice,Dazzey Duks,17,33,NA,NA,NA,NA
16,5,Robin S., Show Me Love,12,21,NA,NA,NA,NA
17,8,Expose,I'll Never Get Over You (Getting Over Me),16,22,NA,NA,NA,NA
18,18,Shai,Baby I'm Yours,22,12,NA,NA,NA,NA
19,14, 4 Non Blondes,What's Up,14,18,NA,NA,NA,NA
20,20,Brian McKnight,One Last Cry,21,11,NA,NA,NA,NA
21,1,Janet Jackson,That's The Way Love Goes,15,17,NA,NA,NA,NA
22,3,H-Town,Knockin' Da Boots,18,20,NA,NA,NA,NA
23,23,Kris Kross Featuring Supercat,Alright,32,4,NA,NA,NA,NA
24,24,Billy Joel,The River Of Dreams,28,4,NA,NA,NA,NA
25,20,Ice Cube Featuring Das EFX, Check Yo Self,25,4,NA,NA,NA,NA
26,26,Madonna,Rain,29,5,NA,NA,NA,NA
27,5,Rod Stewart,Have I Told You Lately,20,18,NA,NA,NA,NA
28,28,Cypress Hill,Insane In The Brain,30,7,NA,NA,NA,NA
29,8,Dr. Dre,Dre Day,23,15,NA,NA,NA,NA
30,22,Jade,One Woman,27,12,NA,NA,NA,NA
31,23,Sting,Fields Of Gold,26,12,NA,NA,NA,NA
32,32,Toni Braxton,Another Sad Love Song,40,8,NA,NA,NA,NA
33,29,U.N.V.,Something's Goin' On,35,12,NA,NA,NA,NA
34,27,Jon Secada,I'm Free,33,9,NA,NA,NA,NA
35,7,Duran Duran,Come Undone,34,19,NA,NA,NA,NA
36,36,Dino,Ooh Child,36,7,NA,NA,NA,NA
37,31,Whitney Houston,Run To You,31,9,NA,NA,NA,NA
38,38,Tears For Fears,Break It Down Again ,41,6,NA,NA,NA,NA
39,39,Jazzy Jeff & The Fresh Prince,Boom! Shake The Room,43,3,NA,NA,NA,NA
40,40,2Pac,I Get Around,48,8,NA,NA,NA,NA
41,39,Radiohead,Creep,44,9,NA,NA,NA,NA
42,26,Silk,Girl U For Me/Lose Control,38,10,NA,NA,NA,NA
43,43,"Big Daddy Kane Feat. Spinderella, L. Williams & K. Anderson",Very Special,47,7,NA,NA,NA,NA
44,44,Aerosmith,Cryin',51,4,NA,NA,NA,NA
45,45,Celine Dion And Clive Griffin,"When I Fall In Love (From ""Sleepless In Seattle"")",45,6,NA,NA,NA,NA
46,39,Fu-Schnickens W/ Shaquille O'Neal,What's Up Doc? (Can We Rock),39,8,NA,NA,NA,NA
47,20,Taylor Dayne,Can't Get Enough Of Your Love,37,12,NA,NA,NA,NA
48,46,Alan Jackson,Chattahoochee,46,7,NA,NA,NA,NA
49,17,Captain Hollywood Project,More And More,42,17,NA,NA,NA,NA
50,50,MC Lyte,Ruffneck,54,6,NA,NA,NA,NA
51,48,II D Extreme,Cry No More,52,15,NA,NA,NA,NA
52,42,TLC," Get It Up (From ""Poetic Justice"")",53,8,NA,NA,NA,NA
53,53,Inner Circle,Sweat (A La La La La Long),66,3,NA,NA,NA,NA
54,54,Rod Stewart,Reason To Believe,93,2,NA,NA,NA,NA
55,55,P.M. Dawn,The Ways Of The Wind,58,5,NA,NA,NA,NA
56,56,Gin Blossoms,Hey Jealousy,67,5,NA,NA,NA,NA
57,57,Shanice,"It's For You (From ""The Meteor Man"")",61,6,NA,NA,NA,NA
58,58,Lords Of The Underground,Chief Rocka,64,7,NA,NA,NA,NA
59,8,Inner Circle,"Bad Boys (Theme From ""Cops"")",55,17,NA,NA,NA,NA
60,60,Stereo MC's,Step It Up,65,7,NA,NA,NA,NA
61,61,Lenny Kravitz,Believe,69,8,NA,NA,NA,NA
62,62,Joey Lawrence,Stay Forever,70,6,NA,NA,NA,NA
63,44,David Crosby & Phil Collins,Hero,57,16,NA,NA,NA,NA
64,56,Aaron Neville,Don't Take Away My Heaven ,62,14,NA,NA,NA,NA
65,25,Kenny G With Peabo Bryson,By The Time This Night Is Over,56,14,NA,NA,NA,NA
66,42,LL Cool J,Back Seat (Of My Jeep),59,10,NA,NA,NA,NA
67,67,H-Town,Lick U Up,72,4,NA,NA,NA,NA
68,68,Raven-Symone,That's What Little Girls Are Made Of,74,3,NA,NA,NA,NA
69,69,Zapp & Roger,Mega Medley,76,3,NA,NA,NA,NA
70,46,Levert,ABC-123,68,12,NA,NA,NA,NA
71,71,Legacy Of Sound Featuring Meja,Happy,73,5,NA,NA,NA,NA
72,19,Snow,"Girl, I've Been Hurt",60,15,NA,NA,NA,NA
73,73, G-Wiz,Teddy Bear,81,8,NA,NA,NA,NA
74,74,Yo-Yo,The Bonnie And Clyde Theme,78,4,NA,NA,NA,NA
75,64,The Steve Miller Band,Wide River,71,7,NA,NA,NA,NA
76,76,MC Eiht,"Streiht Up Menace (From ""Menace II Society"")",84,2,NA,NA,NA,NA
77,28,New Order,Regret,63,17,NA,NA,NA,NA
78,78,Billy Ray Cyrus,In The Heart Of A Woman,80,4,NA,NA,NA,NA
79,67,Porno For Pyros,Pets,77,7,NA,NA,NA,NA
80,65,AC/DC,"Big Gun (From ""Last Action Hero"")",75,8,NA,NA,NA,NA
81,81,Babyface,For The Cool In You,94,2,NA,NA,NA,NA
82,NA,Robin S.,Love For Love,NA,NA,NA,NA,NA,NA
83,83,Little Texas,What Might Have Been,86,3,NA,NA,NA,NA
84,68,Peter Cetera,Even A Fool Can See,79,6,NA,NA,NA,NA
85,18,Aerosmith, Livin' On The Edge,82,20,NA,NA,NA,NA
86,86,Nuttin' Nyce,In My Nature,89,2,NA,NA,NA,NA
87,87,Scarface,Let Me Roll,90,3,NA,NA,NA,NA
88,74,Naughty By Nature,It's On,95,9,NA,NA,NA,NA
89,NA,Bell Biv DeVoe,Something In Your Eyes,NA,NA,NA,NA,NA,NA
90,NA,Blind Melon,No Rain,NA,NA,NA,NA,NA,NA
91,27,Bon Jovi,In These Arms,85,16,NA,NA,NA,NA
92,44,Mary J. Blige,Love No Limit,92,15,NA,NA,NA,NA
93,93,Shaggy,Oh Carolina,99,2,NA,NA,NA,NA
94,43,Clint Black With Wynonna,A Bad Goodbye,83,11,NA,NA,NA,NA
95,NA,"10,000 Maniacs",Few And Far Between,NA,NA,NA,NA,NA,NA
96,NA,M.C. Breed,Gotta Get Mine,NA,NA,NA,NA,NA,NA
97,97,Bon Jovi,I'll Sleep When I'm Dead,97,2,NA,NA,NA,NA
98,52,The Pharcyde,Passin' Me By,88,17,NA,NA,NA,NA
99,NA,Lisa Keith,Better Than You,NA,NA,NA,NA,NA,NA
100,51,Big Mountain,Touch My Light,87,20,NA,NA,NA,NA
